module,category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
4,Human Diseases,Infectious disease: bacterial,hsa05131,Shigellosis,22/445,253/9446,0.08695652173913043,1.8458231558378113,3.032122944618371,0.0040412707671883645,0.022120639988820523,0.015597887171604213,3553/3059/929/6352/834/598/208/55054/1399/10000/3606/3708/10241/581/5829/6714/5330/10318/4790/84335/2308/8936,22
4,Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,14/445,134/9446,0.1044776119402985,2.21774274693946,3.156618320959869,0.0041796862945751995,0.022483829722542453,0.015853982496664545,637/3002/27040/8795/3459/3383/80328/5604/5534/836/5777/4068/10451/9437,14
4,Organismal Systems,Immune system,hsa04660,T cell receptor signaling pathway,13/445,122/9446,0.10655737704918032,2.2618898508012526,3.1191469518352184,0.004805340247430633,0.025411290799972164,0.017918217871775242,959/27040/5604/208/5534/8440/9402/10000/5777/4790/4794/10451/10298,13
4,Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,16/445,169/9446,0.09467455621301775,2.009653613456552,2.9447442584992833,0.0060252733924024485,0.03133142164049273,0.022092669105475644,8417/8673/6794/5604/598/208/55054/6237/2081/26003/10000/3708/10241/84335/8887/1514,16
4,Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagocytosis,11/445,99/9446,0.1111111111111111,2.3585518102372034,3.0212960799920223,0.006712058309910851,0.03433052774905222,0.024207423412793232,27040/4067/5604/208/7408/5321/1399/10000/10451/3636/8936,11
4,Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,9/445,73/9446,0.1232876712328767,2.6170232414960752,3.083713268047907,0.007025295933447333,0.03509906449795863,0.024749340351124673,7039/1950/5604/208/2272/10000/6777/581/6789,9
4,Human Diseases,Infectious disease: parasitic,hsa05143,African trypanosomiasis,6/445,37/9446,0.16216216216216217,3.442210750075919,3.309389404551193,0.007087311100549339,0.03509906449795863,0.024749340351124673,3553/3569/3383/3910/3606/5330,6
4,Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,11/445,100/9446,0.11,2.3349662921348315,2.9839601389228827,0.007232421577993041,0.035258055192716076,0.024861449174351076,966/2814/3553/3569/3655/2811/929/3574/1604/2812/3559,11
4,Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,14/445,143/9446,0.0979020979020979,2.0781645320971163,2.8885318125157564,0.007411910599839207,0.03528082354640371,0.024877503782720557,3553/7048/353514/3459/6773/5604/208/5534/10000/5608/3708/4790/54/54209,14
4,Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,10/445,87/9446,0.11494252873563218,2.4398811830040037,2.999902670730218,0.0075529288222175705,0.03528082354640371,0.024877503782720557,7039/2069/1950/7048/5604/208/836/10000/581/8312,10
4,Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,21/445,252/9446,0.08333333333333333,1.7689138576779024,2.7508145604523406,0.007920922293046957,0.03528082354640371,0.024877503782720557,7048/9101/51534/9798/9525/1601/5119/3303/10890/51019/10617/6714/9727/30845/3559/26052/23111/9146/9135/28964/1759,21
4,Cellular Processes,Cell growth and death,hsa04217,Necroptosis,15/445,159/9446,0.09433962264150944,2.0025439898240407,2.8346528693360393,0.00794891778629906,0.03528082354640371,0.024877503782720557,3553/637/9131/8795/3459/834/6773/9525/8772/5119/5321/5610/6777/581/841,15
4,Metabolism,Carbohydrate metabolism,hsa00520,Amino sugar and nucleotide sugar metabolism,6/445,38/9446,0.15789473684210525,3.351626256652868,3.2295874613774296,0.008089919507336212,0.03528082354640371,0.024877503782720557,4351/2821/5373/55577/10020/132789,6
4,Organismal Systems,Endocrine system,hsa04926,Relaxin signaling pathway,13/445,130/9446,0.1,2.122696629213483,2.8658599329097174,0.008156392590186325,0.03528082354640371,0.024877503782720557,4318/7048/7422/5604/208/1906/10000/4312/6714/4842/5330/4790/7423,13
4,Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,9/445,75/9446,0.12,2.5472359550561796,2.9910923192913987,0.008369848387434521,0.03528082354640371,0.024877503782720557,637/7155/8772/598/208/836/10000/581/841,9
4,Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,9/445,75/9446,0.12,2.5472359550561796,2.9910923192913987,0.008369848387434521,0.03528082354640371,0.024877503782720557,637/8795/598/836/581/9540/6241/841/50484,9
4,Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecules,15/445,160/9446,0.09375,1.9900280898876404,2.808204780736576,0.008405192994659689,0.03528082354640371,0.024877503782720557,959/6385/3655/58494/6403/10666/64115/958/90952/3383/5819/1001/4267/83700/29126,15
4,Organismal Systems,Immune system,hsa04672,Intestinal immune network for IgA production,7/445,50/9446,0.14,2.9717752808988767,3.1081825770813936,0.008480967198654737,0.03528082354640371,0.024877503782720557,959/3569/4055/958/56477/8741/10673,7
4,Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,7/445,50/9446,0.14,2.9717752808988767,3.1081825770813936,0.008480967198654737,0.03528082354640371,0.024877503782720557,959/3553/3569/6403/958/3383/3606,7
4,Metabolism,Glycan biosynthesis and metabolism,hsa00531,Glycosaminoglycan degradation,4/445,19/9446,0.21052631578947367,4.4688350088704905,3.365187726757995,0.010714644392782906,0.04377900217741991,0.030869809227667883,10855/411/2720/3425,4
4,Organismal Systems,Nervous system,hsa04722,Neurotrophin signaling pathway,12/445,120/9446,0.1,2.122696629213483,2.7519525535715292,0.01080443322968376,0.04377900217741991,0.030869809227667883,627/5604/208/51135/1399/10000/581/4790/9261/4794/3654/10019,12
4,Human Diseases,Cancer: specific types,hsa05222,Small cell lung cancer,10/445,93/9446,0.10752688172043011,2.282469493777939,2.7634311972854437,0.011892026878870688,0.04756810751548275,0.033541614273737835,3655/598/208/2272/836/3910/10000/581/4149/4790,10
