protein,metabolite,r_F,p_F,q_F,r_M,p_M,q_M,abs_r_F,abs_r_M,p_diff,q_diff,r_diff
FUOM,fid_23630,0.11079763572147454,1.5037006247766383e-16,7.630584362372871e-16,0.02293777037956811,0.11830866020517926,0.17502447930631815,0.11079763572147454,0.02293777037956811,9.31800362457907e-6,4.179593861056795e-4,-0.08785986534190643
SIAE,fid_23579,0.13325609224815294,2.6915377977249997e-23,1.9910366994639043e-22,0.04571017175622224,0.0018470590190896182,0.003862986265617909,0.13325609224815294,0.04571017175622224,9.320805462743216e-6,4.1805926289979105e-4,-0.08754592049193069
MAMDC4,fid_23568,0.23902756433940855,1.3987366455978148e-72,6.781251032927597e-71,0.3203627638490183,3.530629293387183e-111,9.01359613607973e-109,0.23902756433940855,0.3203627638490183,9.3262198120393e-6,4.182762971864949e-4,0.08133519950960974
BAG3,fid_23630,0.048435342024045806,3.179600122619163e-4,6.70805401410503e-4,-0.03981328816844232,0.006693042501728395,0.012821980723908423,0.048435342024045806,0.03981328816844232,9.328820787691431e-6,4.1836713407407606e-4,-0.08824863019248813
CLSTN2,fid_23443,-0.02212674797366017,0.10019225684972659,0.14612701887686766,-0.10999015156086908,5.848750016038092e-14,3.422582502380708e-13,0.02212674797366017,0.10999015156086908,9.331056367665163e-6,4.184157585764969e-4,-0.08786340358720891
ADGRG2,fid_23642,0.294052540938316,1.5150058227174498e-110,1.999188811059453e-108,0.21145121056228716,4.9365334183629895e-48,1.6883236970648363e-46,0.294052540938316,0.21145121056228716,9.330943920425952e-6,4.184157585764969e-4,-0.08260133037602885
SEZ6L2,fid_23624,0.0658340734947338,9.785601165404303e-7,2.5844479459351734e-6,-0.022373004566023924,0.12764724919413944,0.18710065859541486,0.0658340734947338,0.022373004566023924,9.331958911505434e-6,4.184304150282792e-4,-0.08820707806075773
SEMA3F,fid_23592,0.1284212956766522,9.735389678351868e-22,6.624087749064955e-21,0.04080671061316826,0.005444895338174324,0.01058692263367838,0.1284212956766522,0.04080671061316826,9.334597231990924e-6,4.185228943757446e-4,-0.08761458506348394
RNASE4,fid_23644,-0.08884467917073477,3.764812592348045e-11,1.363711458513245e-10,-7.754925614835059e-4,0.9578920293601068,0.9700951131854452,0.08884467917073477,7.754925614835059e-4,9.33654446298354e-6,4.1856929273786654e-4,0.08806918660925127
FST,fid_23643,0.14713642563836551,4.263189280056782e-28,4.0524412168146045e-27,0.05983670766359075,4.550169061686318e-5,1.1728754882629348e-4,0.14713642563836551,0.05983670766359075,9.336783850935128e-6,4.1856929273786654e-4,-0.08729971797477476
IGSF21,fid_23522,-0.04767363455664519,3.948123638023603e-4,8.247523695233141e-4,0.04057151686076702,0.005719745492274191,0.011080517648159042,0.04767363455664519,0.04057151686076702,9.33754567172553e-6,4.185776278602404e-4,0.08824515141741221
NTRK2,fid_23447,0.028200738725805488,0.03613954388663516,0.057868540786728144,0.11598609465428839,2.307116299287216e-15,1.4970705081886836e-14,0.028200738725805488,0.11598609465428839,9.340532803181363e-6,4.186857106302259e-4,0.0877853559284829
PON1,fid_23596,0.09275506942827456,5.0079929684027415e-12,1.9237188051777782e-11,0.17935866077412524,7.854283762665347e-35,1.5936844090063976e-33,0.09275506942827456,0.17935866077412524,9.350827103181731e-6,4.191213008283597e-4,0.08660359134585068
CSF1,fid_23624,-0.016508781932152317,0.2200237485885426,0.2925708077166774,0.07166368079335424,1.031832387023257e-6,3.1894385313173837e-6,0.016508781932152317,0.07166368079335424,9.351857111202527e-6,4.191416202745541e-4,0.08817246272550655
BMP10,fid_23645,0.08056244407714289,2.0416806795530334e-9,6.57254955022881e-9,-0.007558748306278827,0.6068039094432833,0.6894133102997962,0.08056244407714289,0.007558748306278827,9.353409407357903e-6,4.1915949891851236e-4,-0.08812119238342171
CD74,fid_23573,0.008125018046430494,0.5461162716785788,0.6275292843248407,-0.07999981677269835,4.883707261285773e-8,1.7254330230928815e-7,0.008125018046430494,0.07999981677269835,9.35334936860495e-6,4.1915949891851236e-4,-0.08812483481912885
DPY30,fid_23601,-0.014430798250804762,0.2836882056937481,0.3639494588815566,-0.10236762708220762,2.788064635899309e-12,1.4316155474216395e-11,0.014430798250804762,0.10236762708220762,9.35480997016307e-6,4.191705742817085e-4,-0.08793682883140286
CCL22,fid_23508,0.24655016407526917,3.022871577460566e-77,1.6792393545683588e-75,0.16200059502302483,1.2110485582661395e-28,1.8151643219704626e-27,0.24655016407526917,0.16200059502302483,9.35446980270322e-6,4.191705742817085e-4,-0.08454956905224434
NCAM2,fid_23418,0.21074636686785922,1.8195679175385593e-56,5.43552821122218e-55,0.1250005216826259,1.2950975344568445e-17,9.858787558303338e-17,0.21074636686785922,0.1250005216826259,9.357284293716508e-6,4.192363788344286e-4,-0.08574584518523332
MEGF10,fid_23496,-0.04745095495941234,4.203648521839062e-4,8.756970567195582e-4,0.04078520929290613,0.005469517665854193,0.010631583859304591,0.04745095495941234,0.04078520929290613,9.357432159375336e-6,4.192363788344286e-4,0.08823616425231848
MUC13,fid_23613,0.17869251032005154,7.673360481833193e-41,1.2968808911455185e-39,0.26262502659995607,5.05817250339053e-74,4.26847391014959e-72,0.17869251032005154,0.26262502659995607,9.358277391016651e-6,4.192484044865646e-4,0.08393251627990453
NPTX1,fid_23636,0.07716409264721134,9.421958670382664e-9,2.8907314204468965e-8,-0.010974155435707324,0.45494739786323546,0.5488588143043834,0.07716409264721134,0.010974155435707324,9.361947351147088e-6,4.1936601228461393e-4,-0.08813824808291867
CLSTN3,fid_23453,-0.09738998054566772,4.106154663358428e-13,1.690827998483638e-12,-0.1838765854095087,1.4997627248367353e-36,3.2755612880669767e-35,0.09738998054566772,0.1838765854095087,9.362056537668516e-6,4.1936601228461393e-4,-0.086486604863841
SCPEP1,fid_23629,-0.16495364089487335,5.6224400556349e-35,7.409369634255303e-34,-0.07802381449136966,1.0358225364457082e-7,3.545761200718557e-7,0.16495364089487335,0.07802381449136966,9.362929628017653e-6,4.193792755568928e-4,0.08692982640350369
CFD,fid_23646,0.00837664408872458,0.5337555435412464,0.6159883446797126,-0.07974456635965568,5.387258187899611e-8,1.8960034166033616e-7,0.00837664408872458,0.07974456635965568,9.364779793792908e-6,4.194362991312727e-4,-0.08812121044838027
RIDA,fid_23557,0.08618313913218137,1.4157401892825993e-10,4.932384204525222e-10,0.17293209672608714,1.8319889144102504e-32,3.3302537775874724e-31,0.08618313913218137,0.17293209672608714,9.366923426093596e-6,4.195064588521187e-4,0.08674895759390577
FAM20A,fid_23420,0.23421846915727987,1.106112473803637e-69,4.95932906944156e-68,0.14923577344533176,1.648558265470226e-24,1.9595461055962416e-23,0.23421846915727987,0.14923577344533176,9.368370928098957e-6,4.195454349994512e-4,-0.08498269571194811
MCAM,fid_23635,0.24993168480076605,2.1398895658878742e-79,1.2658403785007321e-77,0.1655179717965733,7.626018294550894e-30,1.2165192158213287e-28,0.24993168480076605,0.1655179717965733,9.377832981850949e-6,4.198894043402179e-4,-0.08441371300419276
FSHB,fid_23417,0.08003528929853584,2.599053795611101e-9,8.303434514924121e-9,-0.00807834146186051,0.5823064338918935,0.6676968874958255,0.08003528929853584,0.00807834146186051,9.377285206461485e-6,4.198894043402179e-4,-0.08811363076039636
MSLN,fid_23428,0.0883300708922628,4.8785817656621866e-11,1.7540870256976284e-10,2.7573602722159515e-4,0.9850219123407029,0.9894311456850068,0.0883300708922628,2.7573602722159515e-4,9.377764682306132e-6,4.198894043402179e-4,-0.0880543348650412
CD5,fid_23424,0.18871433311930277,1.9703809932894998e-45,3.9895645533988923e-44,0.10235907397719658,2.799749676265305e-12,1.4374124863668773e-11,0.18871433311930277,0.10235907397719658,9.378362494251205e-6,4.198894043402179e-4,-0.08635525914210619
SERPIND1,fid_23494,0.33287124985650685,5.856962812973594e-143,1.576674866043115e-140,0.252210830521163,3.1781460601021194e-68,2.2128317645464924e-66,0.33287124985650685,0.252210830521163,9.385909626239853e-6,4.2020142159221056e-4,-0.08066041933534385
CD99L2,fid_23550,0.2660100947207001,4.4898003581978385e-90,3.5447817555390974e-88,0.1822262385827521,6.4449355673856e-36,1.3712651747251083e-34,0.2660100947207001,0.1822262385827521,9.387415583043083e-6,4.2024295735641705e-4,-0.08378385613794798
PTPRB,fid_23618,0.08711081192354865,8.962252739638132e-11,3.1640460668282146e-10,0.1738270699982507,8.681840106714688e-33,1.6044318653962736e-31,0.08711081192354865,0.1738270699982507,9.393081323258628e-6,4.204706960193011e-4,0.08671625807470205
FGF23,fid_23612,-0.06865005694212625,3.293911504533879e-7,9.021467302554313e-7,-0.15575538549600101,1.4107397636496267e-26,1.8886544605058328e-25,0.06865005694212625,0.15575538549600101,9.399129843314709e-6,4.207155402849041e-4,-0.08710532855387476
CHCHD10,fid_23502,0.09843164740603694,2.3022410729005785e-13,9.627853426642963e-13,0.010478136751401404,0.47558691982465495,0.5687923013438891,0.09843164740603694,0.010478136751401404,9.40455777373598e-6,4.2092526927355294e-4,-0.08795351065463554
FSHB,fid_23525,0.07446308277893128,3.0368152951996827e-8,8.981694802951294e-8,-0.01367067199067722,0.3519547283209886,0.4451560710064325,0.07446308277893128,0.01367067199067722,9.404973608724036e-6,4.2092526927355294e-4,-0.0881337547696085
PON1,fid_23603,-0.06730728742493752,5.56573856408852e-7,1.4973909262196561e-6,-0.15443451872808628,3.7645299491496406e-26,4.92357271961273e-25,0.06730728742493752,0.15443451872808628,9.408802775589634e-6,4.210707179474533e-4,-0.08712723130314876
SBSN,fid_23615,-0.025160900527294208,0.06156525726928844,0.09417084585077085,0.06302056433468757,1.7469842355486275e-5,4.72446839374484e-5,0.025160900527294208,0.06302056433468757,9.409979368406249e-6,4.2109744577749553e-4,0.08818146486198178
CBS,fid_23595,-0.08752250554895,7.305214547511388e-11,2.593973577268408e-10,-0.17421730775713645,6.261119563282565e-33,1.1644173259557417e-31,0.08752250554895,0.17421730775713645,9.420300221659395e-6,4.215333516227864e-4,-0.08669480220818646
APOD,fid_23541,-0.014848652483559897,0.26997643512295644,0.34890611659679477,0.07328294860286008,5.848560787677008e-7,1.8551607252631875e-6,0.014848652483559897,0.07328294860286008,9.423356315521555e-6,4.216441451715616e-4,0.08813160108641999
LRRN1,fid_23420,0.007644731633142618,0.5700964383170415,0.6494587334422341,0.0956158748057465,6.804091813889472e-11,3.1131103609393917e-10,0.007644731633142618,0.0956158748057465,9.424044318486103e-6,4.2164897236377793e-4,0.08797114317260388
PTPRF,fid_23469,0.005486423063101641,0.6835887888838793,0.7497073061627796,-0.08258468866529121,1.777594948450818e-8,6.553674814614045e-8,0.005486423063101641,0.08258468866529121,9.433483245573427e-6,4.2204530720567406e-4,-0.08807111172839285
DHPS,fid_23620,-0.029689813970179273,0.027381070901968327,0.04482653169675209,-0.11740637443478402,1.0462376718482294e-15,6.96084922208907e-15,0.029689813970179273,0.11740637443478402,9.450834198422015e-6,4.227955481795576e-4,-0.08771656046460474
CNTN4,fid_23515,-0.0999081161699215,1.0033788493074527e-13,4.2943180220990025e-13,-0.011991844025426555,0.41422100514288074,0.5088218279851531,0.0999081161699215,0.011991844025426555,9.454515519617654e-6,4.22934205418465e-4,0.08791627214449495
FGFR2,fid_23575,0.10899067841367854,4.633164535495726e-16,2.2838437521186123e-15,0.02117288120153483,0.1493851135060886,0.21468826532437998,0.10899067841367854,0.02117288120153483,9.456313985118091e-6,4.229886239225409e-4,-0.08781779721214371
ADIPOQ,fid_23412,-0.30058768055494167,1.1535485931860364e-115,1.7121398356830715e-113,-0.21834414408956154,3.571039961175014e-51,1.3668663679081554e-49,0.30058768055494167,0.21834414408956154,9.457338778004587e-6,4.2300843085266783e-4,0.08224353646538013
BAIAP2,fid_23521,0.10877824729334097,5.282102011489488e-16,2.5952434139421597e-15,0.02096110148114828,0.15349832464684712,0.21981424765395455,0.10877824729334097,0.02096110148114828,9.46315130693724e-6,4.232423683202573e-4,-0.08781714581219269
B3GNT7,fid_23617,-0.06363545672718364,2.2225432333912677e-6,5.705472747423512e-6,-0.15080569888879297,5.339838987015283e-25,6.535920835895229e-24,0.06363545672718364,0.15080569888879297,9.46970327325657e-6,4.235093465299253e-4,-0.08717024216160933
THPO,fid_23647,-0.027536604989179758,0.04075746249934425,0.06462156523342574,0.060621935237380076,3.608520391962247e-5,9.408316031359968e-5,0.027536604989179758,0.060621935237380076,9.476955060808684e-6,4.2380758775626884e-4,0.08815854022655983
MATN2,fid_23605,-0.0033118475609341456,0.8056616462074442,0.8513104612944302,-0.09129526086427418,4.700102306370245e-10,1.9996605318731147e-9,0.0033118475609341456,0.09129526086427418,9.480504240557118e-6,4.239141419666792e-4,-0.08798341330334004
LAIR1,fid_23558,-0.2327852397793148,7.849579930150006e-69,3.4363175511719924e-67,-0.14780322525687906,4.5629833080264455e-24,5.277801557561657e-23,0.2327852397793148,0.14780322525687906,9.480274585540184e-6,4.239141419666792e-4,0.08498201452243576
LGALS3,fid_23541,0.09457029307310748,1.907406582512224e-12,7.524313212812642e-12,0.006616051520749139,0.6523820108622818,0.7290918851542657,0.09457029307310748,0.006616051520749139,9.482096698796672e-6,4.2395926585156766e-4,-0.08795424155235834
DEFB4A_DEFB4B,fid_23623,0.1510684709699732,1.5180012016821285e-29,1.5524557920639133e-28,0.2359402531478402,1.0808080258386636e-59,5.621617133450277e-58,0.1510684709699732,0.2359402531478402,9.483474935229223e-6,4.2399480658470763e-4,0.084871782177867
PDCD5,fid_23624,-0.1767980207027217,5.284564881744864e-40,8.63705690801534e-39,-0.09020001997140345,7.566203717332199e-10,3.1607817102957016e-9,0.1767980207027217,0.09020001997140345,9.499749589657589e-6,4.246963029893231e-4,0.08659800073131824
SCARB2,fid_23601,-0.007843100798915531,0.5601314237011652,0.6403496856928926,-0.09577496178888599,6.326213732238034e-11,2.9027418662392615e-10,0.007843100798915531,0.09577496178888599,9.507352937332773e-6,4.2501007705237205e-4,-0.08793186098997045
FAP,fid_23604,-0.11727349824009797,2.289593265230924e-18,1.2925115240507467e-17,-0.02958129475328559,0.04396035127349821,0.07219868823952832,0.11727349824009797,0.02958129475328559,9.508438462336767e-6,4.250324622397721e-4,0.08769220348681238
SERPIND1,fid_23496,0.321975515227913,2.2914623929427984e-133,5.006029162984692e-131,0.2408012499691112,3.559935820541753e-62,2.026846085210859e-60,0.321975515227913,0.2408012499691112,9.50984212883879e-6,4.2506906490043825e-4,-0.08117426525880181
CSF1R,fid_23612,0.025217530212759538,0.060982447865587784,0.09335206435622495,-0.0629176576495672,1.803164592495928e-5,4.868574542351856e-5,0.025217530212759538,0.0629176576495672,9.512684150399203e-6,4.25169950419309e-4,-0.08813518786232673
MXRA8,fid_23498,-0.29845508187784625,5.585093389931752e-114,7.97685009569166e-112,-0.21613707327671922,3.718212297122375e-50,1.3746245992521632e-48,0.29845508187784625,0.21613707327671922,9.515579766570247e-6,4.252732187982549e-4,0.08231800860112704
NCAM1,fid_23448,-0.10024882329403131,8.269545336802663e-14,3.556356115173521e-13,-0.012364093256714137,0.39988011470258666,0.4944561211303619,0.10024882329403131,0.012364093256714137,9.51664262610586e-6,4.2529456939099534e-4,0.08788473003731717
SORBS1,fid_23441,0.08944638038408725,2.775473073113384e-11,1.0139580047569395e-10,0.001466262098442457,0.9204794611136982,0.9426704397935672,0.08944638038408725,0.001466262098442457,9.52141520503437e-6,4.2548169289212027e-4,-0.0879801182856448
PLXNB2,fid_23628,0.1352137974968415,6.05828399628066e-24,4.642923466154227e-23,0.2205767488646139,3.2508726867834308e-52,1.2908235314847597e-50,0.1352137974968415,0.2205767488646139,9.531438651667555e-6,4.259034234987201e-4,0.08536295136777239
DCXR,fid_23464,0.09885010613480698,1.8216432490739215e-13,7.668849026166507e-13,0.1852232732322126,4.517089250061729e-37,1.0080011349702547e-35,0.09885010613480698,0.1852232732322126,9.538306634964521e-6,4.261841119934775e-4,0.08637316709740563
SPINK1,fid_23509,0.05400565997003656,5.9489359541868e-5,1.34856735974124e-4,-0.03413966079410515,0.02006876955008963,0.035334566756120664,0.05400565997003656,0.03413966079410515,9.540530891941872e-6,4.262572909221172e-4,-0.08814532076414172
HAVCR1,fid_23505,0.09811796258541748,2.7421990529997066e-13,1.1414472461333519e-12,0.010223722259332166,0.48636916514863693,0.5790280198423458,0.09811796258541748,0.010223722259332166,9.541883991244343e-6,4.262915411666431e-4,-0.08789424032608531
NTRK2,fid_23599,0.05401826320913615,5.9253145598292256e-5,1.3434304942167157e-4,-0.034125023611634,0.02012215861991455,0.035421788869927834,0.05401826320913615,0.034125023611634,9.545001658237723e-6,0.00042640461587329953,-0.08814328682077015
VAT1,fid_23414,-0.12075893324416895,2.181615513713977e-19,1.3046666766346687e-18,-0.03313204489962743,0.02404569384723517,0.04168930143474559,0.12075893324416895,0.03313204489962743,9.549955944446639e-6,4.2657350227741494e-4,0.08762688834454152
SPESP1,fid_23648,-0.0015603935221537787,0.9077187889922358,0.9315197175077171,0.08643043486600224,3.733038797419661e-9,1.4655491158850854e-8,0.0015603935221537787,0.08643043486600224,9.549794722379474e-6,4.2657350227741494e-4,0.08799082838815603
CD4,fid_23593,-0.12497882029036245,1.1544740645872173e-20,7.407506654760781e-20,-0.037413068829708095,0.01082982571169268,0.020012898059476664,0.12497882029036245,0.037413068829708095,9.553924778611585e-6,4.267245560599175e-4,0.08756575146065435
SERPIND1,fid_23540,0.21186818916860523,4.6020261480671227e-57,1.4004753254169213e-55,0.12624532662496304,6.1406612846674524e-18,4.778611329974442e-17,0.21186818916860523,0.12624532662496304,9.556455155868544e-6,4.2676645168088033e-4,-0.08562286254364218
SEZ6L2,fid_23562,0.16676950268326368,1.0067352880211612e-35,1.3718155532952918e-34,0.07996683883142634,4.946102754245949e-8,1.746679498863723e-7,0.16676950268326368,0.07996683883142634,9.55662426005221e-6,4.2676645168088033e-4,-0.08680266385183734
DCXR,fid_23646,-0.0879790379481047,5.817050243310929e-11,2.080110816935991e-10,-0.17460372618563524,4.5263962781497304e-33,8.466532331164359e-32,0.0879790379481047,0.17460372618563524,9.556137102048484e-6,4.2676645168088033e-4,-0.08662468823753054
APOH,fid_23448,0.05263770417006784,9.116063209693798e-5,2.0306216866786453e-4,-0.03550175533043166,0.015611153596537516,0.028054152688364024,0.05263770417006784,0.03550175533043166,9.558540794541253e-6,4.2682581337084315e-4,-0.0881394595004995
IGFBP7,fid_23407,0.006182955076192858,0.6460078731389906,0.7170554624462177,0.09410361711219761,1.3515867624724484e-10,6.029800872542427e-10,0.006182955076192858,0.09410361711219761,9.565736288171238e-6,4.271208792276563e-4,0.08792066203600475
APOE,fid_23562,0.10560986972700193,3.620637083562723e-15,1.6926464392835864e-14,0.017804112531761396,0.22540510403619182,0.30631970273564957,0.10560986972700193,0.017804112531761396,9.567258672386806e-6,4.2716261368078964e-4,-0.08780575719524053
APOC1,fid_23627,0.017456122311043255,0.19468111457289472,0.2630291196527965,-0.07062299308041453,1.476845803980623e-6,4.490985174854571e-6,0.017456122311043255,0.07062299308041453,9.568388198383068e-6,4.271868036006735e-4,-0.08807911539145778
DEFA1_DEFA1B,fid_23633,0.12521735782000468,9.74794483185e-21,6.281124547941815e-20,0.037662043855654775,0.0103142603621428,0.019131812429568285,0.12521735782000468,0.037662043855654775,9.569484192528768e-6,4.272094935900667e-4,-0.0875553139643499
CLEC4M,fid_23593,-0.020607723935587848,0.125759391501759,0.1789523619318086,-0.10837758618637916,1.3552845742474323e-13,7.705616076604077e-13,0.020607723935587848,0.10837758618637916,9.578120211097172e-6,4.2756876864954974e-4,-0.08776986225079131
TACSTD2,fid_23489,-0.15631700192723408,1.5360520089896212e-31,1.7325960112758548e-30,-0.06930403849064332,2.3100935127244117e-6,6.880693942566876e-6,0.15631700192723408,0.06930403849064332,9.57900488346466e-6,4.275819995365413e-4,0.08701296343659076
TNFRSF11A,fid_23539,0.02071791014427658,0.12374853455775003,0.17640559026803593,-0.0673662132123436,4.394140391814684e-6,1.2696168865473527e-5,0.02071791014427658,0.0673662132123436,9.589285395382927e-6,4.2801460901569443e-4,-0.08808412335662018
AXL,fid_23612,0.05190469737212611,1.1412021728340587e-4,2.5178675787971704e-4,-0.03622145640198412,0.013627720172598024,0.02474715672896838,0.05190469737212611,0.03622145640198412,9.590577567776767e-6,4.2804599841355577e-4,-0.08812615377411023
LTA4H,fid_23458,-0.10141344859826318,4.248867788525559e-14,1.8614993602142393e-13,-0.013575108638407708,0.35533162166574195,0.44870883759387625,0.10141344859826318,0.013575108638407708,9.593608626153371e-6,4.2815498903080445e-4,0.08783833995985547
PDGFC,fid_23645,-0.06234625067962737,3.5521300209210504e-6,8.96840739356068e-6,-0.149484778097301,1.3797623260495153e-24,1.647696554950209e-23,0.06234625067962737,0.149484778097301,9.596197319269335e-6,4.2824422507287103e-4,-0.08713852741767364
DHPS,fid_23522,0.07696565436072145,1.0281896488951975e-8,3.146200330466951e-8,0.1638145496285993,2.932310771375525e-29,4.542594250116467e-28,0.07696565436072145,0.1638145496285993,9.597110289652397e-6,4.2825867319120465e-4,0.08684889526787784
CEACAM16,fid_23426,-0.17617828499442034,9.887933809702065e-40,1.597469785689738e-38,-0.260104464202083,1.3545741749070663e-72,1.0930903765092461e-70,0.17617828499442034,0.260104464202083,9.59958279469413e-6,4.283427074866677e-4,-0.08392617920766265
MSLN,fid_23458,-0.14639468444885842,7.917107851669717e-28,7.419670195648245e-27,-0.059200675121255555,5.479164614243067e-5,1.3988839267596237e-4,0.14639468444885842,0.059200675121255555,9.600663310816563e-6,4.2836462338024026e-4,0.08719400932760286
TNFRSF9,fid_23609,0.09021735659715811,1.8724375551364594e-11,6.920438026998352e-11,0.1767695616847138,7.243672093693351e-34,1.405892128369578e-32,0.09021735659715811,0.1767695616847138,9.603848390134132e-6,4.284804327082181e-4,0.08655220508755569
PLA2G10,fid_23438,-0.1298794286928033,3.34595000494969e-22,2.333378289115355e-21,-0.21537307388288401,8.316528459473492e-50,3.041516904864435e-48,0.1298794286928033,0.21537307388288401,9.60596888188668e-6,4.28548733635562e-4,-0.08549364519008071
BTN3A2,fid_23576,0.05762865103461004,1.8307004339697563e-5,4.346949144803601e-5,-0.03047951309922373,0.037924961727223344,0.0631636015397541,0.05762865103461004,0.03047951309922373,9.60656648733421e-6,4.285490901955203e-4,-0.08810816413383377
RARRES2,fid_23538,0.21905359631000226,5.71599430966064e-61,1.9751649044808179e-59,0.13367631075232791,6.111350437378938e-20,5.445596917640981e-19,0.21905359631000226,0.13367631075232791,9.608664945865671e-6,4.286157899189988e-4,-0.08537728555767435
APOD,fid_23573,0.004997534772488353,0.7104496809832619,0.7727115431261582,0.0929089822436374,2.3069526775376242e-10,1.0085681504988505e-9,0.004997534772488353,0.0929089822436374,9.609693973490107e-6,4.286157899189988e-4,0.08791144747114905
NRCAM,fid_23536,-0.0038295648269386843,0.776037638466424,0.8272478800713212,0.08415100317406922,9.492184356735536e-9,3.5913952068621406e-8,0.0038295648269386843,0.08415100317406922,9.609830775682386e-6,4.286157899189988e-4,0.0879805680010079
CTSD,fid_23507,0.0798538686702347,2.8231787843055157e-9,8.996491932760286e-9,-0.00815267893992963,0.578839705201312,0.6646123482801516,0.0798538686702347,0.00815267893992963,9.616439804021886e-6,4.2888424613100765e-4,-0.08800654761016433
SEZ6L2,fid_23433,0.17214178173619074,5.530500231995525e-38,8.30919448109957e-37,0.08548795892857737,5.506906235994844e-9,2.1283920122167047e-8,0.17214178173619074,0.08548795892857737,9.619188585877755e-6,4.2898051657026104e-4,-0.08665382280761337
CFC1,fid_23602,-0.07064687074883354,1.4828003346931776e-7,4.1691950161522035e-7,-0.15761449608603312,3.492447384594711e-27,4.8401544951708614e-26,0.07064687074883354,0.15761449608603312,9.621802190027947e-6,4.290707471366466e-4,-0.08696762533719958
LGALS4,fid_23546,-0.08633695705403846,1.3128104699717303e-10,4.583403848038383e-10,-0.17296468009304,1.7829796815283953e-32,3.2435423359487537e-31,0.08633695705403846,0.17296468009304,9.63521447843703e-6,4.296424892378445e-4,-0.08662772303900154
LBP,fid_23453,-0.05945861694573042,9.829504778585113e-6,2.390019197969998e-5,0.02862611179526026,0.05124837172705147,0.08293882668892806,0.05945861694573042,0.02862611179526026,9.648565698963547e-6,4.301850481869325e-4,0.08808472874099069
PCDH7,fid_23618,0.007088697376013928,0.5984700766205573,0.6751252966532874,0.09496458312221912,9.156113943661345e-11,4.144680351871081e-10,0.007088697376013928,0.09496458312221912,9.64851086249938e-6,4.301850481869325e-4,0.08787588574620518
WDR46,fid_23433,-0.16333002679000624,2.574099203208957e-34,3.295234158140742e-33,-0.07649613389223645,1.8298107883403296e-7,6.10752856427865e-7,0.16333002679000624,0.07649613389223645,9.65427570369356e-6,4.3041322848502077e-4,0.0868338928977698
PARP1,fid_23551,-0.18408112238963079,2.8167147503361526e-43,5.246599520006089e-42,-0.09773123957018523,2.5588196649005044e-11,1.2135918145900805e-10,0.18408112238963079,0.09773123957018523,9.655890892275141e-6,4.304588342200217e-4,0.08634988281944556
FUOM,fid_23404,0.06950427237877276,2.3473526497261174e-7,6.500206397431674e-7,-0.018539242557542246,0.20682515222799222,0.2845403447167387,0.06950427237877276,0.018539242557542246,9.65952531878245e-6,4.3059444630334055e-4,-0.088043514936315
CR2,fid_23628,-0.0054747292045158715,0.6842267935388608,0.7502575869104637,0.08249446438770695,1.8423751330812973e-8,6.782221413643563e-8,0.0054747292045158715,0.08249446438770695,9.661178237579496e-6,4.306417171346831e-4,0.08796919359222283
F9,fid_23572,0.27777207841752766,2.2707334801265683e-98,2.23394624538965e-96,0.19459610179540288,8.235260091822567e-41,2.1362797843604296e-39,0.27777207841752766,0.19459610179540288,9.662663599512255e-6,4.306815138711652e-4,-0.08317597662212478
PALM2,fid_23401,0.06673103695453449,6.950043023022238e-7,1.8563935411137526e-6,-0.021321518381985274,0.1465488564379609,0.21111930454353675,0.06673103695453449,0.021321518381985274,9.665774247838295e-6,4.30793743091155e-4,-0.08805255533651976
HEPACAM2,fid_23481,-0.09200396135656158,7.426802908730176e-12,2.8216291888804303e-11,-0.00411106058287234,0.7795536796534271,0.8342370308900924,0.09200396135656158,0.00411106058287234,9.668705226505055e-6,4.308979513450178e-4,0.08789290077368925
SERPINA3,fid_23597,0.012978174208062342,0.33497316829579693,0.4191199643411614,0.10078597272092044,6.006902541224789e-12,3.0009162073702855e-11,0.012978174208062342,0.10078597272092044,9.676306179434027e-6,4.312102573086581e-4,0.0878077985128581
ADIPOQ,fid_23575,-0.016828443069846655,0.2112204839415894,0.2823764764074062,0.071198641893104,1.2118832846496945e-6,3.7188601499021437e-6,0.016828443069846655,0.071198641893104,9.678715396201052e-6,4.312383001370813e-4,0.08802708496295066
NFASC,fid_23481,0.1191897879485181,6.3407690491705485e-19,3.692073373157579e-18,0.2049638554582801,3.544935646590478e-45,1.0864265141453042e-43,0.1191897879485181,0.2049638554582801,9.678204372921906e-6,4.312383001370813e-4,0.085774067509762
FSHB,fid_23552,0.06927931602596012,2.567394131954522e-7,7.089199563578967e-7,-0.01875713871474974,0.20153768812154138,0.2783017489436722,0.06927931602596012,0.01875713871474974,9.677670179968355e-6,4.312383001370813e-4,-0.08803645474070985
ANG,fid_23590,-0.021354887505786072,0.11261164180739712,0.16219153197181455,-0.10907132317139437,9.455260637464516e-14,5.444027142904989e-13,0.021354887505786072,0.10907132317139437,9.679890346163092e-6,4.3126421357067953e-4,-0.0877164356656083
ADGRG1,fid_23401,-0.09167467021283784,8.818624055925239e-12,3.333202983505825e-11,-0.1781595411734317,2.2070148218147616e-34,4.3876553335734266e-33,0.09167467021283784,0.1781595411734317,9.680717696265333e-6,4.312746383018222e-4,-0.08648487096059385
