protein,metabolite,r_F,p_F,q_F,r_M,p_M,q_M,abs_r_F,abs_r_M,p_diff,q_diff,r_diff,metabolite_label
NOTCH3,fid_23407,-0.2648253685922235,2.9171883163781575e-89,2.257803110618094e-87,-0.18499229267935344,5.553073133970584e-37,1.2344463234147828e-35,0.2648253685922235,0.18499229267935344,2.4087641751512695e-5,8.84626584906964e-4,0.07983307591287003,Total Triglycerides
C4BPB,fid_23445,0.04600024712446529,6.284892810619696e-4,0.00128409932153694,0.1294456346698813,8.712744385219192e-19,7.18717607818916e-18,0.04600024712446529,0.1294456346698813,2.4089721508102432e-5,8.846582646248786e-4,0.08344538754541597,Omega-6 Fatty Acids
CAMKK1,fid_23629,-0.10994778712313824,2.558656459258466e-16,1.2805721004918509e-15,-0.02624644990443426,0.07389152417988094,0.11521743882365558,0.10994778712313824,0.02624644990443426,2.409872561748801e-5,8.84944214585178e-4,0.08370133721870396,Phospholipids to Total Lipids in Very Large HDL percentage
SBSN,fid_23555,-0.05370788767251237,6.53366394414945e-5,1.4757483042536807e-4,0.03037182081173436,0.03860923285785613,0.06419615754242608,0.05370788767251237,0.03037182081173436,2.4103029735103017e-5,8.850136108238293e-4,0.08407970848424673,Cholesteryl Esters in Very Large HDL
PSPN,fid_23444,-0.02401135545722571,0.07442702612260714,0.11182608749089544,0.06005246169030535,4.270497752292117e-5,1.1043971050895322e-4,0.02401135545722571,0.06005246169030535,2.4103050676508985e-5,8.850136108238293e-4,0.08406381714753107,Omega-3 Fatty Acids
SPINK1,fid_23532,-0.05765181074548086,1.8165515256922493e-5,4.314720223429105e-5,-0.1409124183336799,5.309180054012866e-22,5.4061034573244965e-21,0.05765181074548086,0.1409124183336799,2.410430462595368e-5,8.850149442102718e-4,-0.08326060758819903,Phospholipids in Large LDL
KLK13,fid_23431,0.10161543183060336,3.7825043347572864e-14,1.6620668565790499e-13,0.01782594316102713,0.2248367200241382,0.3056461486199104,0.10161543183060336,0.01782594316102713,2.410974092570037e-5,8.851698291037896e-4,-0.08378948866957624,Average Diameter for VLDL Particles
SEZ6,fid_23561,0.11961963919475778,4.740390548021082e-19,2.7795853386755875e-18,0.03604121508933543,0.01410234688402779,0.02554032718472668,0.11961963919475778,0.03604121508933543,2.4116389203117923e-5,8.853691928927874e-4,-0.08357842410542235,Cholesterol in Large HDL
COL4A1,fid_23543,-0.2090513536692668,1.4305795576470231e-55,4.1422578697480014e-54,-0.1273467785746082,3.1532138548066675e-18,2.5033626932562013e-17,0.2090513536692668,0.1273467785746082,2.412236680672447e-5,8.855439157784915e-4,0.08170457509465859,Triglycerides in Medium LDL
FGFR2,fid_23540,0.14235711327515893,2.1750199752970023e-26,1.895734484135093e-25,0.05912507071246397,5.600840921507529e-5,1.4283034545040728e-4,0.14235711327515893,0.05912507071246397,2.4125956646551513e-5,8.855870689337979e-4,-0.08323204256269495,Cholesterol in Medium LDL
NOTCH3,fid_23633,-0.2632755930485471,3.325515237063576e-88,2.4985399682346046e-86,-0.1833897794362067,2.309005879118878e-36,5.002703824860206e-35,0.2632755930485471,0.1833897794362067,2.4125979150528985e-5,8.855870689337979e-4,0.07988581361234035,Triglycerides to Total Lipids in Very Large HDL percentage
SEZ6L2,fid_23610,0.09853844707337894,2.1688942142605506e-13,9.085886909921558e-13,0.01472247867079098,0.31613739822274,0.4072279521312747,0.09853844707337894,0.01472247867079098,2.413030506037943e-5,8.856460835659505e-4,-0.08381596840258795,Cholesterol to Total Lipids in IDL percentage
CD5,fid_23483,0.21798021320543737,2.236617545588445e-60,7.579592123320482e-59,0.13654050145090318,9.627501259968242e-21,9.040433017175016e-20,0.21798021320543737,0.13654050145090318,2.4129066477633476e-5,8.856460835659505e-4,-0.08143971175453416,Phospholipids in Chylomicrons and Extremely Large VLDL
PON1,fid_23593,0.04794908988874952,3.652109495089828e-4,7.657129330322658e-4,-0.03613390559374292,0.01385647533127678,0.025130227992732,0.04794908988874952,0.03613390559374292,2.413124239189039e-5,8.856460835659505e-4,-0.08408299548249246,Triglycerides to Total Lipids in Large VLDL percentage
FCAMR,fid_23532,-0.00138156527639341,0.9182551667532368,0.93941303056244,-0.08530697900427198,5.9309770999577125e-9,2.2857056593827984e-8,0.00138156527639341,0.08530697900427198,2.4143481270519096e-5,8.860505243793317e-4,-0.08392541372787857,Phospholipids in Large LDL
CTSD,fid_23416,0.10805029040077305,8.261374126388652e-16,4.011961686971958e-15,0.02433706790515871,0.09747445970074586,0.14746431177124378,0.10805029040077305,0.02433706790515871,2.4150895366242493e-5,8.862778668050792e-4,-0.08371322249561432,Cholesteryl Esters in VLDL
ACAN,fid_23495,-0.07672513294475071,1.1426785295175111e-8,3.48568505597743e-8,0.00725453249386841,0.6213571961095983,0.7022290493344664,0.07672513294475071,0.00725453249386841,2.415625708465781e-5,8.864298729287078e-4,0.08397966543861912,Concentration of Large VLDL Particles
SCG2,fid_23421,-0.01769751686545253,0.18858000333466665,0.25582476464918263,-0.10147914608671564,4.2972048281970566e-12,2.1732432141299597e-11,0.01769751686545253,0.10147914608671564,2.4159412042245308e-5,8.865008892405694e-4,-0.08378162922126312,Free Cholesterol in LDL
TMSB10,fid_23556,-0.1893405958039624,9.9739612966749e-46,2.0455950402730078e-44,-0.10711269653530844,2.597611305176681e-13,1.445421810086335e-12,0.1893405958039624,0.10711269653530844,2.4171875869158105e-5,8.86868688029079e-4,0.082227899268654,Free Cholesterol in Very Large HDL
PTPRC,fid_23602,-0.05043560748702819,1.7748718924632422e-4,3.842296720639029e-4,-0.13379936151904198,5.649498131371671e-20,5.046120844892721e-19,0.05043560748702819,0.13379936151904198,2.417150112910551e-5,8.86868688029079e-4,-0.08336375403201379,Free Cholesterol to Total Lipids in Small VLDL percentage
IL18R1,fid_23540,0.11277266043440744,4.303500413341263e-17,2.2545336991972293e-16,0.0291186920682505,0.04737276608255577,0.07725756026671743,0.11277266043440744,0.0291186920682505,2.4174538231574e-5,8.868993698881283e-4,-0.08365396836615695,Cholesterol in Medium LDL
AGR3,fid_23624,-0.18937206296306033,9.637920064686131e-46,1.9778471620463844e-44,-0.10714556092103474,2.554316022690595e-13,1.4221034615765816e-12,0.18937206296306033,0.10714556092103474,2.4175152568098493e-5,8.868993698881283e-4,0.0822265020420256,Phospholipids to Total Lipids in Small LDL percentage
GCG,fid_23592,-0.00718707053865166,0.5934038158931578,0.670509070219215,-0.09106088946591873,5.206644462325616e-10,2.206734231648652e-9,0.00718707053865166,0.09106088946591873,2.417903233598176e-5,8.869969339218674e-4,-0.08387381892726706,Free Cholesterol to Total Lipids in Large VLDL percentage
CFC1,fid_23575,-0.00612644218580569,0.6490251580866366,0.7196724308977196,-0.0900052715597653,8.229836409893422e-10,3.4273781292517762e-9,0.00612644218580569,0.0900052715597653,2.419878485451376e-5,8.876767434435797e-4,-0.08387882937395962,Cholesterol in Small HDL
ADAMTS13,fid_23555,-0.02851839589804817,0.03409335534892585,0.05485735061313588,-0.11217336670545296,1.838331763133652e-14,1.1177391135511628e-13,0.02851839589804817,0.11217336670545296,2.420782113441422e-5,8.879634036309575e-4,-0.08365497080740479,Cholesteryl Esters in Very Large HDL
IFI30,fid_23421,-0.07342048924244318,4.7204591051852634e-8,1.3767353816167462e-7,-0.15637842290475795,8.852830941386404e-27,1.1989922792752994e-25,0.07342048924244318,0.15637842290475795,2.4218544079041004e-5,8.882670743055686e-4,-0.08295793366231477,Free Cholesterol in LDL
FABP1,fid_23403,0.04357133185426389,0.00120242507319029,0.00237973434618824,-0.04049832998523266,0.00580778924211429,0.01123924678004168,0.04357133185426389,0.04049832998523266,2.421795352845668e-5,8.882670743055686e-4,-0.08406966183949656,VLDL Cholesterol
KITLG,fid_23590,-0.00821938220208794,0.5414642035534487,0.6231965259814328,0.07575319745028067,2.403854571406409e-7,7.929905242090917e-7,0.00821938220208794,0.07575319745028067,2.4224742209180706e-5,8.884495713311647e-4,0.08397257965236861,Cholesterol to Total Lipids in Large VLDL percentage
TACSTD2,fid_23495,-0.15375760104272845,1.4722499037495649e-30,1.5835161444776255e-29,-0.07075056729476419,1.413709781249193e-6,4.307535335559911e-6,0.15375760104272845,0.07075056729476419,2.4226782231674564e-5,8.884795578096904e-4,0.08300703374796427,Concentration of Large VLDL Particles
PLIN1,fid_23564,0.00676960815886007,0.615036701281479,0.6898437849690032,0.09063648669934164,6.262784994276927e-10,2.635685083422286e-9,0.00676960815886007,0.09063648669934164,2.423538624625094e-5,8.887502533172965e-4,0.08386687854048157,Triglycerides in Large HDL
CD300E,fid_23554,-0.17466813204125936,4.50745707381657e-39,7.088339281289451e-38,-0.09210099324251653,3.2994902200370556e-10,1.423129102697552e-9,0.17466813204125936,0.09210099324251653,2.4242160192534655e-5,8.889538133747115e-4,0.08256713879874285,Cholesterol in Very Large HDL
LECT2,fid_23418,-0.06914487240730859,2.7082727852017164e-7,7.465692015841758e-7,-0.1521755054488609,1.977215120568671e-25,2.481654394477625e-24,0.06914487240730859,0.1521755054488609,2.4261403745598735e-5,8.896027063418802e-4,-0.08303063304155232,Cholesteryl Esters in HDL
OXT,fid_23593,-0.00262668998203391,0.8452925678815765,0.8831251130611075,0.08130465022763941,2.9434379220392513e-8,1.062724803072714e-7,0.00262668998203391,0.08130465022763941,2.426230368244488e-5,8.896027063418802e-4,0.08393134020967333,Triglycerides to Total Lipids in Large VLDL percentage
COMP,fid_23452,0.01504265975609942,0.2637671891957708,0.3420248621214523,-0.06895694622112107,2.59531218523562e-6,7.68829263393705e-6,0.01504265975609942,0.06895694622112107,2.4266960343466572e-5,8.896943868234909e-4,-0.08399960597722049,Omega-6 Fatty Acids to Total Fatty Acids percentage
PRSS8,fid_23400,-0.05783995412736402,1.7054074257377296e-5,4.061039566017468e-5,-0.1410677923861368,4.781437498600691e-22,4.8835729220879365e-21,0.05783995412736402,0.1410677923861368,2.4267252248150817e-5,8.896943868234909e-4,-0.0832278382587728,Total Cholesterol
ACAN,fid_23641,0.12344238510369893,3.405866276646043e-20,2.128500964489794e-19,0.03994499034019527,0.00651397577122849,0.01250359039280449,0.12344238510369893,0.03994499034019527,2.427464189194905e-5,8.899204196997487e-4,-0.08349739476350365,Cholesteryl Esters to Total Lipids in Medium HDL percentage
MET,fid_23505,0.05753759955896243,1.8873503454385346e-5,4.476198481134482e-5,0.14076719958875616,5.854345559847223e-22,5.944316161112718e-21,0.05753759955896243,0.14076719958875616,2.4285193958731385e-5,8.902623599242797e-4,0.08322960002979374,Cholesterol in Medium VLDL
GCG,fid_23591,-0.26018355373901997,4.0677331757947845e-86,2.891778728380379e-84,-0.3367399787105647,2.402796584209797e-123,8.400322482432856e-121,0.26018355373901997,0.3367399787105647,2.4292064792534785e-5,8.904305760120669e-4,-0.07655642497154475,Cholesteryl Esters to Total Lipids in Large VLDL percentage
CTSD,fid_23584,0.07413807021995157,3.4866828494206444e-8,1.0268143603765143e-7,-0.00983100895461181,0.5032686883055393,0.5950375738615691,0.07413807021995157,0.00983100895461181,2.429223284607189e-5,8.904305760120669e-4,-0.0839690791745634,Phospholipids to Total Lipids in Very Large VLDL percentage
PRCP,fid_23514,0.12585736062090017,6.1814283357681515e-21,4.02538569764696e-20,0.04239882950264884,0.00387697407517737,0.00772221278191342,0.12585736062090017,0.04239882950264884,2.4301226697469895e-5,8.907153253529371e-4,-0.08345853111825133,Free Cholesterol in Small VLDL
BCAN,fid_23629,0.102450078469395,2.3338496139171347e-14,1.0389562437499649e-13,0.01870657839006215,0.2027557159896424,0.2797355050121253,0.102450078469395,0.01870657839006215,2.4311967026393255e-5,8.910640565660045e-4,-0.08374350007933284,Phospholipids to Total Lipids in Very Large HDL percentage
CD27,fid_23420,0.0206716210357964,0.1245902160651375,0.17747141407729822,-0.06334229690692575,1.5818968556485818e-5,4.2992404668328656e-5,0.0206716210357964,0.06334229690692575,2.431331315397383e-5,8.910684607208529e-4,-0.08401391794272214,Free Cholesterol in VLDL
REG4,fid_23625,-0.02870184506365041,0.03295738812660177,0.05317279694528791,-0.11233385436212633,1.6868943922642775e-14,1.0280704824073565e-13,0.02870184506365041,0.11233385436212633,2.432164650308272e-5,8.913289290315191e-4,-0.0836320092984759,Cholesterol to Total Lipids in Small LDL percentage
MPO,fid_23644,-0.04296099250208461,0.00140851502073812,0.00276606850657806,0.04108610899256863,0.00513391264162567,0.01002602735027522,0.04296099250208461,0.04108610899256863,2.4340828623671026e-5,8.919869320042068e-4,0.08404710149465325,Phospholipids to Total Lipids in Small HDL percentage
IGFBP7,fid_23630,0.01127775206421999,0.40213597233968257,0.4885199252417635,-0.07268833565706637,7.214251289968559e-7,2.2666540497026544e-6,0.01127775206421999,0.07268833565706637,2.435010619224196e-5,8.922341990974091e-4,-0.08396608772128636,Cholesterol to Total Lipids in Very Large HDL percentage
CHGA,fid_23486,-0.00999808144177632,0.4576378286144479,0.5435454577700448,-0.09381648811752344,1.5378546915632502e-10,6.825726309859174e-10,0.00999808144177632,0.09381648811752344,2.4351258831138608e-5,8.922341990974091e-4,-0.08381840667574711,Free Cholesterol in Chylomicrons and Extremely Large VLDL
BAIAP2,fid_23469,0.06756596915065728,5.034605313582539e-7,1.3591498930958122e-6,0.15060952507985356,6.151658913370639e-25,7.49889542920603e-24,0.06756596915065728,0.15060952507985356,2.4350163623270856e-5,8.922341990974091e-4,0.08304355592919628,Tyrosine
ACE,fid_23505,-0.01282413031104885,0.34074193898511573,0.4252300591318623,-0.09661563302250505,4.297016460571992e-11,1.9994652892114068e-10,0.01282413031104885,0.09661563302250505,2.4360274581738583e-5,8.925195450408123e-4,-0.08379150271145619,Cholesterol in Medium VLDL
APOL1,fid_23639,0.00516353224473672,0.701286912641277,0.7648851209518738,-0.07876390043616803,7.832441535927772e-8,2.713289539306204e-7,0.00516353224473672,0.07876390043616803,2.4371949975552576e-5,8.929023021664828e-4,-0.08392743268090475,Phospholipids to Total Lipids in Medium HDL percentage
LBR,fid_23625,0.00348292840850221,0.7958391575000046,0.8434537338653919,-0.08043362750682131,4.1306621634619566e-8,1.470148572807953e-7,0.00348292840850221,0.08043362750682131,2.4373368432048584e-5,8.929092616347936e-4,-0.08391655591532353,Cholesterol to Total Lipids in Small LDL percentage
CPA2,fid_23516,0.01883671961480498,0.16168103539294712,0.2235443173353278,-0.06515882794492113,8.953082265692404e-6,2.5015579477634422e-5,0.01883671961480498,0.06515882794492113,2.437595983475424e-5,8.929591886827407e-4,-0.08399554755972612,Concentration of Very Small VLDL Particles
MARCO,fid_23645,-0.06494586403228587,1.367340083594916e-6,3.569581956070529e-6,-0.14802962127684133,3.8874493179704474e-24,4.516494046083405e-23,0.06494586403228587,0.14802962127684133,2.4388582116801954e-5,8.933315289289563e-4,-0.08308375724455545,Cholesterol to Total Lipids in Small HDL percentage
AOC3,fid_23556,0.11723939867118434,2.342063934205733e-18,1.3212392668136347e-17,0.0336803210494129,0.02180435980314834,0.03812036580750885,0.11723939867118434,0.0336803210494129,2.4388247594815636e-5,8.933315289289563e-4,-0.08355907762177144,Free Cholesterol in Very Large HDL
FABP4,fid_23455,0.08041321824972039,2.1863989991730174e-9,7.023524135808023e-9,0.1632014471666878,4.744539142839162e-29,7.2694424927883365e-28,0.08041321824972039,0.1632014471666878,2.4394697773223368e-5,8.935105108450773e-4,0.08278822891696741,Saturated Fatty Acids to Total Fatty Acids percentage
SDC1,fid_23435,0.07132134504233412,1.1268711639513669e-7,3.196933980358614e-7,0.1542862199078584,4.200830540929527e-26,5.4794139994155885e-25,0.07132134504233412,0.1542862199078584,2.4401169214299215e-5,8.936730462762453e-4,0.08296487486552429,Triglycerides to Phosphoglycerides ratio
IL7R,fid_23583,0.04167277465760705,0.00195440842898014,0.00377336432299365,-0.04236321244757248,0.00390700900436916,0.00777830653124936,0.04167277465760705,0.04236321244757248,2.44015944234607e-5,8.936730462762453e-4,-0.08403598710517954,Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage
SORBS1,fid_23492,0.12216662801389384,8.277545477716803e-20,5.0662944574994995e-19,0.03867595199983596,0.00843311648362394,0.01588780206873289,0.12216662801389384,0.03867595199983596,2.4406285367570404e-5,8.937998085351219e-4,-0.08349067601405787,Cholesteryl Esters in Very Large VLDL
AXL,fid_23600,0.05198455572206627,1.113766808052596e-4,2.459688081259366e-4,-0.03204011712533883,0.02910984763039876,0.04963809382196667,0.05198455572206627,0.03204011712533883,2.4417670183789405e-5,8.941716866865093e-4,-0.0840246728474051,Cholesterol to Total Lipids in Small VLDL percentage
CCL22,fid_23561,-0.2501726356580056,1.4994477281820877e-79,8.906873910774068e-78,-0.16985397689718534,2.3171934357824407e-31,3.9929066432508e-30,0.2501726356580056,0.16985397689718534,2.4427895571231894e-5,8.945010713856644e-4,0.08031865876082028,Cholesterol in Large HDL
CEACAM1,fid_23453,-0.13326818130294962,2.667046862608466e-23,1.9734419959447556e-22,-0.21475017937870863,1.5994962462730707e-49,5.790812194535277e-48,0.13326818130294962,0.21475017937870863,2.443019954837119e-5,8.945403711809663e-4,-0.08148199807575901,Polyunsaturated Fatty Acids to Total Fatty Acids percentage
EZR,fid_23513,0.17521478695090173,2.6069605808602773e-39,4.140596490422744e-38,0.09269480660628772,2.5372406638283965e-10,1.1053309252108635e-9,0.17521478695090173,0.09269480660628772,2.443190372025068e-5,8.945577055510314e-4,-0.08251998034461401,Cholesteryl Esters in Small VLDL
TNR,fid_23611,0.064541761517634,1.5898839800210944e-6,4.129184162864873e-6,-0.01944495286269728,0.18549467845963932,0.2591126015745831,0.064541761517634,0.01944495286269728,2.4436908128626458e-5,8.946958680252718e-4,-0.08398671438033128,Cholesteryl Esters to Total Lipids in IDL percentage
PRAP1,fid_23534,0.0020355911980356,0.8798042875596965,0.91008446637762,-0.08185936371015574,2.3677858660897837e-8,8.628456530507806e-8,0.0020355911980356,0.08185936371015574,2.4439453577506935e-5,8.947439925045556e-4,-0.08389495490819135,Cholesteryl Esters in Large LDL
TFRC,fid_23564,-0.09391494593401524,2.708396648790262e-12,1.0582018997739011e-11,-0.01011411646813976,0.491054726952774,0.5834947158018314,0.09391494593401524,0.01011411646813976,2.444204478185435e-5,8.947937871884748e-4,0.08380082946587546,Triglycerides in Large HDL
PSPN,fid_23448,0.06204279264199252,3.961478102254471e-6,9.96313154603049e-6,0.1451675626719008,2.892692582929747e-23,3.186279881707349e-22,0.06204279264199252,0.1451675626719008,2.4443463197840435e-5,8.948006446511992e-4,0.08312477002990828,Saturated Fatty Acids
CTSE,fid_23499,0.0964056078641002,7.054730156300973e-13,2.8626280268389105e-12,0.01262817628182494,0.38988968884874053,0.48432856241233546,0.0964056078641002,0.01262817628182494,2.444728393289597e-5,8.948954385692341e-4,-0.08377743158227527,Cholesteryl Esters in Large VLDL
LAMB1,fid_23636,-0.08065519414198116,1.956479934116922e-9,6.305365951722571e-9,-0.16342697120308392,3.9757209739589165e-29,6.114166246082547e-28,0.08065519414198116,0.16342697120308392,2.445914948327382e-5,8.95194525307286e-4,-0.08277177706110275,Cholesteryl Esters to Total Lipids in Large HDL percentage
GPNMB,fid_23486,0.02315383950625648,0.0853868663341071,0.1265684388538722,0.10682380007614152,3.010550730568715e-13,1.6668786407334257e-12,0.02315383950625648,0.10682380007614152,2.44589471407838e-5,8.95194525307286e-4,0.08366996056988504,Free Cholesterol in Chylomicrons and Extremely Large VLDL
COLEC12,fid_23542,0.01235588279455252,0.35866512255577665,0.4439669023560669,-0.07159604103036613,1.0563202565983264e-6,3.261746961036677e-6,0.01235588279455252,0.07159604103036613,2.445729398835531e-5,8.95194525307286e-4,-0.08395192382491866,Free Cholesterol in Medium LDL
RLN2,fid_23604,0.05572222093662896,3.433405472089325e-5,7.957175576209696e-5,0.1389497899798386,1.972322004778355e-21,1.9365684229045007e-20,0.05572222093662896,0.1389497899798386,2.446128931715152e-5,8.95227763125607e-4,0.08322756904320963,Phospholipids to Total Lipids in Very Small VLDL percentage
LECT2,fid_23417,0.10891048056716024,4.868361309603927e-16,2.3971465185897705e-15,0.02527313518785955,0.0852537626985955,0.13088181174076471,0.10891048056716024,0.02527313518785955,2.4509599747690972e-5,8.969506517402939e-4,-0.0836373453793007,Cholesteryl Esters in LDL
ADAMTS15,fid_23440,-0.13159264334364382,9.392013050226856e-23,6.74992953567029e-22,-0.04825757789016416,0.0010107806779118,0.00219458760647775,0.13159264334364382,0.04825757789016416,2.4512564712125076e-5,8.969825737628149e-4,0.08333506545347966,Apolipoprotein A1
SEZ6L2,fid_23486,-0.10681850522837248,1.7489721472128042e-15,8.328848596452985e-15,-0.02315838676681063,0.114809606780152,0.1704454225445423,0.10681850522837248,0.02315838676681063,2.451294023321899e-5,8.969825737628149e-4,0.08366011846156185,Free Cholesterol in Chylomicrons and Extremely Large VLDL
SLITRK2,fid_23612,0.00812406982557183,0.546163118437751,0.6275731932704061,-0.07579417756622703,2.3681010613809125e-7,7.81646599975727e-7,0.00812406982557183,0.07579417756622703,2.451832320852301e-5,8.971343826003819e-4,-0.08391824739179886,Free Cholesterol to Total Lipids in IDL percentage
SBSN,fid_23560,-0.08874998742127788,3.9491284634982976e-11,1.4285033843216832e-10,-0.00492140029856723,0.7375699143065867,0.80044297546118,0.08874998742127788,0.00492140029856723,2.4525956640794927e-5,8.973685170493642e-4,0.08382858712271064,Phospholipids in Large HDL
NAAA,fid_23479,-0.02443166928800221,0.06949060633077411,0.10509982269009756,0.05955508098779796,4.9414172906137194e-5,1.2685161941264358e-4,0.02443166928800221,0.05955508098779796,2.452866561362838e-5,8.97422458301577e-4,0.08398675027580017,Albumin
AMOT,fid_23546,-0.02010482687571087,0.13526180561423268,0.19093916054994056,0.06386418908472585,1.3452919618229876e-5,3.686222100384395e-5,0.02010482687571087,0.06386418908472585,2.4547283350809403e-5,8.980584137087708e-4,0.08396901596043674,Phospholipids in Small LDL
AGR3,fid_23439,0.14236173262002152,2.1669086083547206e-26,1.8888685216462424e-25,0.05920790574608767,5.46765987062688e-5,1.396093773336099e-4,0.14236173262002152,0.05920790574608767,2.4550894610375885e-5,8.981453231605655e-4,-0.08315382687393386,Apolipoprotein B
PRL,fid_23603,-0.0399776285666884,0.00296841414768636,0.00560314400266201,0.0440300272727776,0.00270674333509121,0.00552382934721774,0.0399776285666884,0.0440300272727776,2.455441417180919e-5,8.982288694403466e-4,0.08400765583946601,Triglycerides to Total Lipids in Small VLDL percentage
HAO1,fid_23449,0.06112004170514896,5.502672791937998e-6,1.367621440088184e-5,-0.02285591123321585,0.11962804249476956,0.17674504165992314,0.06112004170514896,0.02285591123321585,2.456122904820515e-5,8.984329476766984e-4,-0.08397595293836481,Linoleic Acid
EZR,fid_23621,0.15920968153188042,1.1397229227324089e-32,1.3565642375379016e-31,0.07637137097394031,1.915945283174301e-7,6.381810219169972e-7,0.15920968153188042,0.07637137097394031,2.456597264281814e-5,8.985612431157039e-4,-0.08283831055794011,Cholesteryl Esters to Total Lipids in Medium LDL percentage
INHBB,fid_23637,-0.14112486727594734,5.866699372665233e-26,4.999529806230089e-25,-0.05795592787402308,7.840616376772363e-5,1.9647251019616328e-4,0.14112486727594734,0.05795592787402308,2.458335035454097e-5,8.991516264865826e-4,0.08316893940192426,Free Cholesterol to Total Lipids in Large HDL percentage
SMOC2,fid_23614,0.01949760137829335,0.14746375619539917,0.20614470619092143,-0.0644611042340254,1.116059278065486e-5,3.0856967702183275e-5,0.01949760137829335,0.0644611042340254,2.4591473268334735e-5,8.994034673726667e-4,-0.08395870561231875,Phospholipids to Total Lipids in Large LDL percentage
PYY,fid_23416,0.03755473856128567,0.00525781867114033,0.00960761863265873,-0.04644295113547501,0.00155749168832343,0.00329246925417235,0.03755473856128567,0.04644295113547501,2.4601813903488335e-5,8.997363893170139e-4,-0.08399768969676069,Cholesteryl Esters in VLDL
RECK,fid_23495,-0.07822920311416232,5.87410564074813e-9,1.8285972815998544e-8,0.00565675459454729,0.7001333781066069,0.7696463079460732,0.07822920311416232,0.00565675459454729,2.4616084505019247e-5,9.002129970751017e-4,0.08388595770870962,Concentration of Large VLDL Particles
NPTX2,fid_23510,-0.07603399711214275,1.5449374418290643e-8,4.66645788118911e-8,0.00786448458433331,0.5923333091388656,0.6766067235600561,0.07603399711214275,0.00786448458433331,2.461889602296237e-5,9.002705179747315e-4,0.08389848169647605,Total Lipids in Small VLDL
IDO1,fid_23506,0.00841410419355339,0.5319275333384814,0.614327401176694,-0.07548574749400866,2.650326633415391e-7,8.705950536193568e-7,0.00841410419355339,0.07548574749400866,2.462853227589401e-5,9.005775893052432e-4,-0.08389985168756206,Cholesteryl Esters in Medium VLDL
GSR,fid_23440,-0.07347417232525019,4.6151244046540926e-8,1.3470195707897353e-7,0.01043318429179235,0.4774824491083486,0.5706007000262573,0.07347417232525019,0.01043318429179235,2.4647924192785343e-5,9.01241341632275e-4,0.08390735661704254,Apolipoprotein A1
NAGPA,fid_23636,-0.17163918161915614,9.065558120897508e-38,1.3488768807079074e-36,-0.2518571203203598,4.9481341664254414e-68,3.4251974326830193e-66,0.17163918161915614,0.2518571203203598,2.4652147005202303e-5,9.013504029346646e-4,-0.08021793870120364,Cholesteryl Esters to Total Lipids in Large HDL percentage
YAP1,fid_23512,0.11561274732421298,6.849875343134922e-18,3.7617410622051385e-17,0.03208191843500096,0.02890029026370437,0.04931129835358117,0.11561274732421298,0.03208191843500096,2.4654997436335157e-5,9.014092777489396e-4,-0.08353082888921201,Cholesterol in Small VLDL
CES2,fid_23606,-0.18613490306106203,3.172638277610346e-44,6.1286659542704644e-43,-0.10391681113425268,1.2997189932226532e-12,6.848257666611192e-12,0.18613490306106203,0.10391681113425268,2.46662623176713e-5,9.017304147779576e-4,0.08221809192680934,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage
DCN,fid_23622,0.09335267562652604,3.651972653991507e-12,1.4148851223452193e-11,0.00958784540678661,0.513886044979616,0.6049991220152894,0.09335267562652604,0.00958784540678661,2.4665683274778345e-5,9.017304147779576e-4,-0.08376483021973943,Free Cholesterol to Total Lipids in Medium LDL percentage
CSTB,fid_23576,-0.01682016702521421,0.2114451422383928,0.2826352289318083,-0.1005171616874984,6.835934517672748e-12,3.3984508460370317e-11,0.01682016702521421,0.1005171616874984,2.467192508495171e-5,9.018013568730468e-4,-0.0836969946622842,Cholesteryl Esters in Small HDL
SERPINA9,fid_23606,-0.03493307479123695,0.00943567412650556,0.01663349687016815,-0.11842538353086716,5.897267953431037e-16,3.9906127584584615e-15,0.03493307479123695,0.11842538353086716,2.4669680107337632e-5,9.018013568730468e-4,-0.0834923087396302,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage
CDH15,fid_23500,0.03812714102874679,0.00460605995495887,0.00848157393102464,0.12157740236961512,9.702308752813376e-17,6.949366129051301e-16,0.03812714102874679,0.12157740236961512,2.4671118419384143e-5,9.018013568730468e-4,0.08345026134086833,Free Cholesterol in Large VLDL
MME,fid_23591,-0.1479502450388877,2.1536335526578623e-28,2.078788351542983e-27,-0.22894725230060617,3.209287304331661e-56,1.481209995361116e-54,0.1479502450388877,0.22894725230060617,2.4682696172902117e-5,9.021496903372532e-4,-0.08099700726171843,Cholesteryl Esters to Total Lipids in Large VLDL percentage
CPE,fid_23518,-0.01142769045320596,0.3959079625358825,0.4822178210539582,0.0724777726415954,7.767810170528085e-7,2.432533200942313e-6,0.01142769045320596,0.0724777726415954,2.4686948940710014e-5,9.022597569027606e-4,0.08390546309480136,Phospholipids in Very Small VLDL
AOC3,fid_23536,-0.06278644159887418,3.0296654663724123e-6,7.691881042845459e-6,0.02115876649254181,0.14965660899920943,0.21501637261610068,0.06278644159887418,0.02115876649254181,2.4699063898966073e-5,9.02657145653128e-4,0.083945208091416,Triglycerides in Large LDL
