name,type,module
fid_23586,NA,6
fid_23603,NA,6
fid_23600,NA,6
fid_23601,NA,1
fid_23446,NA,1
fid_23607,NA,6
fid_23445,NA,1
fid_23465,NA,6
fid_23599,NA,6
fid_23464,NA,6
fid_23610,NA,6
fid_23615,NA,6
fid_23572,NA,1
fid_23588,NA,6
fid_23629,NA,3
fid_23467,NA,6
fid_23591,NA,6
fid_23587,NA,6
fid_23575,NA,1
fid_23564,NA,4
fid_23625,NA,1
fid_23466,NA,6
fid_23620,NA,1
fid_23604,NA,3
fid_23443,NA,6
fid_23455,NA,2
fid_23611,NA,1
fid_23619,NA,1
fid_23576,NA,1
fid_23644,NA,1
fid_23474,NA,8
fid_23584,NA,1
fid_23472,NA,5
fid_23462,NA,3
fid_23631,NA,6
fid_23593,NA,1
fid_23637,NA,3
fid_23476,NA,8
fid_23457,NA,1
fid_23590,NA,1
fid_23647,NA,1
fid_23469,NA,6
