protein_metabolite_from,protein_metabolite_to,r,q,abs_r,sign
VPS37A,fid_23454,0.2540110596799579,1.1718342054998547e-149,0.2540110596799579,+
CTSO,fid_23480,0.2525425276768847,1.2233185820782795e-149,0.2525425276768847,+
FUOM,fid_23550,0.26185755980930864,1.3416283140005086e-149,0.26185755980930864,+
F10,fid_23508,0.2589150143881825,1.39646882525201e-149,0.2589150143881825,+
NOTCH3,fid_23435,-0.25260088590474467,1.4418020298576999e-149,0.25260088590474467,-
CD99L2,fid_23437,0.2535536214030014,1.4517454030172034e-149,0.2535536214030014,+
HEG1,fid_23484,0.26182222115615106,1.4754136955662869e-149,0.26182222115615106,+
VPS37A,fid_23483,0.25381978149222,1.4802914116910895e-149,0.25381978149222,+
ADM,fid_23617,-0.2523811728773618,1.5776007667196727e-149,0.2523811728773618,-
PDIA4,fid_23471,0.2590291229526752,1.6570862379695136e-149,0.2590291229526752,+
VPS37A,fid_23497,0.25377842280611657,1.6605632611995675e-149,0.25377842280611657,+
CES1,fid_23557,0.2532199766963706,1.6658988063679626e-149,0.2532199766963706,+
DECR1,fid_23471,0.254318144369294,1.8214582958600082e-149,0.254318144369294,+
HHEX,fid_23504,0.2588132870855312,1.9082277208128262e-149,0.2588132870855312,+
FGFBP3,fid_23544,0.2588124598021164,1.9123863227271142e-149,0.2588124598021164,+
F7,fid_23576,0.25371018320932415,2.008837246429994e-149,0.25371018320932415,+
CANT1,fid_23409,0.25411910807131527,2.0559294160244407e-149,0.25411910807131527,+
SORD,fid_23489,0.25271932228215244,2.276239338168024e-149,0.25271932228215244,+
PLIN1,fid_23458,-0.25599731561303984,2.318683526977104e-149,0.25599731561303984,-
GPR37,fid_23623,0.255727914324635,2.3244551664482936e-149,0.255727914324635,+
VPS37A,fid_23508,0.2536526197453033,2.3570475343369475e-149,0.2536526197453033,+
KLKB1,fid_23510,0.2614842199981117,2.410081510113135e-149,0.2614842199981117,+
HEG1,fid_23483,0.26162276581124794,2.5291965087615414e-149,0.26162276581124794,+
EZR,fid_23454,0.2524062627322416,2.5657204274393158e-149,0.2524062627322416,+
CHMP6,fid_23624,-0.25848913423462205,2.665731995744385e-149,0.25848913423462205,-
LEP,fid_23629,-0.25403767974974695,2.8459454613906663e-149,0.25403767974974695,-
CFP,fid_23514,0.25856151821340445,2.8800875977672026e-149,0.25856151821340445,+
AHNAK,fid_23454,0.26181630175298176,2.9318188717868707e-149,0.26181630175298176,+
PRKRA,fid_23480,0.25589073580275795,3.0066096867090917e-149,0.25589073580275795,+
EPHA1,fid_23457,-0.2535032917056704,3.233715194085842e-149,0.2535032917056704,-
SORD,fid_23550,0.2525831742687586,3.3267777942436404e-149,0.2525831742687586,+
PTS,fid_23482,0.25631454636735745,3.3724071991817032e-149,0.25631454636735745,+
ITGA11,fid_23606,0.25374445826215025,3.5395644316523237e-149,0.25374445826215025,+
ERBB3,fid_23430,0.2539611820442691,3.6396267795078557e-149,0.2539611820442691,+
SEMA3F,fid_23457,-0.254004908741697,3.805647153089474e-149,0.254004908741697,-
NAGPA,fid_23486,0.26147136765810314,3.808834091134847e-149,0.26147136765810314,+
MAMDC4,fid_23645,-0.25888342350889637,3.8635523540978884e-149,0.25888342350889637,-
ATRN,fid_23491,0.2584517601092182,3.8878718197584258e-149,0.2584517601092182,+
SNCA,fid_23495,0.2614621352725422,3.9041224637103104e-149,0.2614621352725422,+
GPR37,fid_23610,-0.2555303312178141,4.008474433984573e-149,0.2555303312178141,-
CHMP6,fid_23424,0.2583313250860237,4.101684316051058e-149,0.2583313250860237,+
CCN1,fid_23544,0.25365920410880993,4.196213577712645e-149,0.25365920410880993,+
APOC1,fid_23514,0.25865118031903983,4.337391277357437e-149,0.25865118031903983,+
KLKB1,fid_23500,0.26126402237973706,4.368569094667467e-149,0.26126402237973706,+
HNMT,fid_23458,-0.2548045751994513,4.560372543602787e-149,0.2548045751994513,-
SERPINF1,fid_23591,-0.2607142150604849,4.584423367249901e-149,0.2607142150604849,-
LSP1,fid_23435,0.2537345363959291,4.898867457993175e-149,0.2537345363959291,+
NPL,fid_23484,0.25825155628971685,5.100143818409915e-149,0.25825155628971685,+
LSP1,fid_23643,0.25359892622390806,5.300937328237997e-149,0.25359892622390806,+
EGLN1,fid_23622,-0.253597110069264,5.32686807505459e-149,0.253597110069264,-
FSTL3,fid_23457,-0.2539191846246885,5.693957662105476e-149,0.2539191846246885,-
LILRB4,fid_23639,0.2551293168752695,5.9929584715415734e-149,0.2551293168752695,+
INPP5D,fid_23454,0.26154412419471323,6.11034067657464e-149,0.26154412419471323,+
EIF4G1,fid_23480,0.2519620910894039,6.190921073786435e-149,0.2519620910894039,+
HGF,fid_23472,0.2524126070223418,6.304864992627958e-149,0.2524126070223418,+
NPL,fid_23485,0.2581718902158458,6.33815166221525e-149,0.2581718902158458,+
ERP44,fid_23497,0.2535030358806595,6.473435548101683e-149,0.2535030358806595,+
IGF2R,fid_23578,0.2529063043470284,6.756130084355677e-149,0.2529063043470284,+
PLA2G10,fid_23505,-0.25390892141692883,6.912504766076162e-149,0.25390892141692883,-
PTS,fid_23454,0.25612322530098725,6.986257989989937e-149,0.25612322530098725,+
APOA2,fid_23418,0.2583150131834849,7.17655242111513e-149,0.2583150131834849,+
PGF,fid_23638,0.25188975298897426,7.5736005402283945e-149,0.25188975298897426,+
HJV,fid_23454,0.2583546230798684,7.649629192615022e-149,0.2583546230798684,+
BPIFB2,fid_23555,-0.25858096087947596,7.667581144270596e-149,0.25858096087947596,-
LEPR,fid_23555,0.25363593102239906,7.850530829748734e-149,0.25363593102239906,+
ADGRG1,fid_23606,-0.25321814240259005,7.877455139852188e-149,0.25321814240259005,-
CHMP6,fid_23471,0.2584735306932193,8.071998612077889e-149,0.2584735306932193,+
IGFBP1,fid_23594,0.25210741568229644,8.458335894161387e-149,0.25210741568229644,+
NOTCH3,fid_23559,0.25186005913758397,8.496271221919137e-149,0.25186005913758397,+
CRYBB1,fid_23471,0.2584249095210206,9.215905754914182e-149,0.2584249095210206,+
TTR,fid_23437,0.25951722450902076,9.548486239480086e-149,0.25951722450902076,+
PLA2G10,fid_23549,-0.2537841353516067,9.764419111575891e-149,0.2537841353516067,-
NUCB2,fid_23454,0.2519931238660222,9.8812618621851125e-149,0.2519931238660222,+
SERPINF2,fid_23492,0.26052792953959775,1.003073398298242e-148,0.26052792953959775,+
CA6,fid_23558,0.2529988018576143,1.008032997682826e-148,0.2529988018576143,+
BPIFB1,fid_23648,-0.2533197649596922,1.0406340964256104e-148,0.2533197649596922,-
BPIFB1,fid_23435,-0.25340182942508216,1.079332974524994e-148,0.25340182942508216,-
SMOC1,fid_23504,0.25168463054242707,1.1035282370776559e-148,0.25168463054242707,+
RBP7,fid_23472,0.2588261651994285,1.1058857986971855e-148,0.2588261651994285,+
CCL23,fid_23403,0.2527035688074773,1.1107210496236782e-148,0.2527035688074773,+
TMPRSS15,fid_23597,-0.2530919362392993,1.1177944995620642e-148,0.2530919362392993,-
PCYT2,fid_23471,0.25870740127360214,1.2848120563277798e-148,0.25870740127360214,+
KDR,fid_23448,0.25241830219435324,1.3161982320162095e-148,0.25241830219435324,+
KLKB1,fid_23548,0.26084977421838135,1.334880314178355e-148,0.26084977421838135,+
TNFRSF11A,fid_23605,-0.25167064925823535,1.3940656328178635e-148,0.25167064925823535,-
CCL23,fid_23557,0.2525904549034647,1.5206578307856861e-148,0.2525904549034647,+
EFCAB14,fid_23643,0.2582212163485398,1.718493443976171e-148,0.2582212163485398,+
SERPINA4,fid_23447,0.25974022639488126,1.7588391654418293e-148,0.25974022639488126,+
VPS37A,fid_23481,0.2529241050634966,1.7810630666600258e-148,0.2529241050634966,+
VPS37A,fid_23490,0.2529049241808969,1.878655748245782e-148,0.2529049241808969,+
VSIG4,fid_23454,0.2526295490338346,1.8945546420337272e-148,0.2526295490338346,+
CXCL13,fid_23643,0.251545272526585,2.1111134495665703e-148,0.251545272526585,+
PCSK9,fid_23447,0.2516356924077013,2.1287711617465844e-148,0.2516356924077013,+
LILRB4,fid_23453,-0.2547630628994898,2.146986281205655e-148,0.2547630628994898,-
AGRN,fid_23488,0.25246349488817676,2.1639013390377227e-148,0.25246349488817676,+
SHISA5,fid_23454,0.2578079234951009,2.170494729682293e-148,0.2578079234951009,+
ATRN,fid_23488,0.25781528205748294,2.2012712364816387e-148,0.25781528205748294,+
NUMB,fid_23447,0.2615434709808397,2.417206453412016e-148,0.2615434709808397,+
TNFRSF12A,fid_23522,0.25206924228113636,2.5883901321060317e-148,0.25206924228113636,+
HEG1,fid_23485,0.26075333218762026,2.6370358168483813e-148,0.26075333218762026,+
CCN1,fid_23402,0.2529876019195709,2.6993221893312328e-148,0.2529876019195709,+
TNFRSF1A,fid_23406,-0.2523937234558847,2.803717737909954e-148,0.2523937234558847,-
CLEC4D,fid_23443,-0.2530884082965908,2.933186558794038e-148,0.2530884082965908,-
PTS,fid_23487,0.2554927626286394,3.221886081226989e-148,0.2554927626286394,+
SORT1,fid_23407,0.25348195796239276,3.2403418009696195e-148,0.25348195796239276,+
SULT2A1,fid_23453,-0.2530439901971512,3.317245718023992e-148,0.2530439901971512,-
F10,fid_23543,0.2577265867485239,3.5607651749897135e-148,0.2577265867485239,+
TPD52L2,fid_23471,0.26100563506657526,3.570258644485662e-148,0.26100563506657526,+
SNCA,fid_23407,0.26063778668572135,3.598893494162152e-148,0.26063778668572135,+
LZTFL1,fid_23471,0.26099808167885524,3.643267603460034e-148,0.26099808167885524,+
LAMP2,fid_23575,0.25457633877686914,3.7098136027767766e-148,0.25457633877686914,+
VPS37A,fid_23442,0.25274863833081074,3.8919478481646214e-148,0.25274863833081074,+
PARP1,fid_23640,-0.252878390930124,3.9005071505934454e-148,0.252878390930124,-
TCTN3,fid_23543,0.25749842969919506,3.966828422486219e-148,0.25749842969919506,+
ADAMTSL2,fid_23610,-0.2574569749384738,4.1479646702793615e-148,0.2574569749384738,-
PTS,fid_23490,0.25538716366194875,4.302047715407466e-148,0.25538716366194875,+
ELN,fid_23458,-0.25756869528984205,4.456502761013864e-148,0.25756869528984205,-
PAMR1,fid_23403,0.25222540560462303,4.4723703386069245e-148,0.25222540560462303,+
INPP5D,fid_23453,-0.26078155781267165,4.755776096027381e-148,0.26078155781267165,-
PARP1,fid_23648,0.2528043430477907,4.7878341705729626e-148,0.2528043430477907,+
RNASE4,fid_23435,0.26193069193232527,4.827480307970773e-148,0.26193069193232527,+
TNFSF10,fid_23506,0.2512069470270119,5.073300693912313e-148,0.2512069470270119,+
FUOM,fid_23536,0.2605087530846926,5.092509750304394e-148,0.2605087530846926,+
EPHA1,fid_23587,-0.2534611583976574,5.0989153707997546e-148,0.2534611583976574,-
SELPLG,fid_23458,-0.2528616558711469,5.4908740626558125e-148,0.2528616558711469,-
PRKRA,fid_23578,0.25482327426198037,5.6592345596785996e-148,0.25482327426198037,+
RNASE4,fid_23447,0.2618666919581912,5.7264831268712024e-148,0.2618666919581912,+
SERPINA4,fid_23624,-0.259187745955976,5.727596204505682e-148,0.259187745955976,-
CA14,fid_23454,-0.251182558157495,5.7887918685776256e-148,0.251182558157495,-
ADGRG2,fid_23642,0.25290702932916104,5.8969624169771616e-148,0.25290702932916104,+
CD72,fid_23570,-0.26041161196579404,6.610170080897644e-148,0.26041161196579404,-
CES1,fid_23577,0.25189004122790537,6.718609237647231e-148,0.25189004122790537,+
NAGPA,fid_23495,0.26035048510402464,7.793179724755346e-148,0.26035048510402464,+
EFCAB14,fid_23648,0.2576507387052315,8.093934328069178e-148,0.2576507387052315,+
NID1,fid_23471,0.25300571300212366,8.12198978031631e-148,0.25300571300212366,+
TTR,fid_23436,0.25872153258254615,8.229820761855304e-148,0.25872153258254615,+
SERPINF2,fid_23540,0.2597472195080454,8.237612954726679e-148,0.2597472195080454,+
CCL27,fid_23564,0.2527661015526609,8.707904761254213e-148,0.2527661015526609,+
SORT1,fid_23458,-0.2532241269897605,8.879016438367533e-148,0.2532241269897605,-
KLKB1,fid_23540,0.2601354055027565,9.141339278685059e-148,0.2601354055027565,+
TNFSF10,fid_23512,0.25097720165582516,9.610423305266083e-148,0.25097720165582516,+
SERPINF2,fid_23499,0.2596869937317152,9.690030033953967e-148,0.2596869937317152,+
FUOM,fid_23522,0.26025296130601444,1.0129219697276813e-147,0.26025296130601444,+
FUOM,fid_23458,-0.2603632204524311,1.0311121292425626e-147,0.2603632204524311,-
ADM,fid_23447,0.2509669157807111,1.0546752870048903e-147,0.2509669157807111,+
NAGPA,fid_23481,0.2602225367232743,1.098944164346644e-147,0.2602225367232743,+
EFCAB14,fid_23453,-0.25762089583602765,1.1534383589889319e-147,0.25762089583602765,-
KLKB1,fid_23412,0.2600376129538286,1.1889942968905742e-147,0.2600376129538286,+
CSF1,fid_23479,-0.251854370482051,1.2498772396905055e-147,0.251854370482051,-
ATRN,fid_23498,0.2571738302314202,1.2588575255016438e-147,0.2571738302314202,+
CD38,fid_23488,0.25218296729865375,1.3856595625590795e-147,0.25218296729865375,+
TNFRSF1A,fid_23606,-0.25178970864907757,1.4948805971526963e-147,0.25178970864907757,-
F7,fid_23416,0.2521441669221414,1.5424191166451257e-147,0.2521441669221414,+
SNCA,fid_23412,0.2600866174610015,1.5832568396037832e-147,0.2600866174610015,+
DUT,fid_23480,0.2573875309817072,1.6526772522907594e-147,0.2573875309817072,+
GDF15,fid_23604,0.2507899517347786,1.6697961158525458e-147,0.2507899517347786,+
DCXR,fid_23488,0.25138719774907775,1.717448842272928e-147,0.25138719774907775,+
CRHBP,fid_23578,0.2519563319352439,1.7521794591669395e-147,0.2519563319352439,+
SLC39A5,fid_23587,-0.25338627845208317,1.8033151345401679e-147,0.25338627845208317,-
ERBB3,fid_23504,0.2525423270216173,1.8419771583759054e-147,0.2525423270216173,+
DCXR,fid_23635,-0.2513403313696036,1.955898953555533e-147,0.2513403313696036,-
CD38,fid_23418,-0.25203915227538237,2.0628007099397436e-147,0.25203915227538237,-
SORT1,fid_23485,0.2528104711956333,2.065529250918868e-147,0.2528104711956333,+
CD72,fid_23648,0.2599710418570715,2.1600319030643905e-147,0.2599710418570715,+
FGFBP3,fid_23514,0.25705617688436466,2.2747258433745174e-147,0.25705617688436466,+
PDCD5,fid_23471,0.25103937432746537,2.278721457076978e-147,0.25103937432746537,+
PALM2,fid_23635,-0.25705211134749434,2.299666759017385e-147,0.25705211134749434,-
CDH2,fid_23622,-0.252406508295353,2.3492910068580567e-147,0.252406508295353,-
TNFSF10,fid_23416,0.2506364946727667,2.4756512426798753e-147,0.2506364946727667,+
PTS,fid_23407,0.25474726738486253,2.4793919804002366e-147,0.25474726738486253,+
DOK2,fid_23480,0.2523524780740238,2.726997547248493e-147,0.2523524780740238,+
OCLN,fid_23453,-0.25703308238777506,2.7741838785445637e-147,0.25703308238777506,-
CHCHD10,fid_23458,-0.2570954506154144,2.776881879650084e-147,0.2570954506154144,-
HEG1,fid_23486,0.25984875054496215,2.998091854980492e-147,0.25984875054496215,+
NOS3,fid_23604,0.254140557487504,3.0123689406277046e-147,0.254140557487504,+
LDLR,fid_23532,0.2516350969769262,3.2799921808720987e-147,0.2516350969769262,+
SELPLG,fid_23453,-0.2521697684956956,3.7104881753778385e-147,0.2521697684956956,-
F10,fid_23624,-0.25685677111117833,3.7764448451565515e-147,0.25685677111117833,-
PRSS8,fid_23637,-0.252967323341816,3.842556034967038e-147,0.252967323341816,-
SERPINE1,fid_23458,-0.25058653881918164,3.9282872950561916e-147,0.25058653881918164,-
SMNDC1,fid_23640,-0.2570677431178986,3.9316248652845926e-147,0.2570677431178986,-
F7,fid_23539,0.2517849110760348,4.161934252096297e-147,0.2517849110760348,+
FUOM,fid_23488,0.25971061851990745,4.344327820179376e-147,0.25971061851990745,+
PGF,fid_23635,-0.25042651479471756,4.435063922592969e-147,0.25042651479471756,-
HARS1,fid_23471,0.25169701144095696,4.811317895418685e-147,0.25169701144095696,+
COL18A1,fid_23643,0.251344061513509,4.9653002178744763e-147,0.251344061513509,+
APOC1,fid_23504,0.25690215204753336,5.020765656016233e-147,0.25690215204753336,+
SNCA,fid_23492,0.2596360335825582,5.306491825436024e-147,0.2596360335825582,+
ADGRG2,fid_23554,0.2520668698225789,5.996802543514161e-147,0.2520668698225789,+
KLKB1,fid_23420,0.259420250465916,6.242265464033641e-147,0.259420250465916,+
TNFRSF12A,fid_23622,-0.2508899817195807,6.808823466397101e-147,0.2508899817195807,-
COL18A1,fid_23608,0.2512199993854952,6.998483284356019e-147,0.2512199993854952,+
SSC5D,fid_23518,0.25125132736450256,7.549062999874386e-147,0.25125132736450256,+
CA6,fid_23561,0.25143191838415146,7.711365406259105e-147,0.25143191838415146,+
PSRC1,fid_23452,-0.25394773749296345,8.135877140530487e-147,0.25394773749296345,-
CD99L2,fid_23455,0.2512643546366758,8.293565531331458e-147,0.2512643546366758,+
MFGE8,fid_23590,-0.2511759158281743,8.435887614468218e-147,0.2511759158281743,-
NRP1,fid_23574,-0.25120734448843307,8.525129095868511e-147,0.25120734448843307,-
ITGA5,fid_23648,0.25115494739958955,8.653114759568949e-147,0.25115494739958955,+
CTSO,fid_23640,-0.25017711253139696,8.860109462388289e-147,0.25017711253139696,-
CD63,fid_23480,0.2523606618988099,9.264375550774714e-147,0.2523606618988099,+
SORD,fid_23409,0.2505362819480355,9.801475633767718e-147,0.2505362819480355,+
PARK7,fid_23471,0.25142577342304534,1.0172045746037054e-146,0.25142577342304534,+
TCTN3,fid_23536,0.2562944235213474,1.0427441132967904e-146,0.2562944235213474,+
FGFBP3,fid_23505,0.2564850575423575,1.0697201861856446e-146,0.2564850575423575,+
NPL,fid_23483,0.2562531156651786,1.166272171338924e-146,0.2562531156651786,+
SYAP1,fid_23543,0.2593386078022255,1.1779313417209554e-146,0.2593386078022255,+
ADAMTSL2,fid_23640,-0.25618519577413085,1.3100210146450466e-146,0.25618519577413085,-
SERPINA4,fid_23508,0.2580267986589971,1.310982872585701e-146,0.2580267986589971,+
ERBB3,fid_23403,0.25182422573881436,1.3327076627381271e-146,0.25182422573881436,+
CD38,fid_23490,0.2513611400851241,1.3398347888465099e-146,0.2513611400851241,+
FGFBP3,fid_23441,0.25639276458548715,1.3724572328138449e-146,0.25639276458548715,+
CA5A,fid_23635,-0.2533780448708125,1.477809503946028e-146,0.2533780448708125,-
SNCA,fid_23498,0.25925127636030953,1.4874527737929317e-146,0.25925127636030953,+
PAXX,fid_23454,0.2593634653424674,1.5048007504743405e-146,0.2593634653424674,+
CFP,fid_23538,0.25625636983546285,1.5141815183847364e-146,0.25625636983546285,+
SELE,fid_23635,-0.2499837550791008,1.5623315721199654e-146,0.2499837550791008,-
TXNDC5,fid_23471,0.2503386366713889,1.5865135266713605e-146,0.2503386366713889,+
CRIP2,fid_23604,0.2519332202020213,1.6103698394115264e-146,0.2519332202020213,+
LATS1,fid_23550,0.25984433361414977,1.6695231142622e-146,0.25984433361414977,+
STC1,fid_23640,-0.2499702669408391,1.6742933447550244e-146,0.2499702669408391,-
MFGE8,fid_23594,-0.2509134829828338,1.6834756775890914e-146,0.2509134829828338,-
LILRB4,fid_23643,0.25307573610690054,1.6892017374869354e-146,0.25307573610690054,+
FGFBP3,fid_23402,0.25629210870261526,1.8013738820702985e-146,0.25629210870261526,+
IGSF3,fid_23613,0.25123646071612327,1.8883330288526136e-146,0.25123646071612327,+
DCXR,fid_23494,0.25050478257831954,1.9728575184814532e-146,0.25050478257831954,+
PSRC1,fid_23515,0.2535159858973081,2.0287170983930123e-146,0.2535159858973081,+
ATRN,fid_23448,0.25625780815917076,2.043804530836347e-146,0.25625780815917076,+
TNFSF10,fid_23439,0.24987279374086052,2.0556112597381655e-146,0.24987279374086052,+
IGSF9,fid_23462,-0.25615088620204424,2.0822118529428257e-146,0.25615088620204424,-
NRP1,fid_23624,0.2508727719740826,2.1432397218430463e-146,0.2508727719740826,+
MVK,fid_23623,0.25298294192130205,2.1769549928256843e-146,0.25298294192130205,+
CYB5R2,fid_23471,0.25800023746468975,2.2737186638634775e-146,0.25800023746468975,+
SERPINF2,fid_23548,0.25850674747327396,2.308924788205162e-146,0.25850674747327396,+
PROS1,fid_23504,0.25609337416476585,2.3516768246024106e-146,0.25609337416476585,+
IL32,fid_23568,0.25138339498347745,2.4115856462905125e-146,0.25138339498347745,+
VPS4B,fid_23471,0.256884640988594,2.4278499543502795e-146,0.256884640988594,+
PROC,fid_23517,0.25121513864398004,2.431146104821924e-146,0.25121513864398004,+
FGFBP3,fid_23403,0.2561454240426556,2.676639263710145e-146,0.2561454240426556,+
SYAP1,fid_23409,0.259017412531254,2.7785346192828606e-146,0.259017412531254,+
PCBP2,fid_23471,0.2564452518098012,2.869830320322522e-146,0.2564452518098012,+
LATS1,fid_23407,0.2596347200536244,2.9190262563972373e-146,0.2596347200536244,+
NOTCH3,fid_23458,0.24985298657170593,2.9923198863671862e-146,0.24985298657170593,+
IFI30,fid_23458,-0.25912854268993957,3.3507502895934126e-146,0.25912854268993957,-
IGSF3,fid_23578,0.2509626692856688,4.010591781147126e-146,0.2509626692856688,+
SORT1,fid_23578,0.2517210287956937,4.126560020914437e-146,0.2517210287956937,+
HDGFL2,fid_23480,0.2559783239059061,4.204078030727757e-146,0.2559783239059061,+
PROC,fid_23546,0.25100014504064355,4.392530778734724e-146,0.25100014504064355,+
FGFBP3,fid_23516,0.2559452377736441,4.5967573779801805e-146,0.2559452377736441,+
FGFBP3,fid_23523,0.2559337764826853,4.7403049931043385e-146,0.2559337764826853,+
IGSF9,fid_23457,-0.25582000030086527,5.089495730899915e-146,0.25582000030086527,-
NPY,fid_23548,0.24946652977350503,5.214369520403775e-146,0.24946652977350503,+
TTR,fid_23538,0.25706604746521006,5.241116935995736e-146,0.25706604746521006,+
HSPA1A,fid_23471,0.25103737479607374,5.661020523771914e-146,0.25103737479607374,+
ATRN,fid_23496,0.2557618851229768,5.756250597435851e-146,0.2557618851229768,+
ATRN,fid_23492,0.25575699503531574,5.832112527215326e-146,0.25575699503531574,+
GH1,fid_23431,-0.2515944609152953,5.833631880130759e-146,0.2515944609152953,-
PSRC1,fid_23487,0.2531247211661817,5.892585142780006e-146,0.2531247211661817,+
ATRN,fid_23510,0.25574536145561366,6.016490027445707e-146,0.25574536145561366,+
JPT2,fid_23471,0.25639352321082864,6.713301050662669e-146,0.25639352321082864,+
CRELD1,fid_23640,-0.2586755983579098,6.922321023581561e-146,0.2586755983579098,-
NPY,fid_23587,-0.2503927030045073,7.294304151620128e-146,0.2503927030045073,-
EGLN1,fid_23643,0.2509789982925553,7.3232032998055705e-146,0.2509789982925553,+
GCG,fid_23594,-0.25303900455544825,7.443621031838756e-146,0.25303900455544825,-
SERPINA5,fid_23403,0.256956455351259,7.788631773425781e-146,0.256956455351259,+
CPM,fid_23597,-0.25008597518192094,8.089962684413053e-146,0.25008597518192094,-
FUOM,fid_23641,-0.258615313583588,8.128920528013688e-146,0.258615313583588,-
HEG1,fid_23481,0.25861223479020645,8.195634723856602e-146,0.25861223479020645,+
NAA80,fid_23480,0.2588753208295284,8.381845114292883e-146,0.2588753208295284,+
HEG1,fid_23454,0.2587194304434533,8.39446331302242e-146,0.2587194304434533,+
IGSF3,fid_23622,-0.25067212802253536,8.900984114823371e-146,0.25067212802253536,-
CRELD1,fid_23543,0.25858004728045,8.927902421065567e-146,0.25858004728045,+
PCSK9,fid_23458,-0.249446001975367,9.199056576627428e-146,0.249446001975367,-
TNFSF10,fid_23537,0.24929577864952457,1.0115599030192e-145,0.24929577864952457,+
SNCG,fid_23458,-0.25136065997148693,1.0364839474039039e-145,0.25136065997148693,-
SNCG,fid_23478,0.25699578878630697,1.0533557183894114e-145,0.25699578878630697,+
PON1,fid_23426,0.255577630711894,1.1960949836588429e-145,0.255577630711894,+
APCS,fid_23545,0.25637981784042596,1.2795656327714667e-145,0.25637981784042596,+
RARRES2,fid_23513,0.25021316428607104,1.3143534335336857e-145,0.25021316428607104,+
PON3,fid_23631,0.2501670208875478,1.399337180955221e-145,0.2501670208875478,+
PTS,fid_23408,0.2532612633350126,1.4214972120726353e-145,0.2532612633350126,+
F7,fid_23449,0.25059379382839353,1.4751474339562952e-145,0.25059379382839353,+
EZR,fid_23578,0.2491788648652671,1.4878542704622834e-145,0.2491788648652671,+
MXRA8,fid_23591,0.2583969900027296,1.5050378480309006e-145,0.2583969900027296,+
SLC39A5,fid_23621,0.2506803311222149,1.659992450422264e-145,0.2506803311222149,+
SIT1,fid_23438,-0.2523291707459325,1.6837425340398407e-145,0.2523291707459325,-
CRELD1,fid_23606,-0.2583283511696993,1.7462548242441528e-145,0.2583283511696993,-
LECT2,fid_23447,0.2553554648410566,1.779202865891703e-145,0.2553554648410566,+
CD5,fid_23435,0.24932020177687073,1.7903574956460885e-145,0.24932020177687073,+
HEG1,fid_23636,-0.25830888208219405,1.8388213327963116e-145,0.25830888208219405,-
TCTN3,fid_23484,0.25520689074865055,1.9628196773853372e-145,0.25520689074865055,+
SORD,fid_23408,0.24942882428302177,2.076503851505525e-145,0.24942882428302177,+
CLEC4A,fid_23427,0.2505731028969845,2.226742345859882e-145,0.2505731028969845,+
GIP,fid_23612,-0.2583613780561318,2.2548286236918236e-145,0.2583613780561318,-
BPIFB1,fid_23641,0.2505112782631349,2.3943800059980627e-145,0.2505112782631349,+
NPL,fid_23486,0.2551238423068423,2.45518140090086e-145,0.2551238423068423,+
ITGAV,fid_23437,0.2489965095729607,2.4591743596772646e-145,0.2489965095729607,+
NPY,fid_23541,0.2488814080240449,2.617703198669901e-145,0.2488814080240449,+
EZR,fid_23643,0.2489589085427287,2.72781005958946e-145,0.2489589085427287,+
TNFRSF12A,fid_23605,-0.2495383557028983,2.821171905008153e-145,0.2495383557028983,-
PSRC1,fid_23410,0.2525405166619117,2.886876679524801e-145,0.2525405166619117,+
PROC,fid_23516,0.25031135052362635,2.9049549836896526e-145,0.25031135052362635,+
NPL,fid_23550,0.25504600184050863,3.0277765337720203e-145,0.25504600184050863,+
ATRN,fid_23412,0.2551427886258275,3.0499449473061705e-145,0.2551427886258275,+
FUOM,fid_23435,0.25823018206726317,3.089421128751829e-145,0.25823018206726317,+
APOC1,fid_23416,0.25537191562957207,3.11345548352574e-145,0.25537191562957207,+
UBE2L6,fid_23480,0.25503156610884614,3.14708036097984e-145,0.25503156610884614,+
HAVCR1,fid_23522,0.2490141660702842,3.2206393199134955e-145,0.2490141660702842,+
PGF,fid_23606,-0.2488651546240381,3.3128035304278845e-145,0.2488651546240381,-
CFB,fid_23553,-0.25721496074999534,3.4377212698134936e-145,0.25721496074999534,-
CDH2,fid_23633,0.250625678047739,3.445872733977322e-145,0.250625678047739,+
FADD,fid_23471,0.2509227150206181,3.661221142338901e-145,0.2509227150206181,+
HJV,fid_23447,0.25520954583574057,3.809295585115282e-145,0.25520954583574057,+
SERPINA4,fid_23543,0.2567523766576123,3.986347526934067e-145,0.2567523766576123,+
SNAP23,fid_23471,0.2508848471519547,4.060990537260094e-145,0.2508848471519547,+
PCSK9,fid_23529,0.248782804908237,4.2911676265919116e-145,0.248782804908237,+
ACAA1,fid_23578,0.25239242658057126,4.3156087501294825e-145,0.25239242658057126,+
SERPINA4,fid_23575,0.25670786237130006,4.4901237164826675e-145,0.25670786237130006,+
CDH2,fid_23494,0.25046451952826226,4.859754725791918e-145,0.25046451952826226,+
NPC2,fid_23606,-0.25651513551793637,5.0033756150609445e-145,0.25651513551793637,-
NFASC,fid_23618,0.24868294773965263,5.47045102109169e-145,0.24868294773965263,+
EGLN1,fid_23578,0.2502405678308291,5.5315915062229434e-145,0.2502405678308291,+
NPL,fid_23409,0.2548204019192831,5.554282222379579e-145,0.2548204019192831,+
IST1,fid_23471,0.2560773504824363,5.65938547921553e-145,0.2560773504824363,+
