name,wX_01,wX_02,wX_03,wX_04,wX_05,wX_06,wX_07,wX_08,wX_09,wX_10
DFFA,-0.006105439134194021,-0.0788732461923907,0.16604004110463055,0.2043534809865338,-0.18232243759505395,0.1197875521477262,0.11185841387787972,-0.12226562204236277,-0.0451625257820297,-0.058643664324983254
DKK3,-0.033470368310091425,-0.09760516141086749,-0.05419469106505367,0.032902697676446636,0.03153182082833371,-0.06952180375578522,0.023361288280108482,-0.037241060563345654,-0.20171088999876702,-0.2441990613096119
DLK1,0.03408805583192304,-0.006033040323926494,-0.11861998600005508,-0.04579232754684399,0.03396671692367347,-0.011482808371467793,-0.02505757582791176,0.11578691479251109,0.05563621513622534,0.07456136273614695
DPT,-0.016607864232817023,0.01866473926902749,-0.05945563125140585,-0.05253079030354096,-0.006927435756423333,-0.04098913777537899,-0.12883010390246175,0.05768635745409993,-0.035291273630777005,0.005179210606273952
EDA2R,-0.0329317996813244,0.03548828826781409,0.03508725059180077,0.04711720133730814,-0.06018683977631754,-0.029846937709054052,-0.00875049185591572,0.02215620916979541,-0.0429828427771887,-0.07785347399471254
EGFR,0.04052334358313138,-0.0882626603273915,0.1343405654031118,-0.05137730739348979,-0.015550119982509844,-0.37741594453125454,-0.18870794645541955,-0.2970993052244288,0.1331247546911491,0.015941159441569534
EIF4G1,0.05264754758305978,0.09270391351169271,0.21645671875504877,0.09157399794663697,-0.20410921399839577,0.12194442334712174,-0.29092068970456575,-0.18264922614523144,-0.08047996517144314,-0.21528569007338536
ENG,-0.06100543286552378,-0.12317753507306776,0.05166830921226005,-0.08037465889829665,-0.04752443312587984,0.0766929972967253,0.1089662880736633,0.1758093494841926,-0.06750547656071536,-0.025811890540106363
ENPP2,0.007293784284372272,-0.013978671083953348,-0.014094944515402153,0.07992880234087561,0.0559596568136759,0.06440835808455246,-0.14943645333566913,0.10522592532288579,-0.031430910396252745,0.020213157677018326
EPHB4,-7.863620797984882e-4,-0.019950020330005983,0.10773287891993891,0.08987289779520516,-0.02079506641161607,-0.0044306096338324035,0.25443970168760605,-0.06437204411986647,-0.1307592170763058,-0.02001889875328434
ESAM,0.011291066213155551,-0.10090994239969713,-0.02039965313326735,0.018239482151149077,0.012923897970698681,0.14968358223820458,0.0857805398281023,-0.030576115795970034,0.16801498853732963,0.17244786157784397
FABP4,0.11775287667022374,0.009707251020743685,-0.10156464089777638,0.055466466554436475,-0.10019598742480551,-0.12639405977773174,0.03469227675237133,0.14502269542122437,-0.1911841452213911,0.006089838968094503
FAP,0.009229342776518358,-0.1417125243394083,6.19779830490494e-4,0.06208719615974268,0.009130564826754487,-0.008935168388626616,-0.10705393155460456,-0.07714131667206646,-0.12399041258567985,0.020527717258141426
FASLG,-0.020443276460889028,-0.035983186121935455,0.04022207483822547,0.00400415198805883,0.04972178896822003,0.019174145392745118,0.08874150858890334,-0.03282888105014517,-0.0024819383082948804,-0.010961205713433075
