name,u_01,u_02,u_03,u_04,u_05
SELE,0.04542971674131466,0.03523398148953616,0.02604527952084924,0.007282022376095795,0
SELP,0,0.005037122132642834,0,0.01921730606905302,0.040883775512158424
SELPLG,0.025665824049645215,0.03792810690236966,0,0.04560515958760524,0
SEMA3F,0.06673130778014978,0.05229497466378022,0.06443141438624327,0.03992245066974104,0
SEMA4C,0,0,0,0,0
SEMA4D,0,0,0,0,0.016753125499355346
SEMA7A,0,0,0,0,0
SEPTIN9,0,0,0,0,0
SERPINA11,-0,-0,-0,-0,-0
SERPINA9,0,0,0,0,0.007042857559353443
SERPINB1,0,0,0,0,0
SERPINB5,0,0,0,0,0
SERPINB6,0,0,0,0,0
SERPINB8,0,0,0.008111588715256895,0,0.027486323682970864
SERPINB9,0,0,0,0,0
SERPINE1,0.01656089301685594,0.015927278350507768,0,0.01704742671111873,0.011187827877257051
SESTD1,0,0,0,0,0
SETMAR,0,0,0,0,0.027931111184572314
SEZ6L,-0,-0,-0,-0,-0
SEZ6L2,-0,-0,-0,-0,-0
SF3B4,0,0,0,0,0
SFRP1,0,0,0,0,0.009779584298805752
SFTPA1,0,0,0,0,0
SFTPA2,0,0,0,0,0
SFTPD,0,0,0,0,0
SH2B3,0,0,0,0,0.022356889254845434
SH2D1A,7.417498311690017e-4,0.004719039769417856,0,0.014222859656788569,0.038923285765703225
SHMT1,0,0,0,0,0.040426113064383616
SIAE,0.005433796096653425,0.0019987454239894192,0,0.001953761195849494,0.043011463750225805
SIGLEC1,0,0,0.00881847297465331,0,0
SIGLEC10,0,0,0.012371182010393156,0,0
SIGLEC15,0,0,0,0,0
SIGLEC5,0,0,0,0,0
SIGLEC6,0,0,0,0,0
SIGLEC7,0.040671319399105794,0.03890422107797456,0.018882725130595926,0.031381266397248565,0
SIGLEC9,0,0,0,0,0
SIRPA,0,0,0,0,0
SIRPB1,0,0,0,0,0
SIRT2,0,0,0,0,0
SIRT5,0,0,0,0,0
SIT1,0.05016225579466882,0.023376866989875403,0.13872956766082936,0,0
SKAP1,0.05586889285564091,0.04924311897693825,0.06230451781690004,0.0412551365554807,0
SKAP2,0,0,0,0,0.026252283865184668
SLAMF1,0,0,0,0,0
SLAMF6,0,0,0,0,0
SLAMF7,-0,-0,0,-0,-0
SLAMF8,0,0,0,0,0
SLC16A1,0,0,0,0,0
SLC27A4,0,0,0,0,0
SLC39A14,-0,-0,-0,-0,-0
SLC39A5,0.09887896320248886,0.10311123323510508,0.01137108116795068,0.11650633968294272,-8.698798451629273e-4
SLIT2,0,0,0,0,0
SLITRK2,0,0,0,0,0
SLITRK6,-0,-0,-0,-0,-0
SMAD1,0.07366276945905126,0.0833881287770928,0.009496153209005726,0.0952340559305368,-0
SMAD5,0,0.009209719401950226,0,0.045420953791785006,0.01737978079457375
SMARCA2,0,0,0,0,0
SMOC1,0.09115524773171611,0.09307027000027863,0.05594966726982922,0.10317039328761458,-0
SMOC2,0,0,0,0,0.034072065151361464
SMPD1,0,0,-0,-0,0
SMPDL3A,-0,-0,-0,0,-0
SNAP23,6.373596378367334e-4,0.0091615270481104,0,0.02323504082189716,0.03377345740146299
SNAP29,0.013679233753548424,0.022844895721327682,0,0.03585661026471959,0
SNCG,0.028810936298882636,0.022127245648559966,0.033836204807298556,0.007399510867559324,0
SNX9,0,0,0,0,0
SOD1,0,0,0,0,0
SOD2,0,0,0,0,0
SORCS2,0,0,0,0,0.01588040190946162
SORD,0.05360074512973353,0.061701491484057354,0.022181705840357984,0.059250394163780126,0
SORT1,0.039691102123429266,0.05454224646282876,0,0.06982670313874606,0
SOST,0.021497267845449586,0.031784406834352824,0,0.05183947366833842,0
SPARC,0,0,0,0,0.008991823379873322
SPARCL1,-0,-0,-0,-0,-0
SPINK1,0,0,0,-0,0
SPINK4,0,0,0,-0,0
SPINK5,-0,-0,-0,-0,-0
SPINK6,0,0,0,0,0
SPINT1,0,0,0,-0,0
SPINT2,0,0,0,0,0.007808565173245716
SPOCK1,0,0,-0,0,0
SPON1,0,0,0,0,0
SPON2,0,-0,0,-0,0
SPP1,-0,-0,-0,-0,-0
SPRY2,0,0,0,0,0
SRC,0,0,0,0,0
SRP14,0.004505140618003385,0,0.0031320285935760683,0,0.043572016558506003
SRPK2,0,0,0,0.0044129741651118,0.03987452950874528
SSB,0,0,0,0,0
SSC4D,0.04977935754169767,0.05313801448798891,0.1391633972489257,0.05470666157730955,0
SSC5D,0.11686850279547781,0.132225527368122,0.07218432645262507,0.14255180165611664,-0.06553534188960139
ST3GAL1,-0,-0,-0.010507873257142124,-0,-0
ST6GAL1,0.016983369495125883,0.02422335859574968,0,0.03388900586885211,0
STAMBP,0,0,0,0,0.012787015083371078
STAT5B,0,0,0,0,0.030350377337468443
STC1,0.0527648884235376,0.04380515140560268,0.03105612511865337,0.02702315403674135,0
STC2,0,0,0,0,0
STIP1,0,0,0,0,0.00643070410136984
STK11,0,0,0,0,0.03047365817801871
STK24,0,0,0,0,0
STK4,0,0,0,0,0
STX16,0,0,0,0,0
STX4,0,0,0,0,0.008449456935836586
STX6,0,0,0,0,0
STX8,0,0,0,0,0.006782052072204261
STXBP3,0,0,0,0,0
SUGT1,0,0,0,0,0
SULT1A1,-0,-0,0,-0,-0
SULT2A1,0.0376708889634878,0.039074541704963064,0.0011134844882326467,0.03235789940932747,0
SUMF2,0.04621039494412106,0.047953339103935046,0.010463998376961355,0.060937467114264454,0
SUSD1,0,0,0,0,0.017683591698113447
SUSD2,-0,-0,-0,-0,-0
TACC3,0,0,0,0,0.011582964107143401
TAFA5,0,0,0,0,0
TANK,0,0,0,0,0.03245034659559271
TARBP2,0,5.907116540773122e-4,0,0.013518912878656305,0.03639952634276323
TBC1D17,0,0,0,0,0
TBC1D23,0,0,0,0,8.482183471789863e-4
TBC1D5,0,0,0,0,0
TBCB,0,0,0,0,7.421262230158847e-4
TBCC,0,0,0,0,0.017487657075591318
TBL1X,0,0,0,0,0.0012736187446507822
TCL1A,0,0,0,0,0
TCL1B,0,0,0,0,0
TCN2,0,0,0,0,0
TDGF1,0,0,0,0,0
TDRKH,0,0,0,0,0.02705061605348046
TEK,0,0,0,0,0
TFF1,0,0,0,0,0
TFF2,0,0,0,0,0
TFF3,0,0,0,0,0
TFPI,0,0.03697000882721901,0,0.12501367529547355,0
TFPI2,0,0,0,0,0
TFRC,0,0,0,-0,0
TGFA,0,0,0.026361195671747373,0,0.03872948354223395
TGFB1,0.023676062256454543,0.016771703134638643,0,0.011577294101840272,0.0025569271448268064
TGFBI,0,0.00439998715673094,0,0.02762176480131614,0.020965217710615026
TGFBR2,0,0,0.02623345748982774,0,0.02835244624899187
TGFBR3,-0,-0,-0,-0,-0
TGM2,0,0,0,0,0
THBD,0,0,0,0,0
THBS2,0,0,0,0,0
THBS4,0,0,0,0,0
THOP1,0.02399403150170723,0.026049107805415913,0.00900058318074064,0.027119774908213767,0
THPO,0,0,0,0,0
THY1,0,0,0.0029614841898493393,0,0
TIA1,0,0,0,0,0.02494554011161763
TIE1,0,0,0,0,0
TIGAR,0,0,0,0,0
TIMD4,-0,-0,0,-0,-0
TIMP1,0.013150853038479545,0,0.01881557439820815,0,0.03168412645075703
TIMP3,0,0,0,0.0012777183445752203,0.043811284500044095
TIMP4,-0,-0,-0,-0,-0
TINAGL1,0,0,0,0,0
TJAP1,0,0.001692545242229615,0,0.016520972082986748,0.030632939204845916
TLR3,0,0,0,0,0
TMPRSS15,0.05440387664490316,0.05828642600487757,0,0.042564257127300144,0
TMPRSS5,-0,-0,-0,-0,-0
TMSB10,0,0,0.0051280485063729874,0,0.03643617951512066
TNC,-0,-0,-0,-0,-0
TNF,0,0,0,0,0.018990199876862065
TNFAIP8,0,0,0,0,0
TNFRSF10A,0.019923120903070624,0,0.0436087769886951,0,0.018900535747914993
TNFRSF10B,0.015810121653400903,0,0.02895937675594523,0,0.029127480604079714
TNFRSF10C,0,0,0,0,0
TNFRSF11A,0.0013880738389499346,0,0.06824346125661167,0,0.03721540566981832
TNFRSF11B,0,0,0,0,0
TNFRSF12A,0.059133382920012634,0.05503888922246622,0.019644119574497205,0.03223093168494718,0
TNFRSF13B,0,0,0.028234897133548584,0,0.012842188444908642
TNFRSF13C,0,0,0,0,0
TNFRSF14,0.016848069802105656,7.315032632842532e-4,0.046879255518492806,0,0.029127882475276447
TNFRSF19,0,0,0,0,0
TNFRSF1A,0.005350299407947309,0,0.06135041062765753,0,0.03234938904934583
TNFRSF1B,0,0,0.04569801723091941,0,0
TNFRSF21,0,0,-0,0,0
TNFRSF4,0,0,0.01653269100570558,0,0
TNFRSF6B,0.011169560475341914,0,0.016506180006795906,0,0.03475903048591836
TNFRSF8,0,-0,0,-0,0
TNFRSF9,0,0,0.010298194160474729,0,0
TNFSF10,0,0,0,0.018705801423251806,0
TNFSF11,0,0,0,0,0
TNFSF12,0,0,-0,0,0
TNFSF13,0,0,0,0,0
TNFSF13B,0,0,0,0,0
TNFSF14,0,0,0.008190606406043563,0,0.041399610961750585
TNNI3,0,0,0,0,0
TNR,-0,-0,-0,-0,-0
TNXB,-0,-0,-0,-0,-0
TP53,0,0,0,0,0.010913081916952888
TP53INP1,-0,-0,-0,-0,-0
TPMT,0,0,0,0,0
TPP1,0,0,0,0,0.04113251991932185
TPPP3,0,0,0,0,0
TPSAB1,0,0,0,0,0
TPT1,0,0,0,0,0
TRAF2,0,0,0,0,0
TREM2,0.002535264657840905,0.008114318670533503,0,0.01939311821029343,0.036709950185667244
TREML2,0,0,0,0,0
TRIAP1,0,0,0,0,0.0066477454234437836
TRIM21,0,0,0,0,0.01476282496046631
TRIM5,0,0,0,0,0.02151922631877475
TSHB,0,0,0,0,0
TSLP,0,0,0,-0,0
TSPAN1,0,0,0,-0,0
TST,0,0,0,0,0
TXLNA,0.005743064210757086,0.012042483278035308,0,0.022359041104781,0.024239473665293703
TXNDC15,0,0,0,0,0
TXNDC5,0,0,0,0,0.03989517550734761
TXNRD1,0,0,0,0,0.029900237926476288
TYMP,0,0,0,0,0
TYRO3,0,0,0,0,0
UBAC1,0,0,0,0,0
ULBP2,0,0,0,0,0.013188939855651843
UMOD,-0,-0,-0.027530137051218515,-0,-0.04148079537704898
USO1,0,0,0,0.004080159326677743,0.02868097790610998
USP8,0,0,0,0,0.032001061118572934
UXS1,0,0,0,0,0
VAMP5,0,0,0,0,0
VASH1,0,0,0,0,0.004677098317221351
VASN,0,0,0,0,0
VAT1,-0,-0,-0,-0,-0
VCAM1,-0,-0,0,-0,-0
VCAN,-0,-0,-0,-0,-0
VEGFA,0.011289796025419907,0.0026777946081742937,0.0012489213031489578,0,0.036869235790712225
VEGFC,0,0,0,0.009234842481820504,0.03119647073041776
VEGFD,-0,-0,-0,-0,-0
VIM,0,0,0,0,0
VMO1,0.0645506225672418,0.07801104449224372,0,0.07197808726717506,-0
VNN2,0,0,0,0,0
VPS37A,0.036975594711319386,0.04658165212828369,0,0.05950983137737104,0
VPS53,0,0,0,0,0.03219886709691277
VSIG4,0,0,0.044951691931376304,0,0.004710959444799539
VSIR,0,0,0,4.39003152372977e-4,0.05128595828102407
VSTM1,0,0,0,0,0
VSTM2L,0,0,0,0,0
VTA1,0,0,0,0,0
VTCN1,-0,-0,-0,-0,-0
VWA1,0.05194712559060387,0.04126613663149524,0,0.02551378134170413,0
VWC2,0,0,0.019817587861111742,0,0.02635563355539128
VWF,0,0,0,-0,0
WARS,0,0,0,0,0
WAS,0,0,0,0,0
WASF1,0,0,0,0,0.015669136010395008
WASF3,0,0,0,0,0
WFDC12,0,0,0,0,0
WFIKKN1,0,0,0,0,0
WFIKKN2,-0,-0,-0.031151140221383704,-0,-0
WIF1,-0,-0,-0,-0,-0
WNT9A,-0,-0,-0,-0,-0
WWP2,0,0,0,0.012494810886871136,0.03248498904929565
XCL1,0,0,0,0,0
XG,0,0,0,0,0
XPNPEP2,0,0,-0,0,0
XRCC4,0,0,0,0,0
YES1,0.007208698498498062,0.015110805001175997,0,0.027800373641315653,0.0163672321889165
YTHDF3,0.007101576893354238,0.01661431041350806,0,0.034781972241819,0.012517051730374958
ZBTB16,0,0,0,0.010554813786870967,0.03371758241476232
ZBTB17,0,0,0,0,0.01439216539483658
