name,type,degree,strength,module_louvain,module_walktrap
fid_23643,metabolite,130,35.0749775211368,6,2
fid_23499,metabolite,31,9.817609261017338,1,2
fid_23494,metabolite,195,52.61532278044888,2,2
fid_23486,metabolite,129,35.19450408624584,2,2
fid_23543,metabolite,172,45.29258441402744,2,2
fid_23435,metabolite,178,49.29910751997063,6,2
fid_23483,metabolite,146,39.70674678650469,2,2
fid_23420,metabolite,36,11.045727543436996,1,2
fid_23409,metabolite,134,35.26251969359624,2,2
fid_23447,metabolite,235,61.29895290208924,2,2
fid_23622,metabolite,135,36.70242168760077,6,2
fid_23481,metabolite,142,38.585910686017804,2,2
fid_23501,metabolite,42,13.587533239306522,1,2
fid_23428,metabolite,30,9.45435345534254,1,2
fid_23641,metabolite,136,36.369408689858304,6,2
fid_23640,metabolite,176,46.94873372379641,6,2
fid_23439,metabolite,24,6.6754099445759065,1,2
fid_23529,metabolite,53,15.18395698037458,2,2
fid_23546,metabolite,15,4.311978079256211,1,2
fid_23544,metabolite,25,7.114332672981606,1,2
fid_23429,metabolite,23,6.4109665961655,1,2
fid_23482,metabolite,97,27.083769596917325,2,2
fid_23545,metabolite,25,7.053584289855387,1,2
fid_23536,metabolite,86,23.359146115180746,2,2
fid_23431,metabolite,52,16.61932139290938,3,2
fid_23547,metabolite,25,7.017900724654922,1,2
fid_23530,metabolite,17,4.8927236890668775,1,2
fid_23523,metabolite,10,3.1966513729340704,1,2
fid_23402,metabolite,25,6.852777162946832,1,2
fid_23505,metabolite,15,4.484025869491095,1,2
fid_23503,metabolite,33,10.075739992516231,1,2
fid_23401,metabolite,23,6.41012535170927,1,2
fid_23548,metabolite,27,7.988218638340013,1,2
fid_23413,metabolite,21,5.904232652387045,1,2
fid_23410,metabolite,91,24.74237756959388,2,2
fid_23638,metabolite,63,18.00763768931223,6,2
fid_23506,metabolite,12,3.6189983457083468,1,2
fid_23441,metabolite,23,6.230110414885033,1,2
fid_23404,metabolite,16,4.647582762331094,1,2
fid_23514,metabolite,25,7.18401118821297,1,2
fid_23425,metabolite,23,6.434899714674411,1,2
fid_23571,metabolite,96,26.28255226159529,2,2
fid_23507,metabolite,25,7.288190791903241,1,2
fid_23539,metabolite,26,7.479224193890589,1,2
fid_23403,metabolite,28,8.497319527195701,1,2
fid_23537,metabolite,26,7.35901827048614,1,2
fid_23416,metabolite,25,7.369910809111358,1,2
fid_23480,metabolite,605,153.35285197956964,5,2
fid_23487,metabolite,60,17.600875114772,4,2
fid_23538,metabolite,27,7.934097514371924,1,2
fid_23405,metabolite,20,5.684469317763446,1,2
fid_23532,metabolite,17,4.916477411992092,1,2
fid_23626,metabolite,29,8.587983129553502,1,2
fid_23562,metabolite,119,33.3313793463179,3,2
fid_23458,metabolite,380,100.31582778849912,6,2
fid_23433,metabolite,77,22.895780421330713,3,2
fid_23540,metabolite,26,7.578956631337396,1,2
fid_23417,metabolite,25,6.9583726634634395,1,2
fid_23513,metabolite,25,7.640413580150189,1,2
fid_23558,metabolite,86,24.462367695158562,3,2
fid_23561,metabolite,106,29.92873787337849,3,2
fid_23442,metabolite,78,21.72858017837248,2,2
fid_23454,metabolite,341,90.1107108618294,6,2
fid_23511,metabolite,29,8.745749006849122,1,2
fid_23531,metabolite,17,4.96911726790729,1,2
fid_23512,metabolite,25,7.470453244178997,1,2
fid_23541,metabolite,29,8.654652873702005,1,2
fid_23627,metabolite,40,12.32908740595886,4,2
fid_23559,metabolite,81,22.938360128360195,3,2
fid_23549,metabolite,9,2.806804291401777,1,2
fid_23525,metabolite,11,3.438826174625013,1,2
fid_23504,metabolite,28,8.36811598623546,1,2
fid_23448,metabolite,124,32.70815904870376,2,2
fid_23533,metabolite,17,4.841352174384158,1,2
fid_23542,metabolite,16,4.5103242961635255,1,2
fid_23421,metabolite,13,3.823979656188495,1,2
fid_23452,metabolite,160,44.47071972011597,2,2
fid_23534,metabolite,18,5.172407598823232,1,2
fid_23524,metabolite,13,3.866986946080697,1,2
fid_23563,metabolite,76,21.634101754076088,3,2
fid_23502,metabolite,28,8.454708744765911,1,2
fid_23560,metabolite,65,18.45606567954794,3,2
fid_23419,metabolite,22,6.122362201649511,1,2
fid_23535,metabolite,16,4.508982974051296,1,2
fid_23589,metabolite,25,7.4513710734399234,4,2
fid_23633,metabolite,34,10.854267371953837,4,2
fid_23624,metabolite,39,10.879748576443141,1,2
fid_23519,metabolite,9,2.9065206811982938,1,2
fid_23528,metabolite,15,4.280677758439875,1,2
fid_23526,metabolite,15,4.323717891288591,1,2
fid_23520,metabolite,9,2.8592779308074108,1,2
fid_23440,metabolite,41,11.28517511968657,3,2
fid_23527,metabolite,15,4.305912684431273,1,2
fid_23516,metabolite,24,6.401770074903859,1,2
fid_23636,metabolite,197,53.794854733767416,6,2
fid_23418,metabolite,97,25.86058349175793,3,2
fid_23406,metabolite,88,23.481739994627876,3,2
fid_23521,metabolite,19,5.108442092713531,1,2
fid_23617,metabolite,101,27.97162009073494,4,2
fid_23570,metabolite,40,11.099835434974137,3,2
fid_23426,metabolite,47,12.987016934932315,3,2
fid_23642,metabolite,78,20.850465696006335,3,2
fid_23565,metabolite,36,10.001811368432081,3,2
fid_23568,metabolite,47,12.774281663559584,3,2
fid_23453,metabolite,325,84.92482704562757,6,2
fid_23430,metabolite,43,11.281919279018013,3,2
fid_23569,metabolite,47,12.805864368136248,3,2
fid_23555,metabolite,77,22.477906894142006,3,2
fid_23635,metabolite,158,43.87068830447449,6,2
fid_23414,metabolite,35,9.87340939923155,3,2
fid_23400,metabolite,22,6.1072789028400685,1,2
fid_23471,metabolite,475,118.39673470854619,5,1
fid_23427,metabolite,36,9.837675395827894,3,2
fid_23422,metabolite,57,15.642445655749707,3,2
fid_23566,metabolite,34,9.103283679779722,3,2
fid_23621,metabolite,25,6.767991007708035,1,2
fid_23517,metabolite,25,6.666719398697463,1,2
fid_23518,metabolite,25,6.742495572801686,1,2
fid_23553,metabolite,58,17.085960764532658,3,2
fid_23628,metabolite,61,16.935642509264877,4,2
fid_23552,metabolite,58,16.98414475851557,3,2
fid_23554,metabolite,65,18.98365888458895,3,2
fid_23438,metabolite,21,5.917178376918163,1,2
fid_23632,metabolite,31,8.935284402272877,3,2
fid_23639,metabolite,153,40.4258538239547,6,2
fid_23415,metabolite,23,6.345915625022252,1,2
fid_23551,metabolite,52,15.077314235984083,3,2
fid_23411,metabolite,33,8.925158611823788,1,2
fid_23436,metabolite,29,7.929312827291616,1,2
fid_23423,metabolite,32,9.275621999331543,1,2
fid_23574,metabolite,57,15.887834004472538,1,2
fid_23567,metabolite,30,7.8705740459652045,3,2
fid_23634,metabolite,86,24.53100146330008,4,2
fid_23437,metabolite,28,7.61109665638326,1,2
fid_23478,metabolite,164,46.49109689071126,6,4
fid_23573,metabolite,50,14.205716135918049,1,2
fid_23434,metabolite,35,9.345106913788529,1,2
fid_23594,metabolite,24,6.125572753845437,4,2
fid_23557,metabolite,28,7.86678409177011,2,2
fid_23596,metabolite,51,14.92239553476878,4,2
fid_23645,metabolite,33,9.397576895140176,4,2
fid_23646,metabolite,30,8.283626830615056,4,2
fid_23606,metabolite,89,23.966056245937864,4,2
fid_23613,metabolite,70,18.673897726500655,4,2
fid_23595,metabolite,37,11.18537211911884,4,2
fid_23608,metabolite,53,15.16472563742141,4,2
fid_23577,metabolite,40,11.159707819483081,1,2
fid_23597,metabolite,28,8.037208294417383,4,2
fid_23605,metabolite,69,19.074199711036087,4,2
fid_23449,metabolite,21,5.770050711458822,1,2
fid_23456,metabolite,48,13.877136481099177,4,2
fid_23618,metabolite,64,16.745134611739754,4,2
fid_23585,metabolite,27,8.353958430491112,4,2
fid_23598,metabolite,34,10.009754132869029,4,2
fid_23612,metabolite,30,7.880769361473816,4,2
fid_23556,metabolite,36,10.946648705085254,3,2
fid_23623,metabolite,41,10.646851092013044,4,2
fid_23602,metabolite,35,10.292190877035505,4,2
fid_23586,metabolite,25,7.734665006736373,4,2
fid_23603,metabolite,27,7.634321710056962,4,2
fid_23600,metabolite,26,7.0525951147420365,4,2
fid_23601,metabolite,14,3.719468181114093,4,2
fid_23446,metabolite,27,7.689088300676607,1,2
fid_23607,metabolite,28,7.439962567088022,4,2
fid_23445,metabolite,28,7.747328654439477,1,2
fid_23465,metabolite,8,2.4655112240311303,4,2
fid_23599,metabolite,31,9.17236424442265,4,2
fid_23464,metabolite,21,5.3676982770002954,4,2
fid_23610,metabolite,41,10.749164334870065,4,2
fid_23615,metabolite,66,16.872951112823927,4,2
fid_23572,metabolite,35,9.921587641065342,1,2
fid_23588,metabolite,26,7.334403409250667,4,2
fid_23629,metabolite,26,7.311962371192435,3,2
fid_23467,metabolite,25,6.565369217052789,4,2
fid_23591,metabolite,27,7.631438362393432,4,2
fid_23587,metabolite,26,7.305593698701883,4,2
fid_23575,metabolite,35,9.30893801791317,1,2
fid_23564,metabolite,25,6.264690698773855,4,2
fid_23625,metabolite,14,3.374873017185444,1,2
fid_23466,metabolite,11,2.8634150758433803,4,2
fid_23620,metabolite,24,5.922984497501062,4,2
fid_23604,metabolite,42,10.55247098108521,3,2
fid_23443,metabolite,104,25.646855314121517,6,2
fid_23455,metabolite,37,9.484226944397621,4,2
fid_23611,metabolite,28,7.053443190134443,4,2
fid_23619,metabolite,5,1.246380384703638,1,2
fid_23576,metabolite,28,7.325800685533878,1,2
fid_23644,metabolite,11,2.5731768945499,4,2
fid_23474,metabolite,4,1.0649222430107619,4,3
fid_23584,metabolite,3,0.8767388296867142,1,2
fid_23472,metabolite,14,3.639465673084097,5,1
fid_23462,metabolite,7,1.7442576835630934,3,2
fid_23631,metabolite,13,3.1445615220748504,4,2
fid_23593,metabolite,4,1.0466563148815455,1,2
fid_23637,metabolite,26,6.225562438781057,3,2
fid_23476,metabolite,4,0.9278048783718031,4,3
fid_23457,metabolite,51,12.070983139257024,6,2
fid_23590,metabolite,17,4.033032233908009,4,2
fid_23647,metabolite,25,5.906817485910915,3,2
fid_23469,metabolite,10,2.5870077452036955,4,2
fid_23477,metabolite,2,0.5794094537653303,4,3
fid_23444,metabolite,13,2.9458511536191403,1,2
fid_23592,metabolite,5,1.2046269257174227,1,2
fid_23479,metabolite,14,3.1925320283501453,6,4
fid_23614,metabolite,2,0.48888702908784915,4,2
fid_23630,metabolite,6,1.3465644151869516,3,2
fid_23579,metabolite,1,0.27652752161365424,1,2
fid_23451,metabolite,5,1.079248437146931,6,4
fid_23470,metabolite,8,1.760335147869219,4,2
fid_23468,metabolite,5,1.2276611333319851,4,2
fid_23432,metabolite,10,2.182508080509379,4,2
fid_23450,metabolite,11,2.2903124882118355,3,2
fid_23616,metabolite,6,1.3173177413240076,1,2
fid_23460,metabolite,5,1.1216097783691683,4,2
fid_23609,metabolite,2,0.4643988715259238,3,2
fid_23461,metabolite,7,1.5268532784966584,5,1
fid_23473,metabolite,1,0.2244948423701361,4,3
fid_23582,metabolite,3,0.6215807602555733,4,2
fid_23580,metabolite,1,0.2082160361984984,4,2
fid_23459,metabolite,1,0.20021331476963855,1,2
