protein,metabolite,r,p,q,r_s,p_s,q_s,sign,abs_r
PTH,fid_23454,0.3512707738852652,7.800069203520931e-293,3.319281088562249e-290,0.35243455235219207,6.748224361887828e-295,2.262370231169415e-292,+,0.3512707738852652
ADIPOQ,fid_23578,-0.3512373549327518,8.937328337268613e-293,3.801010703747971e-290,-0.3616794267813418,1.3457235578037e-311,5.34780535397497e-309,-,0.3512373549327518
ADIPOQ,fid_23494,-0.3512307163474932,9.182242363660606e-293,3.902887952878247e-290,-0.3722291248520273,0,0,-,0.3512307163474932
RARRES2,fid_23424,0.351194192477528,1.0654669671491204e-292,4.5260924675626084e-290,0.3704254513647875,0,0,+,0.351194192477528
ADIPOQ,fid_23638,-0.3511822567495116,1.1185259401997981e-292,4.7487110259425203e-290,-0.38424381066023533,0,0,-,0.3511822567495116
PTH,fid_23447,0.3511745509182798,1.1541755592456062e-292,4.897201260373866e-290,0.3641952232251808,3.07052293e-316,1.2745581109e-313,+,0.3511745509182798
ADM,fid_23454,0.3511740775674998,1.1564020745275013e-292,4.903785742303957e-290,0.3596598271258757,6.682846245811337e-308,2.567283202795613e-305,+,0.3511740775674998
APCS,fid_23578,0.351161800062914,1.2156755858297622e-292,5.152132371569865e-290,0.36161208318543425,1.789090705856e-311,7.098070888798834e-309,+,0.351161800062914
PDGFA,fid_23471,0.3511498031149419,1.276525559698403e-292,5.406866836137237e-290,0.34276823352081687,5.0146228874301426e-278,1.3879601553289178e-275,+,0.3511498031149419
F7,fid_23494,0.3510952494855292,1.593948060162405e-292,6.747413293627845e-290,0.3647622869351712,2.7237305e-317,1.146982501e-314,+,0.3510952494855292
CD99L2,fid_23574,0.3510451261212916,1.9546531620746133e-292,8.269514042164454e-290,0.3457346023909918,3.857866695942432e-283,1.1370710091153825e-280,+,0.3510451261212916
GCG,fid_23640,-0.3510449187022111,1.9563037901345043e-292,8.27168260667395e-290,-0.3566844847746568,1.6644328432745642e-302,6.04578404752671e-300,-,0.3510449187022111
PTH,fid_23407,0.35103169193943184,2.06448884776262e-292,8.724037754117168e-290,0.3682215477134413,1e-323,4.46e-321,+,0.35103169193943184
CFI,fid_23562,-0.35097129483961237,2.639615649598751e-292,1.1147905184273737e-289,-0.3632672901543782,1.600157e-314,6.53762626365e-312,-,0.35097129483961237
HHEX,fid_23522,0.35096683849327515,2.6879092738006554e-292,1.1345271692135912e-289,0.34657207785514044,1.356596447376254e-284,4.062696136971282e-282,+,0.35096683849327515
LEP,fid_23563,-0.35096067701013556,2.756138956569638e-292,1.1626507451784485e-289,-0.3541167096712829,6.790951562113879e-298,2.3537787862865013e-295,-,0.35096067701013556
LPL,fid_23494,-0.35095703796671596,2.797246185845519e-292,1.179306985211302e-289,-0.37387474792748215,0,0,-,0.35095703796671596
CFH,fid_23497,0.350923661276604,3.204038583306022e-292,1.3500258362567532e-289,0.3711797886328137,0,0,+,0.350923661276604
F7,fid_23496,0.3509211536371058,3.236888412209295e-292,1.3630769649678414e-289,0.3635379842900286,5.056945134e-315,2.077752678793e-312,+,0.3509211536371058
IGFBP2,fid_23554,0.3508300625015319,4.68836788884735e-292,1.9731622009373528e-289,0.37081454269528125,0,0,+,0.3508300625015319
MFGE8,fid_23586,-0.3507417404173402,6.713881265103383e-292,2.8239913390025214e-289,-0.4062187442398528,0,0,-,0.3507417404173402
PRSS8,fid_23636,-0.3507321660281124,6.980335862239129e-292,2.934369285764678e-289,-0.3642646862457495,2.28273476e-316,9.486348722e-314,-,0.3507321660281124
PRAP1,fid_23556,-0.3507289586995012,7.071937559890502e-292,2.9711580627703894e-289,-0.35215363698758717,2.127842054256685e-294,7.107452059455149e-292,-,0.3507289586995012
CFI,fid_23578,0.35070785303584606,7.705412905650807e-292,3.235432101459897e-289,0.36076725826645384,6.3330417258677e-310,2.4800921609127906e-307,+,0.35070785303584606
OXT,fid_23634,0.3507024073859384,7.877865673848678e-292,3.3059335944509864e-289,0.3631872592067798,2.248931127e-314,9.177949802543e-312,+,0.3507024073859384
IGSF9,fid_23553,-0.35069128612505346,8.242125367916406e-292,3.4567987439630982e-289,-0.3827951477436656,0,0,-,0.35069128612505346
PRAP1,fid_23615,-0.3506910296473239,8.25072148786173e-292,3.458408390855842e-289,-0.354122615957494,6.627878659255871e-298,2.2983528977984752e-295,-,0.3506910296473239
UPB1,fid_23453,-0.35069087111001085,8.256039511117232e-292,3.4586429129134574e-289,-0.3527601393515967,1.7802850849890663e-295,6.010062185822982e-293,-,0.35069087111001085
P4HB,fid_23480,0.35067456937020497,8.82155659674773e-292,3.693422121411722e-289,0.3464926289317802,1.8645312120035697e-284,5.5746568710479906e-282,+,0.35067456937020497
ACY1,fid_23543,0.35066658773341725,9.112396872983233e-292,3.8129951246904295e-289,0.35533668495543963,4.4330894651816805e-300,1.5732943598962238e-297,+,0.35066658773341725
FAM20A,fid_23458,-0.3506625835072067,9.261894658041035e-292,3.873321148560773e-289,-0.35759276413832136,3.8026387061426926e-304,1.4008493124300048e-301,-,0.3506625835072067
PRAP1,fid_23410,0.3506180987247121,1.1097004867100092e-291,4.638094965243949e-289,0.34958220132485385,7.408666860853472e-290,2.3535178073168662e-287,+,0.3506180987247121
PLTP,fid_23567,0.35060483545728205,1.1711434294623079e-291,4.892088218273096e-289,0.35718688390478537,2.061298926489313e-303,7.547687456116644e-301,+,0.35060483545728205
GSTA1,fid_23636,-0.3505766705789855,1.3131246845805693e-291,5.482020262024008e-289,-0.37101226556765504,0,0,-,0.3505766705789855
MFGE8,fid_23585,-0.35056520012226516,1.3757632254191867e-291,5.740225952322921e-289,-0.39942531022712774,0,0,-,0.35056520012226516
HHEX,fid_23491,0.3505485619334308,1.4719651728577262e-291,6.138094770816719e-289,0.3496555193178618,5.505937400297218e-290,1.753674840751721e-287,+,0.3505485619334308
LCAT,fid_23629,-0.3505410208671331,1.5177534716568072e-291,6.325402944712093e-289,-0.4125887765575415,0,0,-,0.3505410208671331
ASGR1,fid_23633,0.3505320959973779,1.5737861640334632e-291,6.555166598226969e-289,0.39947007759794756,0,0,+,0.3505320959973779
SSC5D,fid_23578,0.3505163020639194,1.6780572227323813e-291,6.985475425290947e-289,0.35311054773600303,4.23551311679793e-296,1.4345303980407065e-293,+,0.3505163020639194
ASGR1,fid_23443,-0.35050816298369236,1.734457881230684e-291,7.2161291143261545e-289,-0.3488267624043472,1.5702006076574197e-288,4.915032204411068e-286,-,0.35050816298369236
APP,fid_23471,0.3504796191765476,1.9476479248867927e-291,8.098460462776845e-289,0.3412654926493822,1.8605207455713417e-275,5.023343811383224e-273,+,0.3504796191765476
SSC4D,fid_23431,0.35045243283903094,2.174993254720006e-291,9.038607903495694e-289,0.3622928093970606,1.00253707253e-312,4.03921853083916e-310,+,0.35045243283903094
PRAP1,fid_23409,0.3503801510884849,2.9168576559174314e-291,1.2114643239474985e-288,0.3541797720014242,5.238536864963824e-298,1.8209139110944625e-295,+,0.3503801510884849
LPL,fid_23489,-0.350339584502858,3.4390081594353606e-291,1.4275144143521201e-288,-0.3704713984428523,0,0,-,0.350339584502858
HHEX,fid_23435,0.3503364428148888,3.48314447996128e-291,1.4450099232390052e-288,0.34870279961853723,2.589578911957584e-288,8.091944239712135e-286,+,0.3503364428148888
LCAT,fid_23502,0.35032202362936266,3.69308535453736e-291,1.5312315580854213e-288,0.3575704062237472,4.173962648532742e-304,1.5360837700231401e-301,+,0.35032202362936266
TFPI,fid_23419,0.3502918053442749,4.174968515101417e-291,1.7300436378561448e-288,0.3834257525160826,0,0,+,0.3502918053442749
LDLR,fid_23599,-0.3502678142370686,4.601894198643006e-291,1.9058685825036437e-288,-0.3450112611712935,6.894568218971393e-282,2.000473418428422e-279,-,0.3502678142370686
APCS,fid_23554,-0.3502129855842312,5.748521697307377e-291,2.3793871149063885e-288,-0.3332325110434585,5.809228984491838e-262,1.341699304743307e-259,-,0.3502129855842312
CPM,fid_23497,0.35020145237218153,6.023898480928863e-291,2.491950003865684e-288,0.3564193521893212,5.004057088668585e-302,1.8104050860199485e-299,+,0.35020145237218153
FURIN,fid_23554,-0.35015265620987446,7.342548187016984e-291,3.035717657177327e-288,-0.37105005401425073,0,0,-,0.35015265620987446
PROC,fid_23423,0.3500952127014691,9.268965333050927e-291,3.8300007629259455e-288,0.349647002621637,5.69911243069085e-290,1.8144071778850028e-287,+,0.3500952127014691
LDLR,fid_23619,-0.35008295078247603,9.741534940254246e-291,4.0229827171363264e-288,-0.3502929350017225,4.155871729199436e-291,1.335964796464288e-288,-,0.35008295078247603
PROC,fid_23541,0.3500468484798485,1.127733444839099e-290,4.654580507926447e-288,0.34707103367766534,1.8370202951836167e-285,5.57030996315646e-283,+,0.3500468484798485
LCAT,fid_23484,0.35003989159311133,1.1599977222972411e-290,4.785030104966096e-288,0.3600499553797132,1.2974534272982385e-308,5.013446953836289e-306,+,0.35003989159311133
ADIPOQ,fid_23556,0.3499822450781738,1.465403939862391e-290,6.04141242776019e-288,0.3350151544111477,6.37165932896529e-265,1.5284222843997265e-262,+,0.3499822450781738
FGFBP1,fid_23623,-0.3499764619058457,1.5001642378382092e-290,6.1812124328355065e-288,-0.331397550459712,6.169928428836418e-259,1.3853862372133466e-256,-,0.3499764619058457
FGFBP1,fid_23607,0.3499627158773629,1.5861280769377815e-290,6.531711367075154e-288,0.339310869323881,3.89372230694722e-272,1.0118262703184679e-269,+,0.3499627158773629
PRAP1,fid_23600,-0.3499158167807313,1.9181981944352382e-290,7.894710712681532e-288,-0.3412935607433184,1.6663803511497558e-275,4.500843169849603e-273,-,0.3499158167807313
HHEX,fid_23409,0.34991393347276406,1.9328952522064162e-290,7.95069716500533e-288,0.34522998879230604,2.8855167878037902e-282,8.395848888695823e-280,+,0.34991393347276406
ADIPOQ,fid_23641,0.34988251000999815,2.195401276117133e-290,9.025371634171336e-288,0.35429036041410755,3.322589496739985e-298,1.1576994470302108e-295,+,0.34988251000999815
CKB,fid_23555,0.34987042901717175,2.3055518094336287e-290,9.472846394587077e-288,0.3695150328066373,0,0,+,0.34987042901717175
CFH,fid_23488,0.3498125431834749,2.914965386539688e-290,1.196998421957078e-287,0.37442584396092315,0,0,+,0.3498125431834749
ADIPOQ,fid_23596,0.3498117283909506,2.924603491053066e-290,1.2002780801838458e-287,0.34530692460703966,2.1236986125740332e-282,6.184174624502393e-280,+,0.3498117283909506
FGFBP1,fid_23634,-0.3497685887326462,3.483078414369279e-290,1.4286734576718044e-287,-0.3353837380613281,1.5481017663979433e-265,3.739476088311012e-263,-,0.3497685887326462
F7,fid_23571,0.349768398323757,3.485765880236155e-290,1.4289693742233077e-287,0.35779937525323174,1.6069572033769797e-304,5.950006678999967e-302,+,0.349768398323757
RGMB,fid_23478,0.34973958841204805,3.9172134588208245e-290,1.6049335825750837e-287,0.31545117533272704,1.6659234145252428e-233,2.782272015861206e-231,+,0.34973958841204805
CPM,fid_23554,-0.3497287329112027,4.0932812031821977e-290,1.6761260113747154e-287,-0.3886523118175607,0,0,-,0.3497287329112027
PROC,fid_23575,0.3497227443643036,4.1937722805745387e-290,1.716308389899928e-287,0.34859327885396396,4.028173555837451e-288,1.2554894570166766e-285,+,0.3497227443643036
APOM,fid_23402,0.34965678179963955,5.47786408681179e-290,2.2405635520998873e-287,0.34463711371024947,3.0540770169816144e-281,8.826234005287331e-279,+,0.34965678179963955
RARRES2,fid_23633,0.34965251016522797,5.57343173434561e-290,2.2783706191823137e-287,0.4370948327574753,0,0,+,0.34965251016522797
MAD1L1,fid_23458,-0.3495030902329955,1.0204592411201474e-289,4.169204107265868e-287,-0.3840942383220143,0,0,-,0.3495030902329955
AGRP,fid_23646,-0.34948875616053693,1.0814009087549625e-289,4.415706201748754e-287,-0.35833830469425404,1.6940594551771527e-305,6.337081460966881e-303,-,0.34948875616053693
INHBC,fid_23559,-0.34944106732343905,1.3115559564782858e-289,5.352495942746035e-287,-0.3644817134288372,9.0358026e-317,3.7853034093e-314,-,0.34944106732343905
RARRES2,fid_23561,-0.349427927831181,1.383162877449608e-289,5.641558122219843e-287,-0.37539190480032747,0,0,-,0.349427927831181
CPM,fid_23480,0.34931347103765675,2.1975088656250286e-289,8.958034583909733e-287,0.3704375814119983,0,0,+,0.34931347103765675
ADH4,fid_23490,0.3492582946793473,2.7467845959044255e-289,1.1190853108889066e-286,0.3511140243688793,1.476673420856802e-292,4.834648734931398e-290,+,0.3492582946793473
CES1,fid_23491,0.3491967279251362,3.5230397477182885e-289,1.4345403377444433e-286,0.35694139326792346,5.722707065873352e-303,2.0891214964318406e-300,+,0.3491967279251362
HHEX,fid_23508,0.3491310616156801,4.593897324167564e-289,1.8695335867984516e-286,0.3482159750221699,1.8431111318194732e-287,5.7127091985137715e-285,+,0.3491310616156801
ACY1,fid_23494,0.34910951281486075,5.011869539072933e-289,2.038490290405103e-286,0.3461086607463481,8.659976983782103e-284,2.5754254218900695e-281,+,0.34910951281486075
SEMA3F,fid_23454,0.34904851755813304,6.412556647170108e-289,2.6067365550443494e-286,0.3540337213359578,9.554955043523413e-298,3.3039189006846654e-295,+,0.34904851755813304
TFPI,fid_23423,0.34904285859980216,6.560849339930454e-289,2.6655274939021753e-286,0.3861652494265264,0,0,+,0.34904285859980216
PYY,fid_23465,0.3490343649711228,6.789879440734377e-289,2.7570362367533005e-286,0.3311810044353209,1.3996786207400096e-258,3.1331377012352383e-256,+,0.3490343649711228
MENT,fid_23639,-0.34900313122819365,7.702955991439475e-289,3.1260453412696515e-286,-0.34031300509528656,7.777296752699581e-274,2.0615537476518558e-271,-,0.34900313122819365
NOMO1,fid_23480,0.3489994724355652,7.81764348993878e-289,3.1708178769172395e-286,0.3563527162457071,6.597817339764552e-302,2.3834483970568634e-299,+,0.3489994724355652
RBP5,fid_23635,-0.3489990280758496,7.831687941763382e-289,3.172973009141483e-286,-0.37282874546927375,0,0,-,0.3489990280758496
SSC5D,fid_23500,0.3489991400680608,7.82814593700897e-289,3.172973009141483e-286,0.35066557292098827,9.150055263528025e-292,2.966344253900686e-289,+,0.3489991400680608
APOF,fid_23634,-0.3489846880073913,8.298710245172741e-289,3.3603119031805843e-286,-0.4445158022567856,0,0,-,0.3489846880073913
DAG1,fid_23471,0.3489491039381161,9.581338389070048e-289,3.8775132308831697e-286,0.3397753922297944,6.358560092800716e-273,1.670256086306627e-270,+,0.3489491039381161
F7,fid_23522,0.34891634118181314,1.0936690080092312e-288,4.423553359823916e-286,0.358470898972687,9.73295234506333e-306,3.659705890281803e-303,+,0.34891634118181314
CPM,fid_23447,0.3488797243023962,1.267934727343847e-288,5.1255520901560375e-286,0.3527487104736136,1.8655844128495052e-295,6.295100206015872e-293,+,0.3488797243023962
RARRES2,fid_23554,-0.34883773371342136,1.5021752104634907e-288,6.069080102258974e-286,-0.3692120124761776,0,0,-,0.34883773371342136
LDLR,fid_23530,0.3488157319540713,1.6416954632080134e-288,6.629084195660798e-286,0.34667801199127796,8.876167906781352e-285,2.665898345394131e-282,+,0.3488157319540713
ASGR1,fid_23447,0.3487579811181532,2.0726345086546704e-288,8.364547543364701e-286,0.3556058919740526,1.456126350809023e-300,5.193119586284951e-298,+,0.3487579811181532
APOM,fid_23538,0.348744025025491,2.1927182689145732e-288,8.844259778653987e-286,0.347480444157402,3.5516194200788e-286,1.0878327411358172e-283,+,0.348744025025491
ADIPOQ,fid_23426,0.3487431419093575,2.2005466729066108e-288,8.87091258355732e-286,0.3495449601644346,8.613998972669192e-290,2.7328334732885736e-287,+,0.3487431419093575
GSTA1,fid_23578,0.34866263453784135,3.0451367397366256e-288,1.226884579644962e-285,0.3637755137656392,1.83867943e-315,7.59755093643e-313,+,0.34866263453784135
ADIPOQ,fid_23488,-0.3486186160952702,3.636842339617666e-288,1.4644707781421871e-285,-0.36618036280359684,6.236e-320,2.6979695e-317,-,0.3486186160952702
IGFBP1,fid_23562,0.3485884584677504,4.107254984098899e-288,1.6529790959842674e-285,0.3629794916666395,5.438955219e-314,2.2134385559423e-311,+,0.3485884584677504
APCS,fid_23458,-0.34851845291336514,5.447009175193974e-288,2.19095469054533e-285,-0.35598971014706937,2.9718668321850402e-301,1.0677434214057761e-298,-,0.34851845291336514
SSC5D,fid_23488,0.348511215988214,5.608296088597691e-288,2.2545815566214317e-285,0.3506517450140385,9.678957599784465e-292,3.1350117786136106e-289,+,0.348511215988214
GCG,fid_23482,0.34850809947292416,5.6792144376790495e-288,2.2818292476244893e-285,0.35996629307714884,1.844315461283667e-308,7.115210461997181e-306,+,0.34850809947292416
KITLG,fid_23641,0.3484589483013798,6.923866848200394e-288,2.780376279085271e-285,0.319668135787712,4.4284427820296657e-240,7.988904183930017e-238,+,0.3484589483013798
APOM,fid_23567,0.3484032799402983,8.665659637603101e-288,3.477896223113583e-285,0.3541091010281267,7.006948764089599e-298,2.4274869290524345e-295,+,0.3484032799402983
SERPINF1,fid_23453,-0.3483223119327254,1.2009049414738086e-287,4.8170802401564554e-285,-0.34796034974247564,5.158071594782778e-287,1.591276033661953e-284,-,0.3483223119327254
PAG1,fid_23640,-0.34829389438312813,1.3465855538011702e-287,5.398456286016869e-285,-0.3498807085121597,2.211486911246693e-290,7.059188595469236e-288,-,0.34829389438312813
RARRES2,fid_23498,0.34826670199682813,1.5024866642343443e-287,6.020142693782319e-285,0.368976497462697,0,0,+,0.34826670199682813
SSC5D,fid_23497,0.3482577503891545,1.5576562118227934e-287,6.237756595566792e-285,0.3489051277323781,1.1443282268691432e-288,3.588150256529449e-286,+,0.3482577503891545
PTH,fid_23481,0.3482162044671134,1.8414086214672753e-287,7.370004789370491e-285,0.36593016651080573,1.82686e-319,7.866211e-317,+,0.3482162044671134
RARRES2,fid_23639,0.34818781338221627,2.064476288502957e-287,8.258257376163416e-285,0.35588691531641303,4.549522473481968e-301,1.6329550463819124e-298,+,0.34818781338221627
PON3,fid_23456,0.34815363152204726,2.3691447996878323e-287,9.471770538514339e-285,0.36432298546621333,1.77978315e-316,7.417440177e-314,+,0.34815363152204726
PAG1,fid_23560,-0.3481447545515895,2.4553623285394577e-287,9.811069030317002e-285,-0.34521630487591787,3.0471826492553442e-282,8.85560500656102e-280,-,0.3481447545515895
PLA2G7,fid_23497,0.34810650864491055,2.864138348465753e-287,1.1438156812932482e-284,0.35248953508698877,5.3890350929001364e-295,1.8100359360479202e-292,+,0.34810650864491055
PTH,fid_23622,-0.34801464599319043,4.1456310646708313e-287,1.6546804900416063e-284,-0.3538330209499409,2.1811747245718348e-297,7.509926130910806e-295,-,0.34801464599319043
ERBB3,fid_23575,0.34800576998531924,4.2964034340392323e-287,1.7139183339002027e-284,0.36145258651581164,3.510982110887e-311,1.3876512445014445e-308,+,0.34800576998531924
