protein,metabolite,r,p,q,r_s,p_s,q_s,sign,abs_r
MAMDC4,fid_23410,0.3571673356142457,2.23598007177844e-303,1.0615151087856273e-300,0.35180225470613463,8.934742869570459e-294,2.961262241054613e-291,+,0.3571673356142457
IGSF9,fid_23424,0.3571379948537224,2.5263108492096272e-303,1.1985646480691139e-300,0.35475047491613587,4.988094047306473e-299,1.7472295828905111e-296,+,0.3571379948537224
MEGF9,fid_23574,0.3571302815617538,2.6086979676424825e-303,1.2368444569599174e-300,0.33746340127182445,5.0932547219932015e-269,1.2805034323213562e-266,+,0.3571302815617538
HHEX,fid_23643,0.3570680788025909,3.379112723473944e-303,1.6010716296709845e-300,0.35247582256344434,5.69998293810535e-295,1.9135909001783138e-292,+,0.3570680788025909
GCG,fid_23622,-0.3570677138508358,3.384246174675721e-303,1.602459303834351e-300,-0.3548052631470347,3.979051813154287e-299,1.3958002936325985e-296,-,0.3570677138508358
HHEX,fid_23486,0.35704256216110114,3.757466527473295e-303,1.778022886477827e-300,0.3647939955113121,2.378337e-317,1.002696737e-314,+,0.35704256216110114
LCAT,fid_23485,0.3570233961507057,4.069238919381555e-303,1.9242999303923325e-300,0.3675439196362981,1.8e-322,7.9115e-320,+,0.3570233961507057
MXRA8,fid_23414,0.3570034900992141,4.420438960756059e-303,2.089019551550902e-300,0.36186036780343933,6.259064756105e-312,2.49823300150712e-309,+,0.3570034900992141
PRAP1,fid_23508,0.3570016461252908,4.4544660995321504e-303,2.1037323259188124e-300,0.36045159290707296,2.394283999778575e-309,9.311074552397333e-307,+,0.3570016461252908
F7,fid_23408,0.35698694268608094,4.735323124632291e-303,2.2349218454542938e-300,0.3695961731127857,0,0,+,0.35698694268608094
ADH4,fid_23489,0.35696698228704443,5.145116709179799e-303,2.426755563173175e-300,0.35928558410939315,3.2129630386614735e-307,1.2226602818603967e-304,+,0.35696698228704443
PRAP1,fid_23571,0.3569492695282888,5.538341716716922e-303,2.6105307706245636e-300,0.35585590583078636,5.172981830085759e-301,1.855816168086408e-298,+,0.3569492695282888
LDLR,fid_23602,-0.3569028013688288,6.71860510046201e-303,3.1648026336836706e-300,-0.34521852338369063,3.0203708668989994e-282,8.781196710236266e-280,-,0.3569028013688288
MENT,fid_23569,0.35684168864954857,8.66160004543334e-303,4.077408952475622e-300,0.36170019164671446,1.2325800838354e-311,4.906228997339386e-309,+,0.35684168864954857
SERPINF1,fid_23636,-0.35677160074410913,1.1590145555563188e-302,5.4524770772139466e-300,-0.3632900152467708,1.452722422e-314,5.93860343392e-312,-,0.35677160074410913
FURIN,fid_23561,-0.35669406197993236,1.5995182621746288e-302,7.519918874609623e-300,-0.3784220346623063,0,0,-,0.35669406197993236
FGFBP1,fid_23596,0.35665860465867594,1.853320205138013e-302,8.707502120366303e-300,0.3217356980961381,2.41684249742837e-243,4.536766656116631e-241,+,0.35665860465867594
F7,fid_23488,0.35663936729111356,2.007470651984993e-302,9.425658278119537e-300,0.36930458582497017,0,0,+,0.35663936729111356
CES1,fid_23455,0.3565940053286565,2.423593263146333e-302,1.1372128567113703e-299,0.3373865401988946,6.857960083629567e-269,1.7217885960430267e-266,+,0.3565940053286565
APOM,fid_23540,0.356585077270381,2.51512720373872e-302,1.1794015616907211e-299,0.35522069183691457,7.159617529719025e-300,2.533511182445574e-297,+,0.356585077270381
AGRP,fid_23645,-0.35655572785103345,2.841076462233431e-302,1.331387779575491e-299,-0.3645573303345878,6.541202e-317,2.741838699e-314,-,0.35655572785103345
APCS,fid_23562,-0.35655100270848633,2.8973621961258644e-302,1.3568896020440453e-299,-0.35489160696947575,2.7864549228873717e-299,9.793432389057792e-297,-,0.35655100270848633
HHEX,fid_23648,0.3565070538522357,3.477279888899567e-302,1.6274274429676507e-299,0.3496265809593115,6.190350645336815e-290,1.969076039343896e-287,+,0.3565070538522357
RARRES2,fid_23501,0.35650668806906877,3.4825637777877035e-302,1.628851552878516e-299,0.38272088271963955,0,0,+,0.35650668806906877
HHEX,fid_23543,0.356500407186984,3.574555518674509e-302,1.6708024194171782e-299,0.35366527936719777,4.345960071361806e-297,1.4906930177574198e-294,+,0.356500407186984
LCAT,fid_23575,0.3563997568647033,5.427952690924358e-302,2.53547833052522e-299,0.3680235240868362,2e-323,8.893e-321,+,0.3563997568647033
PRAP1,fid_23553,-0.35638995176074917,5.653344148398193e-302,2.6390660120259514e-299,-0.36780614614291246,6e-323,2.65e-320,-,0.35638995176074917
RARRES2,fid_23522,0.3563748952989402,6.017787220475521e-302,2.8073904385400797e-299,0.37216757020099467,0,0,+,0.3563748952989402
PROC,fid_23574,0.3563501217081652,6.669220270253634e-302,3.109298292654727e-299,0.35661500342336955,2.2212182538203672e-302,8.064187235976581e-300,+,0.3563501217081652
SSC4D,fid_23555,-0.35624640440926747,1.0254497523277686e-301,4.777747877782977e-299,-0.37946689019872926,0,0,-,0.35624640440926747
LPL,fid_23483,-0.3562382342788974,1.0607897457644409e-301,4.939236846276196e-299,-0.3863248750567622,0,0,-,0.3562382342788974
RARRES2,fid_23562,-0.3562199699698546,1.144255294691088e-301,5.324457234927133e-299,-0.38376707580265834,0,0,-,0.3562199699698546
CPM,fid_23486,0.3562155575626672,1.1653845405118768e-301,5.419306532084376e-299,0.36552594105347835,1.035166e-318,4.4206286e-316,+,0.3562155575626672
PLTP,fid_23430,0.35617904367834224,1.3558835293792627e-301,6.301139268173011e-299,0.3578774314306047,1.1603971674122422e-304,4.307521111273787e-302,+,0.35617904367834224
LCAT,fid_23448,0.3561627588544228,1.4505904604275618e-301,6.736959200913899e-299,0.3695733725066724,0,0,+,0.3561627588544228
CTSD,fid_23453,-0.35614846374656606,1.5391577895500882e-301,7.14372666242963e-299,-0.38460783643984575,0,0,-,0.35614846374656606
GCG,fid_23481,0.3560786329457426,2.0558635795015615e-301,9.535835235179959e-299,0.36829635377610825,0,0,+,0.3560786329457426
CFHR5,fid_23480,0.3560510141787183,2.3051835819114132e-301,1.0685452091991419e-298,0.37613026379748543,0,0,+,0.3560510141787183
ADH4,fid_23407,0.35603482465930153,2.465147126811198e-301,1.1419664444406053e-298,0.3575239951720427,5.064459918355304e-304,1.860033586113241e-301,+,0.35603482465930153
PTH,fid_23578,0.35600653362043605,2.771762150997113e-301,1.2831864050773137e-298,0.3672617594621744,5.93e-322,2.6196e-319,+,0.35600653362043605
APOM,fid_23615,0.35597282983661893,3.1871547713158936e-301,1.4745530805794413e-298,0.3512529892149404,8.38601651761317e-293,2.7542778000511965e-290,+,0.35597282983661893
GHR,fid_23561,-0.35592148580873484,3.9425598767680625e-301,1.8228846932514044e-298,-0.36511579414747436,6.00118e-318,2.5463178e-315,-,0.35592148580873484
GCG,fid_23458,-0.3558757679748791,4.764492802404378e-301,2.2015137114204553e-298,-0.3525539136241432,4.141100305962078e-295,1.3934629983716313e-292,-,0.3558757679748791
IGFBP1,fid_23635,0.35583683446392467,5.598098196942818e-301,2.5850516585655307e-298,0.38290370783509936,0,0,+,0.35583683446392467
HHEX,fid_23483,0.35577917443213203,7.107662307557436e-301,3.2800440016916055e-298,0.36476378906259915,2.706291e-317,1.1402992503e-314,+,0.35577917443213203
NHLRC3,fid_23452,-0.35574574129293474,8.162768960027541e-301,3.7645644200417373e-298,-0.3591129369698723,6.625106014963699e-307,2.509292563815571e-304,-,0.35574574129293474
NPY,fid_23453,-0.3557328435728611,8.61043044625327e-301,3.968502074623151e-298,-0.3590573267707037,8.363423298434868e-307,3.1660392288670384e-304,-,0.3557328435728611
CES1,fid_23456,-0.3557186176969064,9.132689814946182e-301,4.206541236303642e-298,-0.3353955829881963,1.479241948940115e-265,3.5743314660574896e-263,-,0.3557186176969064
SSC4D,fid_23553,-0.3556896123909604,1.029763367980272e-300,4.740113606792078e-298,-0.3786597704972979,0,0,-,0.3556896123909604
GHR,fid_23492,0.35567643820560796,1.087469279814484e-300,5.002572051372413e-298,0.3629889136537787,5.225509728e-314,2.128958778597e-311,+,0.35567643820560796
APCS,fid_23492,0.3556643936372714,1.143049847503959e-300,5.254927664207147e-298,0.36676949351809945,4.94e-321,2.163266e-318,+,0.3556643936372714
CPM,fid_23622,-0.3554548913393079,2.7193229604320657e-300,1.2493604466838171e-297,-0.3670355533644201,1.57e-321,6.9125e-319,-,0.3554548913393079
IGSF9,fid_23599,-0.35542399144669756,3.089953385817048e-300,1.4187453628343593e-297,-0.34203552308990337,9.011830180431415e-277,2.457815212710374e-274,-,0.35542399144669756
F9,fid_23578,0.3554166025062718,3.185813383883374e-300,1.4618358128922582e-297,0.368455432656343,0,0,+,0.3554166025062718
COL18A1,fid_23454,0.355394364354164,3.4926212563489074e-300,1.6016059308349104e-297,0.3494083630825354,1.4970873764047023e-289,4.741305075728131e-287,+,0.355394364354164
F7,fid_23497,0.3553781200071547,3.735236057666785e-300,1.7117814369672176e-297,0.3670901846728194,1.245e-321,5.48447e-319,+,0.3553781200071547
PAG1,fid_23559,-0.35532233164724464,4.70405530059378e-300,2.1544128659016244e-297,-0.3551062466252087,1.1487069164107035e-299,4.054957730751374e-297,-,0.35532233164724464
CPM,fid_23487,0.3552892104338898,5.3941607606198384e-300,2.4689189293463965e-297,0.3626525252386389,2.18030687144e-313,8.843273569601e-311,+,0.3552892104338898
SERPINF1,fid_23555,-0.35524266710118874,6.538160072688912e-300,2.990646585143206e-297,-0.36712683513292377,1.067e-321,4.7038e-319,-,0.35524266710118874
F7,fid_23495,0.35523385423390647,6.780636779475881e-300,3.099608183058638e-297,0.3682480461198167,1e-323,4.46e-321,+,0.35523385423390647
PON3,fid_23599,0.35523319785496554,6.799051813300138e-300,3.106072676626494e-297,0.3804957639046971,0,0,+,0.35523319785496554
APOD,fid_23559,0.35522840461730676,6.935051885322097e-300,3.166212749284262e-297,0.4874100031433078,0,0,+,0.35522840461730676
A1BG,fid_23480,0.3551815325378997,8.416912234742916e-300,3.8403469783367414e-297,0.3726526752223144,0,0,+,0.3551815325378997
MXRA8,fid_23570,0.35514307768179604,9.866022456398252e-300,4.498701987456962e-297,0.36097342314810293,2.65487771721735e-310,1.042489155096057e-307,+,0.35514307768179604
APOC1,fid_23527,0.35505699754485437,1.407790092084749e-299,6.415206773793418e-297,0.3936192733911837,0,0,+,0.35505699754485437
GCG,fid_23494,0.3550209331679123,1.633840618285156e-299,7.4406391630878335e-297,0.3644343938676476,1.1059871e-316,4.62523421e-314,+,0.3550209331679123
FAM20A,fid_23452,-0.3549987752371031,1.7903576662627243e-299,8.148324689589243e-297,-0.3577963047802813,1.6276672078527665e-304,6.02362008325272e-302,-,0.3549987752371031
MXRA8,fid_23606,0.3549367257437682,2.3130243218922728e-299,1.052051177037098e-296,0.34455950709096594,4.15758310520545e-281,1.1981999547738234e-278,+,0.3549367257437682
APOD,fid_23563,0.3548770155693831,2.9593962406778827e-299,1.3452038330257326e-296,0.48595726099000464,0,0,+,0.3548770155693831
MAMDC4,fid_23456,-0.3548662803292566,3.0934437106939614e-299,1.4052567410546267e-296,-0.3489292259188043,1.0382198202872476e-288,3.2582484896338535e-286,-,0.3548662803292566
PTH,fid_23550,0.3548460636314381,3.3625707128005387e-299,1.5265587968491744e-296,0.3698325758314487,0,0,+,0.3548460636314381
UPB1,fid_23452,-0.35482560821804854,3.6586909010318456e-299,1.659956283575454e-296,-0.355541879655183,1.8976262676779183e-300,6.761047047855927e-298,-,0.35482560821804854
CFH,fid_23431,0.35481026458474874,3.897789414324162e-299,1.7673326124782564e-296,0.3660089946005333,1.30216e-319,5.620248e-317,+,0.35481026458474874
GCG,fid_23550,0.3547578895985619,4.837846786931067e-299,2.1922051234363433e-296,0.3662077470093938,5.5434e-320,2.3997183e-317,+,0.3547578895985619
LPL,fid_23486,-0.35473677852230895,5.277997218363326e-299,2.3901632375203953e-296,-0.38204553900414706,0,0,-,0.35473677852230895
IGFBP2,fid_23555,0.3547226361603479,5.595015197020271e-299,2.5321484997916814e-296,0.3760222687163157,0,0,+,0.3547226361603479
INHBC,fid_23563,-0.3546924384647266,6.337058356992543e-299,2.866191949390944e-296,-0.368902456314264,0,0,-,0.3546924384647266
CES1,fid_23508,0.3546921499723595,6.344602095825267e-299,2.867819332034064e-296,0.3633662933789653,1.050145297e-314,4.30015862714e-312,+,0.3546921499723595
AGRP,fid_23624,-0.35467733225681763,6.7443777124452e-299,3.0466269714818253e-296,-0.35334236066368147,1.6365798177515544e-296,5.571507941527776e-294,-,0.35467733225681763
CKB,fid_23634,-0.3546526943390749,7.465579399199089e-299,3.370319590247996e-296,-0.3930908302088269,0,0,-,0.3546526943390749
F9,fid_23452,-0.3546487815614152,7.587001436619864e-299,3.423009212402143e-296,-0.36192456466372586,4.769879178964e-312,1.910135566680886e-309,-,0.3546487815614152
CPM,fid_23490,0.3546337042554357,8.073620091375714e-299,3.640296131907383e-296,0.3603062784181341,4.41400407794007e-309,1.7119717171682276e-306,+,0.3546337042554357
IGFBP1,fid_23431,-0.3546095189382986,8.920159271349166e-299,4.0194967658735184e-296,-0.3532428577602935,2.4617372524692807e-296,8.364969373302945e-294,-,0.3546095189382986
ITIH4,fid_23480,0.35459257713142706,9.565440933430724e-299,4.307595414551665e-296,0.37880651744885474,0,0,+,0.35459257713142706
MXRA8,fid_23617,0.35450353560937686,1.3806802501008984e-298,6.213753602855021e-296,0.34768578256457783,1.5562364759783654e-286,4.7746767162171016e-284,+,0.35450353560937686
LCAT,fid_23550,0.35447731628118107,1.538214910928866e-298,6.918454714884521e-296,0.371781625447889,0,0,+,0.35447731628118107
PRSS8,fid_23456,-0.35447371586567883,1.5612060244030468e-298,7.017519702677125e-296,-0.34399730734983597,3.873846521825255e-280,1.1028718140637573e-277,-,0.35447371586567883
RBP5,fid_23636,-0.3544591954532504,1.6574662082568774e-298,7.445598403050398e-296,-0.3682215199179997,1e-323,4.46e-321,-,0.3544591954532504
PRAP1,fid_23558,-0.35435364929214946,2.560234612742763e-298,1.1493872043325727e-295,-0.3706787338407942,0,0,-,0.35435364929214946
RTN4R,fid_23635,-0.354262614117737,3.724730304904354e-298,1.6711416371876152e-295,-0.3848408503258073,0,0,-,0.354262614117737
APCS,fid_23491,0.3542488898625271,3.9412664452850415e-298,1.7672021170221914e-295,0.36572315664272,4.44244e-319,1.9060824e-316,+,0.3542488898625271
LDLR,fid_23406,-0.3540915685774066,7.531159328511153e-298,3.3747719271893277e-295,-0.360640972071532,1.07833346534539e-309,4.211532460776229e-307,-,0.3540915685774066
GCG,fid_23643,0.35407823148733275,7.956017126223279e-298,3.5629574145840986e-295,0.3619849030349465,3.694646586116e-312,1.483637388305596e-309,+,0.35407823148733275
RTN4R,fid_23552,-0.3540696027408134,8.24356343351543e-298,3.6894565603112395e-295,-0.376066335529557,0,0,-,0.3540696027408134
HHEX,fid_23424,0.3540512728175382,8.889315643551848e-298,3.976018571395959e-295,0.3518418276992954,7.602264670708055e-294,2.523087503596076e-291,+,0.3540512728175382
PTH,fid_23486,0.3539995787518212,1.0995819377626016e-297,4.9151921242677086e-295,0.3680488451895351,2e-323,8.893e-321,+,0.3539995787518212
GCG,fid_23483,0.35398894493651245,1.1487469418471148e-297,5.131806321387095e-295,0.3658070790185607,3.099e-319,1.3320123e-316,+,0.35398894493651245
TFPI,fid_23505,0.35394786117854304,1.360227422853947e-297,6.072822223466567e-295,0.3859544691753756,0,0,+,0.35394786117854304
GCG,fid_23603,0.3539445802255917,1.3787062994464636e-297,6.151543758950108e-295,0.3466618579934232,9.46940752035186e-285,2.8428991893535163e-282,+,0.3539445802255917
APCS,fid_23552,-0.3539367091055647,1.4240668587106206e-297,6.350036435481589e-295,-0.33580196171000526,3.101479464440178e-266,7.56460208261248e-264,-,0.3539367091055647
CFH,fid_23578,0.35392348436312315,1.5036619425101408e-297,6.7008468015731954e-295,0.37315078064971535,0,0,+,0.35392348436312315
GCG,fid_23645,-0.35390218792753625,1.6412848645239055e-297,7.309661270629747e-295,-0.35772743816243374,2.1691122927563816e-304,8.019216972820008e-302,-,0.35390218792753625
IGFBP2,fid_23635,0.3537749135090024,2.769649163383781e-297,1.232741500962276e-294,0.39733236723543414,0,0,+,0.3537749135090024
F7,fid_23500,0.3536995723655367,3.774786152170289e-297,1.6790891026732457e-294,0.36567955582891193,5.35636e-319,2.29279794e-316,+,0.3536995723655367
CES1,fid_23639,0.3536576132981186,4.4850184746651475e-297,1.9937923320852256e-294,0.3472528495199501,8.85734042029778e-286,2.6936358138181825e-283,+,0.3536576132981186
SLC39A5,fid_23458,-0.35365157297823124,4.597710918812121e-297,2.0426398684786876e-294,-0.3863506911916801,0,0,-,0.35365157297823124
PRAP1,fid_23433,-0.353644688096376,4.729614086986317e-297,2.0999573222103554e-294,-0.355355570293978,4.100180631279894e-300,1.4558565649310193e-297,-,0.353644688096376
FURIN,fid_23633,0.35363833297510217,4.8547209978614075e-297,2.15418908278181e-294,0.4279289253546814,0,0,+,0.35363833297510217
LCAT,fid_23543,0.3535930522469872,5.8471587533928e-297,2.5929812348305324e-294,0.37519749336666725,0,0,+,0.3535930522469872
APOC1,fid_23569,0.3535876365642893,5.978683299710798e-297,2.64969046427567e-294,0.4057161172840071,0,0,+,0.3535876365642893
CCN1,fid_23503,0.3535736572281713,6.332007864422099e-297,2.804570145097976e-294,0.34232467998231586,2.884781035006271e-277,7.906290665364414e-275,+,0.3535736572281713
IL6,fid_23480,0.35349453591613733,8.762977065500924e-297,3.878930197012851e-294,0.39441982419588273,0,0,+,0.35349453591613733
IGSF9,fid_23552,-0.35347797770255457,9.379454204013026e-297,4.149286718537427e-294,-0.38469792539463205,0,0,-,0.35347797770255457
YAP1,fid_23478,0.35347199148601277,9.612835119659926e-297,4.2499431647551966e-294,0.3082222850808693,1.7648375060479688e-222,2.5840826135341483e-220,+,0.35347199148601277
CPM,fid_23484,0.3534267656995685,1.1574050216720953e-296,5.1139078985224966e-294,0.36294818828799885,6.212648982e-314,2.5268863303664e-311,+,0.3534267656995685
IGSF9,fid_23442,0.35338010860170627,1.4017070582035436e-296,6.189575594296111e-294,0.34317358687640637,1.0109230641179482e-278,2.8271266703190163e-276,+,0.35338010860170627
CFH,fid_23500,0.35335397759957937,1.5603885723176506e-296,6.886088563486401e-294,0.37358777077509164,0,0,+,0.35335397759957937
APOC1,fid_23526,0.35325850296608236,2.3087010901869324e-296,1.0182254381563461e-293,0.39171762020135037,0,0,+,0.35325850296608236
LPL,fid_23488,-0.353215279480662,2.756589946494145e-296,1.215024273741835e-293,-0.37345718509391895,0,0,-,0.353215279480662
MXRA8,fid_23648,-0.353188657706323,3.0746377984575993e-296,1.3543891307216578e-293,-0.3509390148329762,3.0100471185861774e-292,9.82837177560247e-290,-,0.353188657706323
TTR,fid_23575,0.35318463633858094,3.1257690741936216e-296,1.376078656550711e-293,0.3381860599684625,3.093395010232565e-270,7.883504167890411e-268,+,0.35318463633858094
SSC4D,fid_23426,-0.35318326426452024,3.1434085315224624e-296,1.383006517176152e-293,-0.35812648028056393,4.103852276694772e-305,1.5304294787697987e-302,-,0.35318326426452024
SERPINF1,fid_23554,-0.3531819671713848,3.160175471659413e-296,1.389542346183716e-293,-0.36298627518079596,5.284423489e-314,2.1517550750255e-311,-,0.3531819671713848
GHR,fid_23543,0.35309949272280267,4.431916471617215e-296,1.9475539788283022e-293,0.360606376437594,1.247541226536314e-309,4.867158546562617e-307,+,0.35309949272280267
APCS,fid_23555,-0.3530769007298428,4.862038690974556e-296,2.135275192628234e-293,-0.33856830710560115,7.008401335218121e-271,1.7980668375848647e-268,-,0.3530769007298428
MENT,fid_23568,0.3530503824811615,5.420408926557042e-296,2.3790587201077182e-293,0.3580541102098103,5.551474494726337e-305,2.0692224402443276e-302,+,0.3530503824811615
GUSB,fid_23635,-0.35302308793652093,6.062099695636767e-296,2.659095946819171e-293,-0.3746431209018256,0,0,-,0.35302308793652093
GHR,fid_23412,0.35301696320716336,6.216213773453224e-296,2.7250523963647646e-293,0.35676683072617393,1.182214791479832e-302,4.3006524479783664e-300,+,0.35301696320716336
HHEX,fid_23481,0.3529966451625714,6.75605439924969e-296,2.959921503954823e-293,0.36194631063147686,4.350401395537e-312,1.74407423977921e-309,+,0.3529966451625714
LDLR,fid_23573,0.3529666464365041,7.639898301833547e-296,3.3451294714578187e-293,0.3549800863088191,1.933959442197867e-299,6.81037633397344e-297,+,0.3529666464365041
ASGR1,fid_23596,-0.3528907331382493,1.0427469026197895e-295,4.5629185669960515e-293,-0.34217133308138337,5.278737946033446e-277,1.4423873609223444e-274,-,0.3528907331382493
F7,fid_23489,0.35288802494913446,1.0543810001131918e-295,4.6110517249895987e-293,0.36437029718940944,1.45423055e-316,6.067622528e-314,+,0.35288802494913446
FGFBP1,fid_23445,0.3528353698660087,1.3082085472837274e-295,5.717658007400955e-293,0.3610062258510943,2.3117679384427e-310,9.082511364682437e-308,+,0.3528353698660087
LCAT,fid_23538,0.35277338675346703,1.6862774993610975e-295,7.365617554916622e-293,0.3588572044503879,1.9336120925136195e-306,7.30462167782623e-304,+,0.35277338675346703
HHEX,fid_23496,0.35275301475177734,1.8329903858248365e-295,8.001647057774485e-293,0.35313353641949824,3.85449789357366e-296,1.3073115065254488e-293,+,0.35275301475177734
TFPI,fid_23534,0.35268745715451383,2.3973678127470135e-295,1.045907109667902e-292,0.38658470141285933,0,0,+,0.35268745715451383
ADAMTS15,fid_23458,-0.35267923969508136,2.4793908378445055e-295,1.0810426647038752e-292,-0.38659998052958944,0,0,-,0.35267923969508136
PTH,fid_23483,0.352670717390982,2.5674196132876335e-295,1.1187530964900864e-292,0.3679397631999571,3e-323,1.3325e-320,+,0.352670717390982
RARRES2,fid_23555,-0.3526629662830574,2.6501911200446774e-295,1.1541288567844175e-292,-0.37542240358888274,0,0,-,0.3526629662830574
IL1RN,fid_23558,-0.3526596236898606,2.686703357106279e-295,1.1693289148197089e-292,-0.3983720187004179,0,0,-,0.3526596236898606
GHR,fid_23454,0.3526196374599212,3.1644801137132266e-295,1.3764465861940743e-292,0.35929290636914607,3.115817078843026e-307,1.1869352427843584e-304,+,0.3526196374599212
MXRA8,fid_23440,0.35261529040737183,3.221286917498736e-295,1.4003176982850023e-292,0.3570413943113314,3.775761771089667e-303,1.3797590265675584e-300,+,0.35261529040737183
STAB2,fid_23480,0.3526076277231317,3.323914168176543e-295,1.4440668611894351e-292,0.35520915148404164,7.509267075754589e-300,2.6559455464417437e-297,+,0.3526076277231317
APCS,fid_23497,0.3525851427747222,3.6443033419739875e-295,1.5823134064219207e-292,0.3643455692998013,1.6161809e-316,6.739474437e-314,+,0.3525851427747222
ERBB3,fid_23442,0.3525468897947977,4.261846540758633e-295,1.8493386167559033e-292,0.3667538171168514,5.296e-321,2.314836e-318,+,0.3525468897947977
FURIN,fid_23536,0.35247685076892055,5.676057971427825e-295,2.4615363314026598e-292,0.35347621698959236,9.44750412488739e-297,3.2268509730244484e-294,+,0.35247685076892055
F7,fid_23574,0.3524485838815628,6.371826342769467e-295,2.761622488098673e-292,0.35261685240426244,3.2007585830267036e-295,1.0775407881703945e-292,+,0.3524485838815628
RBP5,fid_23578,0.3524141392887326,7.335825111678269e-295,3.1775358174888126e-292,0.3620325044357977,3.02022210987e-312,1.214154345319706e-309,+,0.3524141392887326
ADIPOQ,fid_23606,0.35240998873780516,7.461415218431152e-295,3.230010651952074e-292,0.3463559499803854,3.221712001102309e-284,9.6244971453892e-282,+,0.35240998873780516
RNASE4,fid_23454,0.35233799570298213,1.0015625210902217e-294,4.333135052181707e-292,0.37706788325186064,0,0,+,0.35233799570298213
LPL,fid_23648,-0.3523305771497576,1.0324076793024341e-294,4.46392567492604e-292,-0.36584871348417985,2.59177e-319,1.1146618e-316,-,0.3523305771497576
ADH4,fid_23408,0.35222587683695145,1.58390880213945e-294,6.844435306586318e-292,0.35309948913199246,4.4319817218632965e-296,1.5003734079569732e-293,+,0.35222587683695145
SMOC1,fid_23648,0.3522195189659973,1.6256059949428174e-294,7.020444628106256e-292,0.36904777309288894,0,0,+,0.3522195189659973
APCS,fid_23498,0.35220266175394094,1.7415474510666198e-294,7.5166904715332675e-292,0.36166299750354236,1.4425503530847e-311,5.729455276955774e-309,+,0.35220266175394094
HHEX,fid_23641,-0.3521555334547881,2.1114170443195352e-294,9.107675737328262e-292,-0.34633559652252777,3.4949923138265024e-284,1.043231522977754e-281,-,0.3521555334547881
RARRES2,fid_23491,0.3520797228718643,2.877962706281075e-294,1.2406835775616726e-291,0.373813698068808,0,0,+,0.3520797228718643
ITGA6,fid_23471,0.35207497401980176,2.9343359969663893e-294,1.2642361393071e-291,0.36055397719075877,1.555672317084066e-309,6.059543761514088e-307,+,0.35207497401980176
APCS,fid_23561,-0.3520693400176706,3.0026494212195347e-294,1.2929020624848433e-291,-0.3489141965921701,1.1031812535508986e-288,3.4606229335332465e-286,-,0.3520693400176706
JAM2,fid_23478,0.35203104072252,3.511095189154895e-294,1.510937138797301e-291,0.2999739187549419,2.8227254783352247e-210,3.6101432027870307e-208,+,0.35203104072252
F7,fid_23424,0.3520284453651609,3.548510445858494e-294,1.5261345537714646e-291,0.35943667070941426,1.7049316056768936e-307,6.52209023097759e-305,+,0.3520284453651609
APOC1,fid_23525,0.3520015192608175,3.9609866569649774e-294,1.7025238869713255e-291,0.3926925354314775,0,0,+,0.3520015192608175
FGF21,fid_23452,-0.3519904947158929,4.14338828499818e-294,1.7798717792987658e-291,-0.33523159312885686,2.776754801825622e-265,6.685099269180917e-263,-,0.3519904947158929
PLTP,fid_23458,0.35198155109598933,4.297508545140718e-294,1.8449866706279815e-291,0.35837143924480513,1.475006299726467e-305,5.523340050677423e-303,+,0.35198155109598933
RTN4R,fid_23553,-0.3519719548762423,4.469249979223648e-294,1.9175852607137564e-291,-0.3736759438672223,0,0,-,0.3519719548762423
CFI,fid_23433,-0.35186737110983846,6.849589458341447e-294,2.937164575572727e-291,-0.3503213611828455,3.703028552324572e-291,1.1919734037708684e-288,-,0.35186737110983846
SERPING1,fid_23480,0.3516887505756789,1.4197126029832813e-293,6.084263743743758e-291,0.3408900582504967,8.115774537876965e-275,2.1782852744238007e-272,+,0.3516887505756789
INHBC,fid_23558,-0.35155778790011377,2.4218676534165641e-293,1.0372943361228137e-290,-0.3678071885493521,6e-323,2.65e-320,-,0.35155778790011377
RARRES2,fid_23409,0.3515524705534282,2.4749458579011032e-293,1.0594036353616706e-290,0.37086208693627926,0,0,+,0.3515524705534282
RARRES2,fid_23482,0.3515444506160653,2.5572080626047164e-293,1.093971803031812e-290,0.3786937285396754,0,0,+,0.3515444506160653
LPL,fid_23481,-0.35149980170558687,3.0677170327898626e-293,1.3115951992115816e-290,-0.3802460270093255,0,0,-,0.35149980170558687
IL1RN,fid_23636,-0.35145864930809834,3.6279617512645937e-293,1.550214619419986e-290,-0.40095227371053366,0,0,-,0.35145864930809834
F7,fid_23536,0.3514363248605667,3.9735305634331607e-293,1.6968773166572782e-290,0.36499182887222076,1.020229e-317,4.316262456e-315,+,0.3514363248605667
PLA2G7,fid_23442,0.35141272045793015,4.374741719576924e-293,1.867115618779692e-290,0.35791558853735017,9.896260112267192e-305,3.6773561521775436e-302,+,0.35141272045793015
CPM,fid_23555,-0.3513840703028313,4.9164722576679473e-293,2.0970918119208052e-290,-0.39150608389907504,0,0,-,0.3513840703028313
FURIN,fid_23491,0.35136106321613875,5.399637399157895e-293,2.3018321703620715e-290,0.3505922174276616,1.2327492896170184e-291,3.989316112740993e-289,+,0.35136106321613875
GCG,fid_23408,0.3513390652927353,5.905908261108083e-293,2.516176557637426e-290,0.36181411931465995,7.612078173807e-312,3.03493932591692e-309,+,0.3513390652927353
FTCD,fid_23452,-0.35128000271002513,7.512315964836783e-293,3.1987018893018655e-290,-0.34901320843491973,7.395695328978817e-289,2.3240037318015576e-286,-,0.35128000271002513
