name,type,display_label,degree,strength,module_louvain,module_walktrap
AGXT,protein,AGXT,5,1.0326335377692242,6,3
HBQ1,protein,HBQ1,1,0.21441927295943583,5,3
NFKB1,protein,NFKB1,6,1.2509602948405172,5,3
GP1BB,protein,GP1BB,2,0.4292394036466426,5,2
OXCT1,protein,OXCT1,2,0.44015644216502897,5,2
CCDC80,protein,CCDC80,2,0.4250360727321986,6,1
FGF23,protein,FGF23,3,0.6364459323014733,6,1
PPCDC,protein,PPCDC,1,0.21427292338459017,5,2
INPP1,protein,INPP1,1,0.2153243622868208,5,2
TYMP,protein,TYMP,1,0.2161179242378892,5,2
CD163,protein,CD163,2,0.425560075847387,5,3
CCL28,protein,CCL28,1,0.21563350541065548,5,2
MAPKAPK2,protein,MAPKAPK2,1,0.22109260925291527,5,2
STIP1,protein,STIP1,1,0.2147644462453443,5,2
TFF1,protein,TFF1,1,0.219678930656324,6,1
MOCS2,protein,MOCS2,2,0.42888716049718384,5,2
SLITRK1,protein,SLITRK1,2,0.4329119393863323,4,3
ARFIP1,protein,ARFIP1,1,0.21889967249746475,5,2
SPON2,protein,SPON2,2,0.417771353931202,3,1
USP25,protein,USP25,2,0.42379639482923737,5,2
MASP1,protein,MASP1,23,4.769179926056917,2,3
CDC42BPB,protein,CDC42BPB,1,0.21849911710608907,5,3
IDUA,protein,IDUA,5,1.0267798870556375,6,3
KLK6,protein,KLK6,1,0.2181808938607959,6,1
BMPER,protein,BMPER,6,1.2786469925487476,6,3
CCL3,protein,CCL3,1,0.2138718227575764,5,3
ARHGEF12,protein,ARHGEF12,1,0.21345301204527337,5,3
ACADSB,protein,ACADSB,2,0.4327195402529889,5,2
KLK8,protein,KLK8,1,0.22016478447460416,6,1
INPPL1,protein,INPPL1,1,0.21271643972154317,5,3
TCOF1,protein,TCOF1,6,1.2469928797210783,6,3
CTSB,protein,CTSB,7,1.4481242321123546,3,3
APEX1,protein,APEX1,3,0.6217970701382056,6,3
TBL1X,protein,TBL1X,1,0.21467904717785377,5,2
CD93,protein,CD93,1,0.22060206331226323,6,1
CPXM2,protein,CPXM2,2,0.4227487746214836,6,3
IL18BP,protein,IL18BP,1,0.21664237363772093,6,1
IL12A_IL12B,protein,IL12A_IL12B,8,1.6525959768811513,6,3
B2M,protein,B2M,2,0.4275780449502756,5,3
SULT1A1,protein,SULT1A1,1,0.2107446992535238,5,2
PRSS2,protein,PRSS2,1,0.2161227395779817,6,1
EIF4EBP1,protein,EIF4EBP1,1,0.2122292257518252,5,2
VAV3,protein,VAV3,2,0.4193431575562783,5,2
TNFAIP2,protein,TNFAIP2,1,0.21559862881825487,5,3
TBC1D23,protein,TBC1D23,1,0.21106038555038964,5,3
SHMT1,protein,SHMT1,1,0.21076106526350585,5,3
INHBB,protein,INHBB,1,0.2175698096993351,5,3
WWP2,protein,WWP2,1,0.21138843804016444,5,3
CES3,protein,CES3,11,2.2489814069431793,2,3
RGMA,protein,RGMA,1,0.214488908229482,6,1
KYAT1,protein,KYAT1,1,0.2114452209072195,5,2
IMPACT,protein,IMPACT,1,0.2152240540520143,5,2
PMVK,protein,PMVK,1,0.2129149048099887,5,2
CETN2,protein,CETN2,2,0.4223222025335991,5,2
GATD3,protein,GATD3,1,0.21731286728968272,5,3
KLRB1,protein,KLRB1,2,0.4162160580642956,6,1
AHCY,protein,AHCY,1,0.2107755097143535,5,3
CXCL5,protein,CXCL5,1,0.2108643717269171,5,3
DNM3,protein,DNM3,1,0.21444335473339163,5,3
TNFSF11,protein,TNFSF11,1,0.21038013705913225,1,3
CDSN,protein,CDSN,1,0.2140874458803825,6,1
DTNB,protein,DTNB,1,0.21475947609680293,5,3
SPART,protein,SPART,2,0.4297078315254036,5,2
ANKMY2,protein,ANKMY2,1,0.2174593520372931,5,2
ABRAXAS2,protein,ABRAXAS2,1,0.21755096570461205,5,2
NFE2,protein,NFE2,1,0.21659015398199105,5,3
ASRGL1,protein,ASRGL1,1,0.2168421208802729,5,2
EHD3,protein,EHD3,1,0.21683943449427895,5,2
PAK4,protein,PAK4,2,0.41837877792221967,5,2
TFPI2,protein,TFPI2,1,0.20902993996777416,5,3
SERPINB8,protein,SERPINB8,2,0.4153645648048303,6,3
HMGCL,protein,HMGCL,1,0.21652577903186823,5,2
CD2AP,protein,CD2AP,5,1.027579866436374,6,3
SFRP4,protein,SFRP4,6,1.2427788486509976,6,3
AAMDC,protein,AAMDC,3,0.6198049001997097,2,3
OGA,protein,OGA,2,0.41621441212181576,5,2
AREG,protein,AREG,4,0.8293414885958055,4,3
ANGPTL1,protein,ANGPTL1,4,0.8329670610107353,4,3
SPINK2,protein,SPINK2,1,0.21514799813081245,5,3
FAM13A,protein,FAM13A,1,0.21306213347337863,5,2
HMOX1,protein,HMOX1,7,1.4361391112261912,3,3
EDAR,protein,EDAR,1,0.20878398658212777,5,2
TIMP4,protein,TIMP4,7,1.4260195413521342,3,3
PDE5A,protein,PDE5A,2,0.4249538446733291,5,2
PTPRS,protein,PTPRS,2,0.4088829094239279,3,3
IMMT,protein,IMMT,4,0.8328519987301082,6,3
BRAP,protein,BRAP,2,0.41797839754333965,5,2
PSME2,protein,PSME2,3,0.6140174414378112,3,3
GOLGA3,protein,GOLGA3,1,0.21209203709248312,5,3
RRM2,protein,RRM2,4,0.8247998619269319,6,3
FOXO1,protein,FOXO1,1,0.207945829111732,5,3
BAP18,protein,BAP18,1,0.21195824256793244,5,3
IL12B,protein,IL12B,1,0.2114031484574546,6,1
REN,protein,REN,4,0.8184830592626029,4,3
GPRC5C,protein,GPRC5C,4,0.8214947517176133,6,3
UROD,protein,UROD,1,0.21449856468149164,5,2
RNF149,protein,RNF149,3,0.6346760431483698,6,3
APOL1,protein,APOL1,5,1.0257101651933607,1,3
NAGK,protein,NAGK,3,0.6174188620321296,2,3
AMN,protein,AMN,2,0.4155971717748085,6,3
TNFSF13,protein,TNFSF13,1,0.2069469127117277,5,2
SLMAP,protein,SLMAP,1,0.2111820364179041,5,3
MEP1A,protein,MEP1A,10,2.0586446128662668,4,3
ABHD14B,protein,ABHD14B,1,0.20761105388705253,5,2
OPLAH,protein,OPLAH,1,0.21341154423889896,5,2
FCRL1,protein,FCRL1,2,0.4099797381126961,3,3
SDCCAG8,protein,SDCCAG8,1,0.21081942378367305,5,3
PPP1R14A,protein,PPP1R14A,2,0.4209571615600403,5,2
LAG3,protein,LAG3,2,0.40745419669769223,3,3
HGS,protein,HGS,1,0.20812964848456908,5,2
CD300A,protein,CD300A,3,0.6299359680995663,6,3
HEPH,protein,HEPH,4,0.8181531015943048,4,3
C1QTNF1,protein,C1QTNF1,1,0.20542978840645745,6,3
RABEP1,protein,RABEP1,2,0.41519925992139917,5,2
AKR7L,protein,AKR7L,3,0.6240107161844989,6,3
FAM3B,protein,FAM3B,3,0.6125121853074943,4,1
CCL13,protein,CCL13,1,0.20502366770380423,5,2
SIGLEC10,protein,SIGLEC10,2,0.4075959304782315,3,3
AKT1S1,protein,AKT1S1,1,0.20732300384045488,5,2
CEACAM16,protein,CEACAM16,9,1.8489890059544365,3,3
BIN2,protein,BIN2,1,0.20516890391448755,5,2
ADAM8,protein,ADAM8,1,0.2042970441751156,5,3
PPIF,protein,PPIF,1,0.20935364142539575,5,2
OGFR,protein,OGFR,1,0.20509056814068585,6,3
TST,protein,TST,1,0.20740825263401969,5,2
CERT,protein,CERT,2,0.40877008514183344,5,2
AIF1,protein,AIF1,1,0.2068404776237827,5,2
TNFSF13B,protein,TNFSF13B,1,0.20354609901873055,5,3
CASP10,protein,CASP10,1,0.20659511296092797,5,2
TNFSF12,protein,TNFSF12,1,0.2036596039957206,5,2
ARL2BP,protein,ARL2BP,1,0.21187487242887548,5,2
AMOT,protein,AMOT,8,1.6438954960944179,4,3
DDHD2,protein,DDHD2,1,0.2087509207862888,5,2
CCL11,protein,CCL11,1,0.2035137960459825,5,2
CST6,protein,CST6,1,0.21153776977816252,6,1
RBKS,protein,RBKS,2,0.4072753112596288,6,3
ZNRD2,protein,ZNRD2,1,0.20838429731520633,5,3
C1R,protein,C1R,1,0.2081159773603442,5,3
DEFA1_DEFA1B,protein,DEFA1_DEFA1B,2,0.4086136256052643,6,1
DMP1,protein,DMP1,1,0.2106131236381968,4,3
CD80,protein,CD80,1,0.20783421167502755,6,3
TSPYL1,protein,TSPYL1,1,0.21119473531887945,5,2
MAP2,protein,MAP2,1,0.20769139638403625,5,3
HSDL2,protein,HSDL2,1,0.2101144042076052,5,3
EPS8L2,protein,EPS8L2,2,0.40374792838119655,6,3
REG1A,protein,REG1A,1,0.20895985609770143,6,1
PGD,protein,PGD,1,0.20751546775847785,5,2
BOC,protein,BOC,2,0.4049734388907642,3,3
TNFRSF8,protein,TNFRSF8,1,0.20197159004912135,3,3
PTGES2,protein,PTGES2,2,0.41914307157189945,5,2
TRIM58,protein,TRIM58,1,0.20729846599942964,5,3
CALCA,protein,CALCA,1,0.20356864180997253,6,3
SPINK4,protein,SPINK4,1,0.20774613556799496,6,1
NT5C3A,protein,NT5C3A,1,0.20326309023598804,5,2
SUGP1,protein,SUGP1,2,0.4073398809633034,5,3
RAB33A,protein,RAB33A,1,0.2100241258449684,5,2
PDLIM5,protein,PDLIM5,1,0.20655058589843525,5,3
FKBP1B,protein,FKBP1B,1,0.2019929982135797,5,2
COL2A1,protein,COL2A1,1,0.20910956923386728,5,2
GNE,protein,GNE,1,0.20430100909892424,5,2
NFATC1,protein,NFATC1,1,0.2023330823846171,2,3
SH2B3,protein,SH2B3,1,0.20375604132031833,5,3
VEGFB,protein,VEGFB,1,0.20884044843846863,5,3
DNAJC9,protein,DNAJC9,1,0.2062137228695504,5,2
ANXA11,protein,ANXA11,1,0.2019961279336956,5,2
IRAK1,protein,IRAK1,2,0.4059741255345459,5,2
WASF1,protein,WASF1,1,0.20306842219885185,5,3
RABGAP1L,protein,RABGAP1L,1,0.2030428210725479,5,2
SIRPB1,protein,SIRPB1,1,0.2053463621972469,6,1
BACH1,protein,BACH1,1,0.2007693186860749,5,3
SOD1,protein,SOD1,1,0.20298037476203856,5,2
ASAH2,protein,ASAH2,1,0.2007952347930669,6,3
ATP6V1G1,protein,ATP6V1G1,3,0.6158240073914342,5,3
HIP1R,protein,HIP1R,3,0.6096861620317379,6,3
ASPSCR1,protein,ASPSCR1,1,0.2042775177481684,5,2
GIT1,protein,GIT1,1,0.20655071455035423,5,3
TRIM25,protein,TRIM25,1,0.20379030375294457,5,3
TNF,protein,TNF,1,0.20114880376283548,5,3
FABP3,protein,FABP3,1,0.20332280951980083,6,3
FOLR1,protein,FOLR1,1,0.20396780691786537,6,1
HMOX2,protein,HMOX2,1,0.20088780275156087,5,3
TGFBR3,protein,TGFBR3,1,0.20258245221985727,6,1
MAVS,protein,MAVS,1,0.20092430396628977,5,2
GASK1A,protein,GASK1A,1,0.2057413473948981,3,3
RTBDN,protein,RTBDN,1,0.20299103152994935,6,1
ANXA2,protein,ANXA2,1,0.20615349340022923,5,3
BTC,protein,BTC,1,0.2002302222031671,5,2
TRIM24,protein,TRIM24,1,0.2038273117162128,5,3
RAB2B,protein,RAB2B,1,0.20257050770896953,5,2
YOD1,protein,YOD1,2,0.40797819347450404,6,3
AZI2,protein,AZI2,1,0.20157741168512655,5,3
WDR46,protein,WDR46,1,0.2014286871850752,6,3
ITGBL1,protein,ITGBL1,2,0.4008834631291309,4,3
TAX1BP1,protein,TAX1BP1,1,0.20087333668904592,5,3
WFDC2,protein,WFDC2,1,0.20126862665546336,6,3
DENR,protein,DENR,1,0.2037499402381389,5,2
RBFOX3,protein,RBFOX3,1,0.20049931191247528,6,3
MAN2B2,protein,MAN2B2,1,0.20030994331784335,4,3
DNM1,protein,DNM1,1,0.2006619526454776,5,2
CHM,protein,CHM,1,0.2029458694346539,5,2
ST13,protein,ST13,1,0.2023919433666448,5,2
VASN,protein,VASN,1,0.20071714587997996,6,1
DYNLT1,protein,DYNLT1,1,0.2003391486547583,5,3
LPP,protein,LPP,1,0.20086501267506937,5,2
fid_23578,metabolite,fid_23578,330,87.36550307365918,2,3
fid_23497,metabolite,fid_23497,133,36.43116782508697,2,3
fid_23500,metabolite,fid_23500,103,28.94756177052384,2,3
fid_23491,metabolite,fid_23491,61,17.948089005555527,1,3
fid_23493,metabolite,fid_23493,85,24.177044533459036,2,3
fid_23488,metabolite,fid_23488,216,57.48038382887322,2,3
fid_23515,metabolite,fid_23515,105,29.16571477940209,2,3
fid_23495,metabolite,fid_23495,115,31.83731356146269,2,3
fid_23490,metabolite,fid_23490,142,39.03867130001371,2,3
fid_23498,metabolite,fid_23498,49,14.778092230787328,1,3
fid_23485,metabolite,fid_23485,161,41.747555505734596,2,3
fid_23424,metabolite,fid_23424,69,20.046507529766654,2,3
fid_23407,metabolite,fid_23407,207,55.24043176400848,2,3
fid_23489,metabolite,fid_23489,193,52.01108256589345,2,3
fid_23484,metabolite,fid_23484,160,41.92417553197154,2,3
fid_23496,metabolite,fid_23496,65,19.552364845316603,2,3
fid_23412,metabolite,fid_23412,46,13.809398380437917,1,3
fid_23522,metabolite,fid_23522,69,19.824584198361727,2,3
fid_23492,metabolite,fid_23492,46,13.733841382476172,1,3
fid_23550,metabolite,fid_23550,197,51.61267593677752,2,3
fid_23509,metabolite,fid_23509,37,11.426821571256534,1,3
fid_23408,metabolite,fid_23408,152,41.66873802369708,2,3
fid_23508,metabolite,fid_23508,65,19.118193900245526,1,3
fid_23510,metabolite,fid_23510,41,12.526789265097202,1,3
fid_23648,metabolite,fid_23648,180,48.218442531210314,6,3
fid_23643,metabolite,fid_23643,130,35.0749775211368,6,3
fid_23499,metabolite,fid_23499,31,9.817609261017338,1,3
fid_23494,metabolite,fid_23494,195,52.61532278044888,2,3
fid_23486,metabolite,fid_23486,129,35.19450408624584,2,3
fid_23543,metabolite,fid_23543,172,45.29258441402744,2,3
fid_23435,metabolite,fid_23435,178,49.29910751997063,6,3
fid_23483,metabolite,fid_23483,146,39.70674678650469,2,3
fid_23420,metabolite,fid_23420,36,11.045727543436996,1,3
fid_23409,metabolite,fid_23409,134,35.26251969359624,2,3
fid_23447,metabolite,fid_23447,235,61.29895290208924,2,3
fid_23622,metabolite,fid_23622,135,36.70242168760077,6,3
fid_23481,metabolite,fid_23481,142,38.585910686017804,2,3
fid_23501,metabolite,fid_23501,42,13.587533239306522,1,3
fid_23428,metabolite,fid_23428,30,9.45435345534254,1,3
fid_23641,metabolite,fid_23641,136,36.369408689858304,6,3
fid_23640,metabolite,fid_23640,176,46.94873372379641,6,3
fid_23439,metabolite,fid_23439,24,6.6754099445759065,1,3
fid_23529,metabolite,fid_23529,53,15.18395698037458,2,3
fid_23546,metabolite,fid_23546,15,4.311978079256211,1,3
fid_23544,metabolite,fid_23544,25,7.114332672981606,1,3
fid_23429,metabolite,fid_23429,23,6.4109665961655,1,3
fid_23482,metabolite,fid_23482,97,27.083769596917325,2,3
fid_23545,metabolite,fid_23545,25,7.053584289855387,1,3
fid_23536,metabolite,fid_23536,86,23.359146115180746,2,3
fid_23431,metabolite,fid_23431,52,16.61932139290938,3,3
fid_23547,metabolite,fid_23547,25,7.017900724654922,1,3
fid_23530,metabolite,fid_23530,17,4.8927236890668775,1,3
fid_23523,metabolite,fid_23523,10,3.1966513729340704,1,3
fid_23402,metabolite,fid_23402,25,6.852777162946832,1,3
fid_23505,metabolite,fid_23505,15,4.484025869491095,1,3
fid_23503,metabolite,fid_23503,33,10.075739992516231,1,3
fid_23401,metabolite,fid_23401,23,6.41012535170927,1,3
fid_23548,metabolite,fid_23548,27,7.988218638340013,1,3
fid_23413,metabolite,fid_23413,21,5.904232652387045,1,3
fid_23410,metabolite,fid_23410,91,24.74237756959388,2,3
fid_23638,metabolite,fid_23638,63,18.00763768931223,6,3
fid_23506,metabolite,fid_23506,12,3.6189983457083468,1,3
fid_23441,metabolite,fid_23441,23,6.230110414885033,1,3
fid_23404,metabolite,fid_23404,16,4.647582762331094,1,3
fid_23514,metabolite,fid_23514,25,7.18401118821297,1,3
fid_23425,metabolite,fid_23425,23,6.434899714674411,1,3
fid_23571,metabolite,fid_23571,96,26.28255226159529,2,3
fid_23507,metabolite,fid_23507,25,7.288190791903241,1,3
fid_23539,metabolite,fid_23539,26,7.479224193890589,1,3
fid_23403,metabolite,fid_23403,28,8.497319527195701,1,3
fid_23537,metabolite,fid_23537,26,7.35901827048614,1,3
fid_23416,metabolite,fid_23416,25,7.369910809111358,1,3
fid_23480,metabolite,fid_23480,605,153.35285197956964,5,3
fid_23487,metabolite,fid_23487,60,17.600875114772,2,3
fid_23538,metabolite,fid_23538,27,7.934097514371924,1,3
fid_23405,metabolite,fid_23405,20,5.684469317763446,1,3
fid_23532,metabolite,fid_23532,17,4.916477411992092,1,3
fid_23626,metabolite,fid_23626,29,8.587983129553502,1,3
fid_23562,metabolite,fid_23562,119,33.3313793463179,3,3
fid_23458,metabolite,fid_23458,380,100.31582778849912,6,3
fid_23433,metabolite,fid_23433,77,22.895780421330713,3,3
fid_23540,metabolite,fid_23540,26,7.578956631337396,1,3
fid_23417,metabolite,fid_23417,25,6.9583726634634395,1,3
fid_23513,metabolite,fid_23513,25,7.640413580150189,1,3
fid_23558,metabolite,fid_23558,86,24.462367695158562,3,3
fid_23561,metabolite,fid_23561,106,29.92873787337849,3,3
fid_23442,metabolite,fid_23442,78,21.72858017837248,2,3
fid_23454,metabolite,fid_23454,341,90.1107108618294,6,3
fid_23511,metabolite,fid_23511,29,8.745749006849122,1,3
fid_23531,metabolite,fid_23531,17,4.96911726790729,1,3
fid_23512,metabolite,fid_23512,25,7.470453244178997,1,3
fid_23541,metabolite,fid_23541,29,8.654652873702005,1,3
fid_23627,metabolite,fid_23627,40,12.32908740595886,4,3
fid_23559,metabolite,fid_23559,81,22.938360128360195,3,3
fid_23549,metabolite,fid_23549,9,2.806804291401777,1,3
fid_23525,metabolite,fid_23525,11,3.438826174625013,1,3
fid_23504,metabolite,fid_23504,28,8.36811598623546,1,3
fid_23448,metabolite,fid_23448,124,32.70815904870376,2,3
fid_23533,metabolite,fid_23533,17,4.841352174384158,1,3
fid_23542,metabolite,fid_23542,16,4.5103242961635255,1,3
fid_23421,metabolite,fid_23421,13,3.823979656188495,1,3
fid_23452,metabolite,fid_23452,160,44.47071972011597,2,3
fid_23534,metabolite,fid_23534,18,5.172407598823232,1,3
fid_23524,metabolite,fid_23524,13,3.866986946080697,1,3
fid_23563,metabolite,fid_23563,76,21.634101754076088,3,3
fid_23502,metabolite,fid_23502,28,8.454708744765911,1,3
fid_23560,metabolite,fid_23560,65,18.45606567954794,3,3
fid_23419,metabolite,fid_23419,22,6.122362201649511,1,3
fid_23535,metabolite,fid_23535,16,4.508982974051296,1,3
fid_23589,metabolite,fid_23589,25,7.4513710734399234,4,3
fid_23633,metabolite,fid_23633,34,10.854267371953837,4,3
fid_23624,metabolite,fid_23624,39,10.879748576443141,1,3
fid_23519,metabolite,fid_23519,9,2.9065206811982938,1,3
fid_23528,metabolite,fid_23528,15,4.280677758439875,1,3
fid_23526,metabolite,fid_23526,15,4.323717891288591,1,3
fid_23520,metabolite,fid_23520,9,2.8592779308074108,1,3
fid_23440,metabolite,fid_23440,41,11.28517511968657,3,3
fid_23527,metabolite,fid_23527,15,4.305912684431273,1,3
fid_23516,metabolite,fid_23516,24,6.401770074903859,1,3
fid_23636,metabolite,fid_23636,197,53.794854733767416,6,3
fid_23418,metabolite,fid_23418,97,25.86058349175793,3,3
fid_23406,metabolite,fid_23406,88,23.481739994627876,3,3
fid_23521,metabolite,fid_23521,19,5.108442092713531,1,3
fid_23617,metabolite,fid_23617,101,27.97162009073494,4,3
fid_23570,metabolite,fid_23570,40,11.099835434974137,3,3
fid_23426,metabolite,fid_23426,47,12.987016934932315,3,3
fid_23642,metabolite,fid_23642,78,20.850465696006335,3,3
fid_23565,metabolite,fid_23565,36,10.001811368432081,3,3
fid_23568,metabolite,fid_23568,47,12.774281663559584,3,3
fid_23453,metabolite,fid_23453,325,84.92482704562757,6,3
fid_23430,metabolite,fid_23430,43,11.281919279018013,3,3
fid_23569,metabolite,fid_23569,47,12.805864368136248,3,3
fid_23555,metabolite,fid_23555,77,22.477906894142006,3,3
fid_23635,metabolite,fid_23635,158,43.87068830447449,6,3
fid_23414,metabolite,fid_23414,35,9.87340939923155,3,3
fid_23400,metabolite,fid_23400,22,6.1072789028400685,1,3
fid_23471,metabolite,fid_23471,475,118.39673470854619,5,2
fid_23427,metabolite,fid_23427,36,9.837675395827894,3,3
fid_23422,metabolite,fid_23422,57,15.642445655749707,3,3
fid_23566,metabolite,fid_23566,34,9.103283679779722,3,3
fid_23621,metabolite,fid_23621,25,6.767991007708035,1,3
fid_23517,metabolite,fid_23517,25,6.666719398697463,1,3
fid_23518,metabolite,fid_23518,25,6.742495572801686,1,3
fid_23553,metabolite,fid_23553,58,17.085960764532658,3,3
fid_23628,metabolite,fid_23628,61,16.935642509264877,4,3
fid_23552,metabolite,fid_23552,58,16.98414475851557,3,3
fid_23554,metabolite,fid_23554,65,18.98365888458895,3,3
fid_23438,metabolite,fid_23438,21,5.917178376918163,3,3
fid_23632,metabolite,fid_23632,31,8.935284402272877,3,3
fid_23639,metabolite,fid_23639,153,40.4258538239547,6,3
fid_23415,metabolite,fid_23415,23,6.345915625022252,1,3
fid_23551,metabolite,fid_23551,52,15.077314235984083,3,3
fid_23411,metabolite,fid_23411,33,8.925158611823788,1,3
fid_23436,metabolite,fid_23436,29,7.929312827291616,1,3
fid_23423,metabolite,fid_23423,32,9.275621999331543,1,3
fid_23574,metabolite,fid_23574,57,15.887834004472538,1,3
fid_23567,metabolite,fid_23567,30,7.8705740459652045,3,3
fid_23634,metabolite,fid_23634,86,24.53100146330008,4,3
fid_23437,metabolite,fid_23437,28,7.61109665638326,3,3
fid_23478,metabolite,fid_23478,164,46.49109689071126,6,1
fid_23573,metabolite,fid_23573,50,14.205716135918049,1,3
fid_23434,metabolite,fid_23434,35,9.345106913788529,1,3
fid_23594,metabolite,fid_23594,24,6.125572753845437,4,3
fid_23557,metabolite,fid_23557,28,7.86678409177011,1,3
fid_23596,metabolite,fid_23596,51,14.92239553476878,4,3
fid_23645,metabolite,fid_23645,33,9.397576895140176,4,3
fid_23646,metabolite,fid_23646,30,8.283626830615056,4,3
fid_23606,metabolite,fid_23606,89,23.966056245937864,4,3
fid_23613,metabolite,fid_23613,70,18.673897726500655,4,3
fid_23595,metabolite,fid_23595,37,11.18537211911884,4,3
fid_23608,metabolite,fid_23608,53,15.16472563742141,4,3
fid_23577,metabolite,fid_23577,40,11.159707819483081,1,3
fid_23597,metabolite,fid_23597,28,8.037208294417383,4,3
fid_23605,metabolite,fid_23605,69,19.074199711036087,4,3
fid_23449,metabolite,fid_23449,21,5.770050711458822,1,3
fid_23456,metabolite,fid_23456,48,13.877136481099177,4,3
fid_23618,metabolite,fid_23618,64,16.745134611739754,4,3
fid_23585,metabolite,fid_23585,27,8.353958430491112,4,3
fid_23598,metabolite,fid_23598,34,10.009754132869029,4,3
fid_23612,metabolite,fid_23612,30,7.880769361473816,4,3
fid_23556,metabolite,fid_23556,36,10.946648705085254,3,3
fid_23623,metabolite,fid_23623,41,10.646851092013044,4,3
fid_23602,metabolite,fid_23602,35,10.292190877035505,4,3
fid_23586,metabolite,fid_23586,25,7.734665006736373,4,3
fid_23603,metabolite,fid_23603,27,7.634321710056962,4,3
fid_23600,metabolite,fid_23600,26,7.0525951147420365,4,3
fid_23601,metabolite,fid_23601,14,3.719468181114093,4,3
fid_23446,metabolite,fid_23446,27,7.689088300676607,1,3
fid_23607,metabolite,fid_23607,28,7.439962567088022,4,3
fid_23445,metabolite,fid_23445,28,7.747328654439477,1,3
fid_23465,metabolite,fid_23465,8,2.4655112240311303,4,3
fid_23599,metabolite,fid_23599,31,9.17236424442265,4,3
fid_23464,metabolite,fid_23464,21,5.3676982770002954,4,3
fid_23610,metabolite,fid_23610,41,10.749164334870065,4,3
fid_23615,metabolite,fid_23615,66,16.872951112823927,4,3
fid_23572,metabolite,fid_23572,35,9.921587641065342,1,3
fid_23588,metabolite,fid_23588,26,7.334403409250667,4,3
fid_23629,metabolite,fid_23629,26,7.311962371192435,3,3
fid_23467,metabolite,fid_23467,25,6.565369217052789,4,3
fid_23591,metabolite,fid_23591,27,7.631438362393432,4,3
fid_23587,metabolite,fid_23587,26,7.305593698701883,4,3
fid_23575,metabolite,fid_23575,35,9.30893801791317,1,3
fid_23564,metabolite,fid_23564,25,6.264690698773855,4,3
fid_23625,metabolite,fid_23625,14,3.374873017185444,1,3
fid_23466,metabolite,fid_23466,11,2.8634150758433803,4,3
fid_23620,metabolite,fid_23620,24,5.922984497501062,4,3
fid_23604,metabolite,fid_23604,42,10.55247098108521,3,3
fid_23443,metabolite,fid_23443,104,25.646855314121517,6,3
fid_23455,metabolite,fid_23455,37,9.484226944397621,4,3
fid_23611,metabolite,fid_23611,28,7.053443190134443,4,3
fid_23619,metabolite,fid_23619,5,1.246380384703638,1,3
fid_23576,metabolite,fid_23576,28,7.325800685533878,1,3
fid_23644,metabolite,fid_23644,11,2.5731768945499,4,3
fid_23474,metabolite,fid_23474,4,1.0649222430107619,4,3
fid_23584,metabolite,fid_23584,3,0.8767388296867142,1,3
fid_23472,metabolite,fid_23472,14,3.639465673084097,5,2
fid_23462,metabolite,fid_23462,7,1.7442576835630934,4,3
fid_23631,metabolite,fid_23631,13,3.1445615220748504,4,3
fid_23593,metabolite,fid_23593,4,1.0466563148815455,1,3
fid_23637,metabolite,fid_23637,26,6.225562438781057,4,3
fid_23476,metabolite,fid_23476,4,0.9278048783718031,4,3
fid_23457,metabolite,fid_23457,51,12.070983139257024,6,3
fid_23590,metabolite,fid_23590,17,4.033032233908009,4,3
fid_23647,metabolite,fid_23647,25,5.906817485910915,3,3
fid_23469,metabolite,fid_23469,10,2.5870077452036955,4,3
fid_23477,metabolite,fid_23477,2,0.5794094537653303,4,1
fid_23444,metabolite,fid_23444,13,2.9458511536191403,1,3
fid_23592,metabolite,fid_23592,5,1.2046269257174227,1,3
fid_23479,metabolite,fid_23479,14,3.1925320283501453,3,1
fid_23614,metabolite,fid_23614,2,0.48888702908784915,4,3
fid_23630,metabolite,fid_23630,6,1.3465644151869516,4,3
fid_23579,metabolite,fid_23579,1,0.27652752161365424,1,3
fid_23451,metabolite,fid_23451,5,1.079248437146931,6,1
fid_23470,metabolite,fid_23470,8,1.760335147869219,6,3
fid_23468,metabolite,fid_23468,5,1.2276611333319851,4,3
fid_23432,metabolite,fid_23432,10,2.182508080509379,4,3
fid_23450,metabolite,fid_23450,11,2.2903124882118355,3,3
fid_23616,metabolite,fid_23616,6,1.3173177413240076,1,3
fid_23460,metabolite,fid_23460,5,1.1216097783691683,4,3
fid_23609,metabolite,fid_23609,2,0.4643988715259238,3,3
fid_23461,metabolite,fid_23461,7,1.5268532784966584,5,2
fid_23473,metabolite,fid_23473,1,0.2244948423701361,4,1
fid_23582,metabolite,fid_23582,3,0.6215807602555733,4,3
fid_23580,metabolite,fid_23580,1,0.2082160361984984,4,3
fid_23459,metabolite,fid_23459,1,0.20021331476963855,1,3
