module,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
1,GO:0051917,regulation of fibrinolysis,5/50,18/18986,0.2777777777777778,105.47777777777777,22.787442677377683,8.610717738352268e-10,7.141830594750999e-8,5.1610989292414836e-8,CPB2/PLG/KLKB1/SERPINF2/F12,5
1,GO:0032102,negative regulation of response to external stimulus,12/50,437/18986,0.02745995423340961,10.427093821510297,10.244823428774252,1.0467762904380732e-9,8.199747608431573e-8,5.925610813707923e-8,LDLR/APCS/TFPI/PROC/PLA2G10/PROS1/CPB2/PLG/KLKB1/SERPINF2/GHRL/F12,12
1,GO:0030194,positive regulation of blood coagulation,5/50,27/18986,0.18518518518518517,70.31851851851852,18.52122132909357,7.97015159517648e-9,5.618956874599418e-7,4.060582496910965e-7,F7/CPB2/PLG/SERPINF2/F12,5
1,GO:1900048,positive regulation of hemostasis,5/50,27/18986,0.18518518518518517,70.31851851851852,18.52122132909357,7.97015159517648e-9,5.618956874599418e-7,4.060582496910965e-7,F7/CPB2/PLG/SERPINF2/F12,5
1,GO:0050820,positive regulation of coagulation,5/50,31/18986,0.16129032258064516,61.24516129032258,17.2499287033398,1.664250167872106e-8,1.1174251127141283e-6,8.075158709274179e-7,F7/CPB2/PLG/SERPINF2/F12,5
1,GO:0034368,protein-lipid complex remodeling,5/50,33/18986,0.15151515151515152,57.53333333333334,16.702010881003464,2.315493344721229e-8,1.4194980939377969e-6,1.0258112392174598e-6,PLA2G7/APOM/APOC1/LCAT/PLA2G10,5
1,GO:0034369,plasma lipoprotein particle remodeling,5/50,33/18986,0.15151515151515152,57.53333333333334,16.702010881003464,2.315493344721229e-8,1.4194980939377969e-6,1.0258112392174598e-6,PLA2G7/APOM/APOC1/LCAT/PLA2G10,5
1,GO:0034367,protein-containing complex remodeling,5/50,35/18986,0.14285714285714285,54.245714285714286,16.201260095151014,3.154671141956739e-8,1.8533692958995842e-6,1.3393516076377734e-6,PLA2G7/APOM/APOC1/LCAT/PLA2G10,5
1,GO:0034638,phosphatidylcholine catabolic process,4/50,16/18986,0.25,94.93,19.314204643868536,7.56604103588502e-8,4.267247144239152e-6,3.0837590411522944e-6,LDLR/PLA2G7/APOC1/PLA2G10,4
1,GO:0097006,regulation of plasma lipoprotein particle levels,6/50,91/18986,0.06593406593406594,25.036483516483518,11.810393293985713,1.376011536714441e-7,7.462216410643699e-6,5.3926282086622625e-6,LDLR/PLA2G7/APOM/APOC1/LCAT/PLA2G10,6
1,GO:0071827,plasma lipoprotein particle organization,5/50,50/18986,0.1,37.972,13.451168235982577,1.9987903906169642e-7,1.0438127595444146e-5,7.543193364979421e-6,PLA2G7/APOM/APOC1/LCAT/PLA2G10,5
1,GO:0016485,protein processing,8/50,246/18986,0.032520325203252036,12.348617886178863,9.206020000008765,2.3797084144710482e-7,1.198353165858635e-5,8.659991523338252e-6,PLA2G7/F7/BCHE/CPB2/PLG/KLKB1/SERPINF2/F12,8
1,GO:0006869,lipid transport,10/50,459/18986,0.02178649237472767,8.27276688453159,8.104936931200148,2.6725497324774263e-7,1.2648598649511106e-5,9.140607310732923e-6,LDLR/APOM/APOC1/LCAT/PLA2G10/SERPINA5/FIS1/GHRL/TNFSF11/APOL1,10
1,GO:0071825,protein-lipid complex organization,5/50,53/18986,0.09433962264150944,35.822641509433964,13.044760493634044,2.6911912020236395e-7,1.2648598649511106e-5,9.140607310732923e-6,PLA2G7/APOM/APOC1/LCAT/PLA2G10,5
1,GO:0009395,phospholipid catabolic process,5/50,54/18986,0.09259259259259259,35.15925925925926,12.916750086970914,2.9599465541961196e-7,1.3462982714246867e-5,9.729128232468062e-6,LDLR/PLA2G7/APOC1/PLA2G10/ANGPTL3,5
1,GO:0031639,plasminogen activation,4/50,27/18986,0.14814814814814814,56.25481481481481,14.763539044907093,7.141834993020269e-7,3.146871043799556e-5,2.2741106161985596e-5,CPB2/KLKB1/SERPINF2/F12,4
1,GO:0090303,positive regulation of wound healing,5/50,66/18986,0.07575757575757576,28.76666666666667,11.61131290928995,8.168470043729624e-7,3.4901644732299304e-5,2.5221942591165153e-5,F7/CPB2/PLG/SERPINF2/F12,5
1,GO:0046470,phosphatidylcholine metabolic process,5/50,77/18986,0.06493506493506493,24.657142857142855,10.68856873844545,1.7670613112478746e-6,7.292038442831638e-5,5.269647788474077e-5,LDLR/PLA2G7/APOC1/LCAT/PLA2G10,5
1,GO:0050727,regulation of inflammatory response,9/50,438/18986,0.02054794520547945,7.802465753424657,7.4011815259590525,1.8467071112769818e-6,7.292038442831638e-5,5.269647788474077e-5,LDLR/PLA2G7/APCS/PROC/PLA2G10/KLKB1/GHRL/F12/TNFSF11,9
1,GO:0046475,glycerophospholipid catabolic process,4/50,34/18986,0.11764705882352941,44.67294117647059,13.096961648979384,1.8617970492336099e-6,7.292038442831638e-5,5.269647788474077e-5,LDLR/PLA2G7/APOC1/PLA2G10,4
1,GO:0008343,adult feeding behavior,3/50,10/18986,0.3,113.916,18.35267312903255,2.0356717217102927e-6,7.757559804355439e-5,5.606060388664476e-5,NPY/AGRP/GHRL,3
1,GO:1903036,positive regulation of response to wounding,5/50,81/18986,0.06172839506172839,23.439506172839504,10.399528374135311,2.273456218552525e-6,8.435719126734368e-5,6.0961374503015074e-5,F7/CPB2/PLG/SERPINF2/F12,5
1,GO:0051918,negative regulation of fibrinolysis,3/50,13/18986,0.23076923076923078,87.6276923076923,16.054862798819034,4.824724491848863e-6,1.7443234701299736e-4,1.2605488011092306e-4,CPB2/PLG/SERPINF2,3
1,GO:0042157,lipoprotein metabolic process,5/50,102/18986,0.049019607843137254,18.613725490196078,9.165380387272519,7.090316846110831e-6,2.4993366882540677e-4,1.8061649229040222e-4,LDLR/APOM/APOC1/LCAT/APOL1,5
1,GO:0002673,regulation of acute inflammatory response,4/50,48/18986,0.08333333333333333,31.64333333333333,10.922844435506766,7.60247062180018e-6,2.6145081894483543e-4,1.889394495995526e-4,APCS/KLKB1/F12/TNFSF11,4
1,GO:0042632,cholesterol homeostasis,5/50,106/18986,0.04716981132075472,17.911320754716982,8.971718631812085,8.558894239910875e-6,2.8733430662557935e-4,2.076443514845546e-4,LDLR/APOM/LCAT/PLA2G10/ANGPTL3,5
1,GO:0055092,sterol homeostasis,5/50,107/18986,0.04672897196261682,17.74392523364486,8.924951240975746,8.960732866356027e-6,2.938286823619069e-4,2.1233756216970952e-4,LDLR/APOM/LCAT/PLA2G10/ANGPTL3,5
1,GO:0002526,acute inflammatory response,5/50,110/18986,0.045454545454545456,17.26,8.788364881120808,1.0255420585919425e-5,3.286396142305998e-4,2.3749395041076563e-4,APCS/KLKB1/SERPINF2/F12/TNFSF11,5
1,GO:0034375,high-density lipoprotein particle remodeling,3/50,17/18986,0.17647058823529413,67.00941176470589,13.991178116622073,1.1386484248843189e-5,3.5677650646375326e-4,2.578272924650341e-4,APOM/APOC1/LCAT,3
1,GO:0010755,regulation of plasminogen activation,3/50,18/18986,0.16666666666666666,63.28666666666666,13.585222392943082,1.3638437751929444e-5,4.1804776587435905e-4,3.0210544036310535e-4,CPB2/SERPINF2/F12,3
1,GO:0031638,zymogen activation,4/50,58/18986,0.06896551724137931,26.187586206896555,9.871754888771553,1.625873529747927e-5,4.8776205892437806e-4,3.5248501160044644e-4,CPB2/KLKB1/SERPINF2/F12,4
1,GO:0030301,cholesterol transport,5/50,123/18986,0.04065040650406504,15.435772357723577,8.253409218151962,1.76461724240318e-5,5.183563149559341e-4,3.745941865452364e-4,LDLR/APOM/APOC1/LCAT/PLA2G10,5
1,GO:0072376,protein activation cascade,3/50,20/18986,0.15,56.958,12.865761284661055,1.8983093188477145e-5,5.462481917500566e-4,3.9475046630388567e-4,KLKB1/F13B/F12,3
1,GO:0015918,sterol transport,5/50,132/18986,0.03787878787878788,14.383333333333335,7.928585056154923,2.481664600103927e-5,6.998294172293074e-4,5.05737122715916e-4,LDLR/APOM/APOC1/LCAT/PLA2G10,5
1,GO:0046503,glycerolipid catabolic process,4/50,66/18986,0.06060606060606061,23.013333333333335,9.205415420522307,2.7194665643328493e-5,7.518525207273172e-4,5.433320194580388e-4,LDLR/PLA2G7/APOC1/PLA2G10,4
1,GO:0070613,regulation of protein processing,4/50,67/18986,0.05970149253731343,22.669850746268658,9.130412803528316,2.8865375898678103e-5,7.826957695603101e-4,5.656211309700487e-4,CPB2/KLKB1/SERPINF2/F12,4
1,GO:1903317,regulation of protein maturation,4/50,73/18986,0.0547945205479452,20.806575342465752,8.712379601646399,4.0516605164364254e-5,0.001077894590221766,7.789488341430904e-4,CPB2/KLKB1/SERPINF2/F12,4
1,GO:0008203,cholesterol metabolic process,5/50,148/18986,0.033783783783783786,12.82837837837838,7.423092127718674,4.296358361090433e-5,0.0011218269053958352,8.106968603383117e-4,LDLR/APOC1/LCAT/ANGPTL3/APOL1,5
1,GO:0034377,plasma lipoprotein particle assembly,3/50,27/18986,0.1111111111111111,42.19111111111111,11.005856760720615,4.8078059546038445e-5,0.0012325466174529856,8.907093136950279e-4,APOM/APOC1/LCAT,3
1,GO:0051346,negative regulation of hydrolase activity,6/50,252/18986,0.023809523809523808,9.040952380952382,6.602960254198282,5.019647827620954e-5,0.0012638756137402759,9.13349454349076e-4,APCS/APOC1/TFPI/SERPINA5/SERPINF2/ANGPTL3,6
1,GO:0032368,regulation of lipid transport,5/50,156/18986,0.03205128205128205,12.170512820512819,7.1987390504085855,5.5219579174966505e-5,0.001365958011170224,9.871200857131594e-4,APOC1/PLA2G10/FIS1/GHRL/TNFSF11,5
1,GO:0016125,sterol metabolic process,5/50,159/18986,0.031446540880503145,11.940880503144653,7.118794495798878,6.045330619537038e-5,0.0014447315548385125,0.001044046394239403,LDLR/APOC1/LCAT/ANGPTL3/APOL1,5
1,GO:1902652,secondary alcohol metabolic process,5/50,159/18986,0.031446540880503145,11.940880503144653,7.118794495798878,6.045330619537038e-5,0.0014447315548385125,0.001044046394239403,LDLR/APOC1/LCAT/ANGPTL3/APOL1,5
1,GO:0065005,protein-lipid complex assembly,3/50,30/18986,0.1,37.972,10.413732128281259,6.636368691071952e-5,0.0015595466424019088,0.001127018402273272,APOM/APOC1/LCAT,3
1,GO:0032107,regulation of response to nutrient levels,3/50,34/18986,0.08823529411764706,33.504705882352944,9.747749404656307,9.709008641711731e-5,0.002208016481421539,0.0015956401299111979,NPY/GHR/GHRL,3
1,GO:2000191,regulation of fatty acid transport,3/50,34/18986,0.08823529411764706,33.504705882352944,9.747749404656307,9.709008641711731e-5,0.002208016481421539,0.0015956401299111979,PLA2G10/FIS1/TNFSF11,3
1,GO:0055088,lipid homeostasis,5/50,180/18986,0.027777777777777776,10.547777777777778,6.61357860179327,1.0865428852096106e-4,0.0024317864573738905,0.0017573492278745247,LDLR/APOM/LCAT/PLA2G10/ANGPTL3,5
1,GO:0015850,organic hydroxy compound transport,6/50,292/18986,0.02054794520547945,7.802465753424657,6.0193951085527235,1.1313293909751118e-4,0.0024924600644920434,0.0018011954777366914,LDLR/APOM/APOC1/LCAT/PLA2G10/GHRL,6
1,GO:1905952,regulation of lipid localization,5/50,188/18986,0.026595744680851064,10.098936170212765,6.442581198865271,1.3324901481340189e-4,0.0028904786290291796,0.0020888266613663647,APOC1/PLA2G10/FIS1/GHRL/TNFSF11,5
1,GO:0060416,response to growth hormone,3/50,39/18986,0.07692307692307693,29.20923076923077,9.061487590816803,1.469119245899801e-4,0.003094481591371739,0.0022362509745784574,GHR/F7/GHRL,3
1,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,5/50,192/18986,0.026041666666666668,9.888541666666667,6.360887229187616,1.4704274228504008e-4,0.003094481591371739,0.0022362509745784574,ERBB3/PROS1/EGFR/THPO/TNFSF11,5
1,GO:0032094,response to food,3/50,40/18986,0.075,28.479,8.939605081487608,1.585296619773055e-4,0.003287159167470599,0.00237549091012433,NPY/GHR/GHRL,3
1,GO:0050728,negative regulation of inflammatory response,5/50,203/18986,0.024630541871921183,9.352709359605912,6.148074056331531,1.9065191808309166e-4,0.003879071577716234,0.00280324097590841,LDLR/APCS/PROC/PLA2G10/GHRL,5
1,GO:0044403,biological process involved in symbiotic interaction,6/50,322/18986,0.018633540372670808,7.075527950310559,5.650095344920638,1.925780215887492e-4,0.003879071577716234,0.00280324097590841,LDLR/APCS/PLG/EGFR/PVR/APOL1,6
1,GO:0043410,positive regulation of MAPK cascade,7/50,472/18986,0.014830508474576272,5.631440677966102,5.235801290380824,2.224218824900058e-4,0.004417110624097298,0.0031920590400344793,GHR/SERPINF2/EGFR/IGFBP3/THPO/GHRL/TNFSF11,7
1,GO:0030198,extracellular matrix organization,6/50,339/18986,0.017699115044247787,6.72070796460177,5.461240751451332,2.541008707848139e-4,0.004976142052869272,0.003596047411106723,CCN1/SMOC1/CPB2/PLG/SERPINF2/COL4A1,6
1,GO:0043062,extracellular structure organization,6/50,340/18986,0.01764705882352941,6.700941176470589,5.450537838208662,2.581514336262871e-4,0.004986212622096778,0.0036033249855839354,CCN1/SMOC1/CPB2/PLG/SERPINF2/COL4A1,6
1,GO:0045229,external encapsulating structure organization,6/50,341/18986,0.017595307917888565,6.681290322580646,5.439877989348899,2.622527516301008e-4,0.0049960380436783434,0.0036104254022251863,CCN1/SMOC1/CPB2/PLG/SERPINF2/COL4A1,6
1,GO:0043086,negative regulation of catalytic activity,7/50,486/18986,0.01440329218106996,5.469218106995885,5.12873193802529,2.657467044509757e-4,0.0049960380436783434,0.0036104254022251863,APCS/APOC1/HHEX/TFPI/SERPINA5/SERPINF2/ANGPTL3,7
1,GO:0006953,acute-phase response,3/50,48/18986,0.0625,23.7325,8.103020596002096,2.734409008015916e-4,0.005073048291187423,0.0036660774511903145,APCS/SERPINF2/TNFSF11,3
1,GO:0032369,negative regulation of lipid transport,3/50,49/18986,0.061224489795918366,23.248163265306122,8.01277215686149,2.907351623433496e-4,0.005318703166177114,0.003843601840133965,APOC1/PLA2G10/FIS1,3
1,GO:0045743,positive regulation of fibroblast growth factor receptor signaling pathway,2/50,10/18986,0.2,75.944,12.180937466631969,3.017703924072121e-4,0.005318703166177114,0.003843601840133965,FGFBP1/FGFBP3,2
1,GO:0150172,regulation of phosphatidylcholine metabolic process,2/50,10/18986,0.2,75.944,12.180937466631969,3.017703924072121e-4,0.005318703166177114,0.003843601840133965,LDLR/APOC1,2
1,GO:2000253,positive regulation of feeding behavior,2/50,10/18986,0.2,75.944,12.180937466631969,3.017703924072121e-4,0.005318703166177114,0.003843601840133965,AGRP/GHRL,2
1,GO:0140353,lipid export from cell,3/50,52/18986,0.057692307692307696,21.906923076923075,7.757410741756879,3.4681176997404696e-4,0.006037093773622299,0.004362752350030896,PLA2G10/GHRL/TNFSF11,3
1,GO:0044242,cellular lipid catabolic process,5/50,238/18986,0.02100840336134454,7.977310924369749,5.566026415281828,3.9707460688145695e-4,0.006827746289059199,0.004934123484740056,LDLR/PLA2G7/APOC1/PLA2G10/ANGPTL3,5
1,GO:0034381,plasma lipoprotein particle clearance,3/50,55/18986,0.05454545454545454,20.712,7.522660075917744,4.0942198903046054e-4,0.00695524101846927,0.005026258533690372,LDLR/APOM/APOC1,3
1,GO:0046434,organophosphate catabolic process,5/50,242/18986,0.02066115702479339,7.845454545454547,5.507126046549374,4.2849569160348985e-4,0.007118926518799402,0.005144547122208153,LDLR/PLA2G7/APOC1/PLA2G10/ANGPTL3,5
1,GO:0006644,phospholipid metabolic process,6/50,374/18986,0.016042780748663103,6.091764705882354,5.110386956632903,4.291551447503185e-4,0.007118926518799402,0.005144547122208153,LDLR/PLA2G7/APOC1/LCAT/PLA2G10/ANGPTL3,6
1,GO:0045860,positive regulation of protein kinase activity,5/50,243/18986,0.0205761316872428,7.813168724279835,5.4926118405128,4.36636496287071e-4,0.007148990145972972,0.005166272834118579,CCN1/GHR/SYAP1/EGFR/TNFSF11,5
1,GO:0060192,negative regulation of lipase activity,2/50,12/18986,0.16666666666666666,63.28666666666666,11.09053368251735,4.411079026238642e-4,0.007148990145972972,0.005166272834118579,APOC1/ANGPTL3,2
1,GO:0061900,glial cell activation,3/50,58/18986,0.05172413793103448,19.640689655172412,7.305833823136913,4.78871383621124e-4,0.007672825578474827,0.005544826547191963,LDLR/EGFR/IFNGR2,3
1,GO:0034380,high-density lipoprotein particle assembly,2/50,13/18986,0.15384615384615385,58.41846153846154,10.641464612089296,5.204321168296848e-4,0.008245048143032086,0.005958347594218036,APOM/LCAT,2
1,GO:0071902,positive regulation of protein serine/threonine kinase activity,4/50,142/18986,0.028169014084507043,10.696338028169015,5.95952371147107,5.288808088448894e-4,0.008285799338569934,0.0059877967597877545,GHR/SYAP1/EGFR/TNFSF11,4
1,GO:0033674,positive regulation of kinase activity,5/50,258/18986,0.01937984496124031,7.358914728682171,5.284371411211861,5.733301568967586e-4,0.008883467266202524,0.006419706094575621,CCN1/GHR/SYAP1/EGFR/TNFSF11,5
1,GO:0032308,positive regulation of prostaglandin secretion,2/50,14/18986,0.14285714285714285,54.245714285714286,10.240904063979373,6.061492754234198e-4,0.009190005143516365,0.006641228054441091,PLA2G10/TNFSF11,2
1,GO:0051004,regulation of lipoprotein lipase activity,2/50,14/18986,0.14285714285714285,54.245714285714286,10.240904063979373,6.061492754234198e-4,0.009190005143516365,0.006641228054441091,APOC1/ANGPTL3,2
1,GO:0071900,regulation of protein serine/threonine kinase activity,5/50,262/18986,0.019083969465648856,7.246564885496183,5.2316510074070015,6.146826150774291e-4,0.009220239226161437,0.006663076947311886,GHR/HHEX/SYAP1/EGFR/TNFSF11,5
1,GO:0001890,placenta development,4/50,152/18986,0.02631578947368421,9.992631578947368,5.719834888883503,6.83009205113297e-4,0.010137294517997357,0.0073257940227110414,CCN1/PLG/EGFR/GHRL,4
1,GO:0032306,regulation of prostaglandin secretion,2/50,15/18986,0.13333333333333333,50.629333333333335,9.880641438707729,6.982265112251254e-4,0.010255201883619029,0.0074110006893193135,PLA2G10/TNFSF11,2
1,GO:0031100,animal organ regeneration,3/50,67/18986,0.04477611940298507,17.00238805970149,6.742474165517066,7.311918657581698e-4,0.010520209497132851,0.007602510483930273,F7/CPB2/EGFR,3
1,GO:0050994,regulation of lipid catabolic process,3/50,67/18986,0.04477611940298507,17.00238805970149,6.742474165517066,7.311918657581698e-4,0.010520209497132851,0.007602510483930273,LDLR/APOC1/ANGPTL3,3
1,GO:1905953,negative regulation of lipid localization,3/50,68/18986,0.04411764705882353,16.752352941176472,6.686647977393289,7.635264065737811e-4,0.010874467002717488,0.007858517400993303,APOC1/PLA2G10/FIS1,3
1,GO:0034374,low-density lipoprotein particle remodeling,2/50,16/18986,0.125,47.465,9.554290628950831,7.966310798378783e-4,0.011121285371994142,0.00803688259805176,PLA2G7/PLA2G10,2
1,GO:0072378,"blood coagulation, fibrin clot formation",2/50,16/18986,0.125,47.465,9.554290628950831,7.966310798378783e-4,0.011121285371994142,0.00803688259805176,F13B/F12,2
1,GO:0046718,symbiont entry into host cell,4/50,159/18986,0.025157232704402517,9.552704402515724,5.564903574929282,8.082465623484551e-4,0.011172820126581585,0.008074124585689417,LDLR/APCS/EGFR/PVR,4
1,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,5/50,280/18986,0.017857142857142856,6.780714285714286,5.007445553107578,8.291204815964018e-4,0.011350095913115792,0.00820223429928786,ERBB3/PROS1/EGFR/THPO/TNFSF11,5
1,GO:0045859,regulation of protein kinase activity,6/50,427/18986,0.01405152224824356,5.335644028103045,4.65625171376597,8.597065336344784e-4,0.011655636657928986,0.00842303567366574,CCN1/GHR/HHEX/SYAP1/EGFR/TNFSF11,6
1,GO:0032095,regulation of response to food,2/50,17/18986,0.11764705882352941,44.67294117647059,9.256799637221867,9.0133035924975e-4,0.012066024544889692,0.00871960564348878,NPY/GHRL,2
1,GO:0044409,symbiont entry into host,4/50,164/18986,0.024390243902439025,9.261463414634147,5.4599944831002,9.070912069207854e-4,0.012066024544889692,0.00871960564348878,LDLR/APCS/EGFR/PVR,4
1,GO:0033344,cholesterol efflux,3/50,74/18986,0.04054054054054054,15.394054054054054,6.374944966786698,9.76715062811616e-4,0.012870731201536248,0.009301133111673824,APOM/APOC1/PLA2G10,3
1,GO:0034384,high-density lipoprotein particle clearance,2/50,18/18986,0.1111111111111111,42.19111111111111,8.984112250725783,0.0010122918494369782,0.01321603247876055,0.009550667741276754,LDLR/APOM,2
1,GO:0006650,glycerophospholipid metabolic process,5/50,294/18986,0.017006802721088437,6.457823129251701,4.846312522781626,0.00103119550918336,0.013339318054573739,0.009639761012935708,LDLR/PLA2G7/APOC1/LCAT/PLA2G10,5
1,GO:0070372,regulation of ERK1 and ERK2 cascade,5/50,296/18986,0.016891891891891893,6.41418918918919,4.824150105834266,0.001062806277302647,0.013582321466819284,0.009815369301889563,CCN1/SERPINF2/EGFR/THPO/TNFSF11,5
1,GO:0043434,response to peptide hormone,6/50,446/18986,0.013452914798206279,5.108340807174888,4.511544113199952,0.0010765585315347177,0.013582321466819284,0.009815369301889563,AGRP/GHR/F7/TNFSF10/SYAP1/GHRL,6
1,GO:0031348,negative regulation of defense response,5/50,297/18986,0.016835016835016835,6.392592592592592,4.8131454272499985,0.0010788794356622411,0.013582321466819284,0.009815369301889563,LDLR/APCS/PROC/PLA2G10/GHRL,5
1,GO:1903532,positive regulation of secretion by cell,5/50,298/18986,0.016778523489932886,6.371140939597316,4.8021912075248485,0.0010951327929680213,0.01366493131048593,0.009875067942180203,PLA2G10/CPB2/EGFR/GHRL/TNFSF11,5
1,GO:0032310,prostaglandin secretion,2/50,19/18986,0.10526315789473684,39.97052631578947,8.732929014400353,0.0011294831719683058,0.013830308212095571,0.009994578834870113,PLA2G10/TNFSF11,2
1,GO:0045780,positive regulation of bone resorption,2/50,19/18986,0.10526315789473684,39.97052631578947,8.732929014400353,0.0011294831719683058,0.013830308212095571,0.009994578834870113,EGFR/TNFSF11,2
1,GO:0032890,regulation of organic acid transport,3/50,78/18986,0.038461538461538464,14.604615384615386,6.186670031190072,0.0011378125904986428,0.013830308212095571,0.009994578834870113,PLA2G10/FIS1/TNFSF11,3
1,GO:0001934,positive regulation of protein phosphorylation,6/50,455/18986,0.013186813186813187,5.007296703296704,4.445841237764357,0.001192932031724249,0.01429725827054966,0.010332023893909721,CCN1/GHR/SYAP1/EGFR/THPO/TNFSF11,6
1,GO:0051347,positive regulation of transferase activity,5/50,304/18986,0.01644736842105263,6.245394736842105,4.737502634953023,0.0011965081389538014,0.01429725827054966,0.010332023893909721,CCN1/GHR/SYAP1/EGFR/TNFSF11,5
1,GO:0032305,positive regulation of icosanoid secretion,2/50,20/18986,0.1,37.972,8.500534797821375,0.00125287206961051,0.01458117866421027,0.010537201154875357,PLA2G10/TNFSF11,2
1,GO:0043691,reverse cholesterol transport,2/50,20/18986,0.1,37.972,8.500534797821375,0.00125287206961051,0.01458117866421027,0.010537201154875357,APOM/LCAT,2
1,GO:0060716,labyrinthine layer blood vessel development,2/50,20/18986,0.1,37.972,8.500534797821375,0.00125287206961051,0.01458117866421027,0.010537201154875357,CCN1/PLG,2
1,GO:0043549,regulation of kinase activity,6/50,460/18986,0.013043478260869565,4.952869565217391,4.4100828699384484,0.0012616338986054276,0.01458117866421027,0.010537201154875357,CCN1/GHR/HHEX/SYAP1/EGFR/TNFSF11,6
